gen_key,bus_name_origen,geosadi_name,nemo,bus_conexion500kv,bus_conexion500kv_name,carrier,p_nom,lat,lon,marginal_cost
493-1,PATATV01,C.T. PATAGONIA,PATA,461.0,SCN_500_132kV,ccgt,40.0,-45.79263115,-67.51355697,37.8
8629-1,LRIOFV,P.S. 360 ENERGY LA RIOJA,LRIOFV,8271.0,RIOJASUR_132kV,solar,62.7842,-29.304778,-67.420562,58.7
2632-1,LUJBTG01,CT LUJAN BSAS,LUJB,3365.0,RODRGUEZ_132kV_5,ocgt,64.0,-34.55765878,-59.03377395,46.7
2633-2,LUJBTG02,CT LUJAN BSAS,LUJB,3365.0,RODRGUEZ_132kV_5,ocgt,58.0,-34.55765878,-59.03377395,46.7
2650-1,BRKETV01,BARKER UGENERGY,BRKE,2298.0,OLAVARRI_132kV_2,steam,59.25,-37.54747418,-59.45258643,36.7
8687-1,INDETG01,INDEPENDENCIA,INDE,8232.0,BRACHO_132kV_3,ocgt,25.1,-26.86679433,-65.2230194,54.0
2636-1,SOLATG02,SOLALBAN,SOLA,2208.0,B.BLANCA_132kV_2,ccgt,23.7215,-38.77796709,-62.29082621,47.3
2635-1,SOLATG01,SOLALBAN,SOLA,2208.0,B.BLANCA_132kV_2,ccgt,47.443,-38.77796709,-62.29082621,47.3
6634-4,MMARTG04,MARANZANA,MMAR,6200.0,ALMAFUE._132kV_1,ocgt,22.9,-33.16072823,-64.3647059,49.6
6633-3,MMARTG03,MARANZANA,MMAR,6200.0,ALMAFUE._132kV_1,ocgt,44.8,-33.16072823,-64.3647059,47.4
8688-2,INDETG02,INDEPENDENCIA,INDE,8232.0,BRACHO_132kV_3,ocgt,54.3,-26.86679433,-65.2230194,54.0
6635-5,MMARTG05,MARANZANA,MMAR,6200.0,ALMAFUE._132kV_1,ocgt,50.5,-33.16072823,-64.3647059,45.2
8644-1,FRIATG01,FRIAS,FRIA,8292.0,RECREO_132kV,ocgt,58.98,-28.60716966,-65.12262692,49.8
8652-2,GUEMTV12,GUEMES,GUEM,8300.0,JUANCITO_132kV,steam,59.49,-24.68926954,-65.04172111,59.6
8651-1,GUEMTV11,GUEMES,GUEM,8300.0,JUANCITO_132kV,steam,59.55,-24.68926954,-65.04172111,59.6
6616-1,VMA2TV01,V.MARIA UENSA,VMA2,6203.0,A.CABRAL_132kV,steam,55.6,-32.42618245,-63.17426388,40.0
1607-1,ROCATV01,TERMOROCA,ROCA,1268.0,P.BAND._132kV,steam,55.539,-38.94593521,-67.60085988,26.9
6626-1,LEV1EO01,P.E. GRAL. LEVALLE (MATER),LEV1EO,6200.0,ALMAFUE._132kV_1,wind,62.0,-34.033928,-63.918504,
2669-1,PEDRTV01,SAN PEDRO BSAS,PEDR,2327.0,RAMALLO_132kV,steam,61.52,-33.77915379,-59.72974238,36.8
2667-5,ROJOTV01,G ROJO R.ENERGY,ROJO,2327.0,RAMALLO_132kV,steam,56.6,-33.45496461,-60.28166768,38.9
7651-1,LDCUTV11,LUJAN DE CUYO,LDCU,7216.0,GRAN MZA_132kV,steam,35.0,-33.05568314,-68.98082788,60.5
7652-2,LDCUTV12,LUJAN DE CUYO,LDCU,7216.0,GRAN MZA_132kV,steam,35.983,-33.05568314,-68.98082788,60.8
3664-4,NPUETV04,NUEVO PUERTO,NPUE,3122.0,RODRGUEZ_220kV_2,steam,0.0,-34.57170662,-58.38211451,77.1
7695-2,CCOLHI02,CARACOLES,CCOLHI,7203.0,NVA.SJUAN_132kV,hydro,60.7,-31.51712275,-68.96804996,45.0
7694-1,CCOLHI01,CARACOLES,CCOLHI,7203.0,NVA.SJUAN_132kV,hydro,60.7,-31.51712275,-68.96804996,45.0
6638-1,SERTTG01,RSO TERC SOENER,SERT,6202.0,ALMAFUE._132kV_2,ocgt,60.0,-32.16060528,-64.15474605,51.8
6675-1,CUMBFV01,P.S. La Cumbre,CUMBFV,6286.0,LUJAN.SL_132kV_2,solar,25.0,-33.31867173,-66.17107308,69.4
601-3,CHN3EO01,P.E. CHUBUT NORTE III,CHN3EO,224.0,NPMADRYN_330kV,wind,58.0,-42.61023352,-65.18158513,45.7333
2666-4,ROJOTG04,G ROJO R.ENERGY,ROJO,2327.0,RAMALLO_132kV,ocgt,50.0,-33.45496461,-60.28166768,40.4
6646-3,VMA2TG03,V.MARIA UENSA,VMA2,6203.0,A.CABRAL_132kV,ocgt,49.46,-32.42618245,-63.17426388,40.0
2624-3,BRKETG03,BARKER UGENERGY,BRKE,2298.0,OLAVARRI_132kV_2,ocgt,47.68,-37.54747418,-59.45258643,36.7
2622-2,BRKETG02,BARKER UGENERGY,BRKE,2298.0,OLAVARRI_132kV_2,ocgt,49.12,-37.54747418,-59.45258643,36.7
6615-4,VMA2TG04,V.MARIA UENSA,VMA2,6203.0,A.CABRAL_132kV,ocgt,49.5,-32.42618245,-63.17426388,43.3
2621-1,BRKETG01,BARKER UGENERGY,BRKE,2298.0,OLAVARRI_132kV_2,ocgt,48.77,-37.54747418,-59.45258643,36.7
6645-2,VMA2TG02,V.MARIA UENSA,VMA2,6203.0,A.CABRAL_132kV,ocgt,49.9,-32.42618245,-63.17426388,40.0
2600-1,ROJOTG01,G ROJO R.ENERGY,ROJO,2327.0,RAMALLO_132kV,ocgt,50.0,-33.45496461,-60.28166768,38.9
2637-4,BRKETG04,BARKER UGENERGY,BRKE,2298.0,OLAVARRI_132kV_2,ocgt,50.0,-37.54747418,-59.45258643,37.0
6639-1,VMA2TG01,V.MARIA UENSA,VMA2,6203.0,A.CABRAL_132kV,ocgt,50.0,-32.42618245,-63.17426388,40.0
2619-3,ROJOTG03,G ROJO R.ENERGY,ROJO,2327.0,RAMALLO_132kV,ocgt,50.0,-33.45496461,-60.28166768,38.9
2618-2,ROJOTG02,G ROJO R.ENERGY,ROJO,2327.0,RAMALLO_132kV,ocgt,50.0,-33.45496461,-60.28166768,38.9
2689-1,VLONEO01,VILLALONGA EOLICO,VLONEO,2206.0,B.BLANCA_132kV_1,wind,55.2,-40.0267502,-62.65875817,67.0
4638-1,ASECTG02,C.T. ARROYO SECO,ASEC,4282.0,R.OESTE_132kV_1,ocgt,52.18,-33.1257655,-60.523892,32.8
4637-1,ASECTG01,C.T. ARROYO SECO,ASEC,4282.0,R.OESTE_132kV_1,ocgt,53.17,-33.1257655,-60.523892,32.8
2904-1,ELBIEO01,P.E. LA ELBITA,ELBIEO,2298.0,OLAVARRI_132kV_2,wind,53.0,-37.70794973,-59.01396048,
2900-3,ELBIEO03,P.E. LA ELBITA,ELBIEO,2298.0,OLAVARRI_132kV_2,wind,53.0,-37.70794973,-59.01396048,
2659-2,ELBIEO02,P.E. LA ELBITA,ELBIEO,2298.0,OLAVARRI_132kV_2,wind,53.0,-37.70794973,-59.01396048,
2684-1,PEP3EO,P.E. PAMPA ENERGÍA III,PEP3,2208.0,B.BLANCA_132kV_2,wind,54.0,-38.75497847,-61.79609501,
2643-1,SAL2TG01,SALTOII SOENERG,SAL2,2293.0,25MAYO_1_132kV,ocgt,60.0,-34.30458809,-60.22368177,49.3
2655-2,PEDRTG02,SAN PEDRO BSAS,PEDR,2327.0,RAMALLO_132kV,ocgt,51.75,-33.77915379,-59.72974238,36.8
2646-1,ZARATG01,C.T ZARATE,ZARA,3120.0,RODRGUEZ_220kV_1,ocgt,51.3,-34.08092894,-59.12540969,47.2
2647-2,ZARATG02,C.T ZARATE,ZARA,3120.0,RODRGUEZ_220kV_1,ocgt,49.3,-34.08092894,-59.12540969,47.2
2645-1,PEDRTG01,SAN PEDRO BSAS,PEDR,2327.0,RAMALLO_132kV,ocgt,50.9004,-33.77915379,-59.72974238,36.8
2668-3,PEDRTG03,SAN PEDRO BSAS,PEDR,2327.0,RAMALLO_132kV,ocgt,50.2,-33.77915379,-59.72974238,37.6
2665-4,ZARATG04,C.T ZARATE,ZARA,3120.0,RODRGUEZ_220kV_1,ocgt,50.8,-34.08092894,-59.12540969,47.2
2664-3,ZARATG03,C.T ZARATE,ZARA,3120.0,RODRGUEZ_220kV_1,ocgt,52.5,-34.08092894,-59.12540969,47.2
2681-1,PAMEEO01,P.E. PAMPA ENERGÍA (MATER),PAME,2208.0,B.BLANCA_132kV_2,wind,53.2,-38.69586086,-62.0021782,
2905-1,BAHIEO01,P.E. PAMPA ENERGÍA III,BAHI,2208.0,B.BLANCA_132kV_2,wind,53.2,-38.75589101,-61.76181151,
686-2,LOM2EO01,L. BLANCA 2 ENARSA,LOM2EO,221.0,NPMADRYN_132kV,wind,52.0,-43.02838795,-65.21373773,91.1667
685-3,LOM3EO01,L. BLANCA 3 ENARSA,LOM3EO,221.0,NPMADRYN_132kV,wind,51.2,-43.03772398,-65.15859838,89.7
684-1,LOM1EO01,L. BLANCA 1 ENARSA,LOM1EO,221.0,NPMADRYN_132kV,wind,52.0,-43.00508034,-65.12321912,89.7
8620-4,INDETG04,INDEPENDENCIA,INDE,8232.0,BRACHO_132kV_3,ocgt,49.0,-26.86679433,-65.2230194,57.1
3674-4,EZEITG04,CT EZEIZA,EZEI,3110.0,EZEIZA_220kV_1,ocgt,52.97,-34.90327586,-58.61566981,35.4
692-2,MANAEO02,MANANTIALES BEHR (YPF),MANAEO,461.0,SCN_500_132kV,wind,51.75,-45.65135524,-67.75426158,
691-1,MANAEO01,MANANTIALES BEHR (YPF),MANAEO,461.0,SCN_500_132kV,wind,51.75,-45.65135524,-67.75426158,
6637-7,MMARTG07,MARANZANA,MMAR,6200.0,ALMAFUE._132kV_1,ocgt,46.98,-33.16072823,-64.3647059,34.7
6636-6,MMARTG06,MARANZANA,MMAR,6200.0,ALMAFUE._132kV_1,ocgt,47.1,-33.16072823,-64.3647059,34.7
3680-2,EZEITG02,CT EZEIZA,EZEI,3110.0,EZEIZA_220kV_1,ocgt,50.5838,-34.90327586,-58.61566981,35.8
3682-3,EZEITG03,CT EZEIZA,EZEI,3110.0,EZEIZA_220kV_1,ocgt,50.6,-34.90327586,-58.61566981,35.8
6649-8,MMARTG08,MARANZANA,MMAR,6200.0,ALMAFUE._132kV_1,ocgt,49.68,-33.16072823,-64.3647059,34.7
2628-23,MDPATG23,MAR DEL PLATA,MDPA,2410.0,VIVORATA_132kV,ocgt,46.0,-38.05020004,-57.54646976,53.9
2631-24,MDPATG24,MAR DEL PLATA,MDPA,2410.0,VIVORATA_132kV,ocgt,47.37,-38.05020004,-57.54646976,53.9
1603-3,ACAJTG03,AGUA DEL CAJON,ACAJ,1200.0,A.CAJON_132kV_1,ccgt,48.3236,-38.93631045,-68.35730715,29.7
1601-1,ACAJTG01,AGUA DEL CAJON,CAPE,1224.0,CHOCONOE_132kV,ccgt,45.21,-38.93631045,-68.35730715,29.7
605-1,LOM6EO01,P.E. L. BLANCA 6,LOM6EO,221.0,NPMADRYN_132kV,wind,51.5,-42.90473517,-65.35519946,62.75
688-2,LOM6EO01,P.E. L. BLANCA 6,LOM6EO,221.0,NPMADRYN_132kV,wind,51.5,-42.90473517,-65.35519946,62.75
602-1,MAL1EO01,MALASPINA1 ENARSA,MAL1EO,461.0,SCN_500_132kV,wind,51.0,-44.96828306,-67.06181425,85.35
8625-24,LRIOTG24,LA RIOJA,LRIO,8271.0,RIOJASUR_132kV,ocgt,46.89,-29.38269554,-66.83397088,57.1
8616-3,INDETG03,INDEPENDENCIA,INDE,8232.0,BRACHO_132kV_3,ocgt,48.0,-26.86679433,-65.2230194,57.1
2903-1,VIVOEO01,P.E. VIVORATA,VIVOEO,2410.0,VIVORATA_132kV,wind,50.0,-37.69444444,-57.7275,
1604-4,ACAJTG04,AGUA DEL CAJON,ACAJ,1200.0,A.CAJON_132kV_1,ccgt,49.1535,-38.93631045,-68.35730715,29.7
1605-5,ACAJTG05,AGUA DEL CAJON,ACAJ,1200.0,A.CAJON_132kV_1,ccgt,50.7585,-38.93631045,-68.35730715,29.7
1602-2,ACAJTG02,AGUA DEL CAJON,ACAJ,1203.0,A.CAJON_132kV_2,ccgt,48.1576,-38.93631045,-68.35730715,29.7
6670-1,ACHIEO01,P.E. ACHIRAS (Renovar),ACHIEO,6205.0,LUJAN.SL_132kV_1,wind,94.0,-33.21318389,-65.08005854,72.7
3650-1,EZEITG01,CT EZEIZA,EZEI,3110.0,EZEIZA_220kV_1,ocgt,50.592,-34.90327586,-58.61566981,35.8
7604-26,LDCUTG26,LUJAN DE CUYO,LDCU,7216.0,GRAN MZA_132kV,ocgt,48.384,-33.05568314,-68.98082788,35.4
7605-27,LDCUTG27,LUJAN DE CUYO,LDCU,7216.0,GRAN MZA_132kV,ocgt,48.402,-33.05568314,-68.98082788,35.4
682-1,CHN4EO01,P.E. CHUBUT NORTE IV,CHN4EO,221.0,NPMADRYN_132kV,wind,44.7368,-42.56166329,-65.19153851,45.7333
1694-1,PHUITG01,PLAZA HUINCUL,PHUI,1240.0,CHOCON_132kV,ocgt,31.673,-38.93034179,-69.16853419,38.5
1631-1,ARROHI01,ARROYITO,ARROHI,1240.0,CHOCON_132kV,hydro,42.6,-39.10712154,-68.58545091,
1633-3,ARROHI03,ARROYITO,ARROHI,1240.0,CHOCON_132kV,hydro,42.6,-39.10712154,-68.58545091,
1632-2,ARROHI02,ARROYITO,ARROHI,1240.0,CHOCON_132kV,hydro,42.6,-39.10712154,-68.58545091,
2908-1,GNV2EO01,P.E. VIENTOS LA GENOVEVA II (MATER),GNV2EO,2206.0,B.BLANCA_132kV_1,wind,41.8,-38.56304316,-61.92805179,48.25
7680-1,QULLHI01,QUEBRADA ULLUM,QULLHI,7203.0,NVA.SJUAN_132kV,hydro,48.0,-31.47617157,-68.64751592,
5588-1,GARRTV01,C.T. GARRUCHOS,GARR,5250.0,RINCON_132kV,biomass,40.0,-27.94687263,-56.00016951,
662-2,YPFATG02,YPF LOS PERALES,YPFA,461.0,SCN_500_132kV,ocgt,8.8588,-46.19666082,-69.26535143,38.1
661-1,YPFATG01,YPF LOS PERALES,YPFA,461.0,SCN_500_132kV,ocgt,17.7176,-46.19666082,-69.26535143,38.1
8697-1,LEDE.TV03,LEDESMA,LEDE,8300.0,JUANCITO_132kV,ocgt,4.1067,-23.82715825,-64.79335888,47.0
3676-6,EZEITV06,CT EZEIZA,EZEI,3110.0,EZEIZA_220kV_1,ocgt,42.53,-34.90327586,-58.61566981,35.8
8655-1,CAFAFV,P.S. Cafayate,CAFAFV,8120.0,COBOS_345kV,solar,83.0,-26.03258764,-65.9179476,67.95
8677-2,CAFAFV,P.S. Cafayate,CAFAFV,8120.0,COBOS_345kV,solar,83.0,-26.03258764,-65.9179476,67.95
3675-5,EZEITV05,CT EZEIZA,EZEI,3110.0,EZEIZA_220kV_1,ocgt,42.09,-34.90327586,-58.61566981,35.8
1624-1,BANDEO,P.E. LA BANDERITA,BANDEO,1286.0,PUELCHE1_132kV,wind,40.0,-37.48720358,-64.7615805,60.625
608-4,CHN4EO01,P.E. CHUBUT NORTE IV,CHN4EO,221.0,NPMADRYN_132kV,wind,40.2632,-42.56166329,-65.19153851,45.7333
491-1,PATATG01,C.T. PATAGONIA,PATA,461.0,SCN_500_132kV,ccgt,38.01,-45.79263115,-67.51355697,37.8
492-2,PATATG02,C.T. PATAGONIA,PATA,461.0,SCN_500_132kV,ccgt,37.6,-45.79263115,-67.51355697,37.8
7614-1,ULL3FV01,P.S. Ullum 3,ULL3FV,7203.0,NVA.SJUAN_132kV,solar,32.8,-31.33403307,-68.67276532,70.3
3670-1,MAGDDI01,MAGDALENA ENARS,MAGD,3100.0,ABASTO_220kV,diesel,25.0,-35.10013742,-57.48433027,251.6
2691-1,NEC1EO01,P.E. NECOCHEA I,NEC1EO,2298.0,OLAVARRI_132kV_2,wind,37.25,-38.61676146,-58.8277595,66.3083
6611-1,SOESTG01,SUD OESTE,SOES,6202.0,ALMAFUE._132kV_2,ocgt,0.0,-31.46289725,-64.23932382,77.1
6612-2,SOESTG02,SUD OESTE,SOES,6202.0,ALMAFUE._132kV_2,ocgt,0.0,-31.46289725,-64.23932382,77.1
6614-4,SOESTG04,SUD OESTE,SOES,6202.0,ALMAFUE._132kV_2,ocgt,0.0,-31.46289725,-64.23932382,75.3
6613-3,SOESTG03,SUD OESTE,SOES,6202.0,ALMAFUE._132kV_2,ocgt,23.1,-31.46289725,-64.23932382,80.1
8676-1,NONOFV01,P.S. Nonogasta,NONOFV,8271.0,RIOJASUR_132kV,solar,35.0,-29.33050605,-67.42438872,68.425
8671-1,LEDE.TV01,LEDESMA,LEDE,8300.0,JUANCITO_132kV,ocgt,3.5009,-23.82715825,-64.79335888,47.0
4627-1,RUFIDI01,RUFINO STA FE,RUFI,2245.0,HENDERS2_132kV,diesel,31.9,-34.26189682,-62.68874729,256.2
3637-7,DSUDTG07,DOCK SUD,DSUD,3110.0,EZEIZA_220kV_1,ocgt,31.2,-34.65318462,-58.34174439,66.7
3638-8,DSUDTG08,DOCK SUD,DSUD,3110.0,EZEIZA_220kV_1,ocgt,30.3,-34.65318462,-58.34174439,65.5
8633-3,CCORHI03,CABRA CORRAL,CCORHI,8120.0,COBOS_345kV,hydro,32.0,-25.27198004,-65.32999909,
8631-1,CCORHI01,CABRA CORRAL,CCORHI,8120.0,COBOS_345kV,hydro,32.0,-25.27198004,-65.32999909,
8632-2,CCORHI02,CABRA CORRAL,CCORHI,8120.0,COBOS_345kV,hydro,32.0,-25.27198004,-65.32999909,
2642-1,VGADDI01,VILLEGAS ENARSA,VGAD,2245.0,HENDERS2_132kV,diesel,2.6,-35.03492581,-62.99814198,225.9
8628-1,LOMAFV01,P.S. LAS LOMAS,LOMAFV,8271.0,RIOJASUR_132kV,solar,34.0,-29.6,-67.4129,52.3
2612-2,NECOTV02,NECOCHEA,NECO,2298.0,OLAVARRI_132kV_2,steam,0.0,-38.5784929,-58.71045013,57.4
8607-1,BANDDI01,BANDERA DISTRIB,BAND,8302.0,MQUEMADO_132kV,diesel,30.2,-28.87496792,-62.28013212,286.8
2611-1,NECOTV01,NECOCHEA,NECO,2410.0,VIVORATA_132kV,steam,0.0,-38.5784929,-58.71045013,57.4
7625-1,PNEGHI01,PUNTA NEGRA,PNEGHI,7203.0,NVA.SJUAN_132kV,hydro,31.64,-31.51660713,-68.81493962,
7626-2,PNEGHI02,PUNTA NEGRA,PNEGHI,7203.0,NVA.SJUAN_132kV,hydro,31.64,-31.51660713,-68.81493962,
7613-1,ULN2FV01,P.S. Ullum N2,ULN2FV,7203.0,NVA.SJUAN_132kV,solar,25.6,-31.34197244,-68.6669035,67.3
7667-3,CACHHI03,C.H.CACHEUTA,CACHHI,7216.0,GRAN MZA_132kV,hydro,30.0,-33.02742175,-69.11236408,
7666-2,CACHHI02,C.H.CACHEUTA,CACHHI,7216.0,GRAN MZA_132kV,hydro,30.0,-33.02742175,-69.11236408,
1641-1,CPIEHI01,CASA DE PIEDRA,CPIEHI,1268.0,P.BAND._132kV,hydro,28.5,-38.21432964,-67.19068169,
1642-2,CPIEHI02,CASA DE PIEDRA,CPIEHI,1268.0,P.BAND._132kV,hydro,28.5,-38.21432964,-67.19068169,
7665-1,CACHHI01,C.H.CACHEUTA,CACHHI,7216.0,GRAN MZA_132kV,hydro,30.0,-33.02742175,-69.11236408,
7668-4,CACHHI04,C.H.CACHEUTA,CACHHI,7216.0,GRAN MZA_132kV,hydro,30.0,-33.02742175,-69.11236408,
609-2,CHN2EO01,P.E. CHUBUT NORTE II,CHN2EO,224.0,NPMADRYN_330kV,wind,27.0,-42.57034305,-65.12251928,80.5083
7642-2,LDCUTG22,LUJAN DE CUYO,LDCU,7216.0,GRAN MZA_132kV,ccgt,24.373,-33.05568314,-68.98082788,70.9
651-1,CHNOEO01,PE Chubut Norte,CHNOEO,224.0,NPMADRYN_330kV,wind,29.0,-42.57495417,-65.11984778,80.5083
8673-1,LIBEDI01,LIB. SAN MARTIN,LIBE,8300.0,JUANCITO_132kV,diesel,13.2,-23.82246173,-64.78427282,274.6
2608-8,MDPATV08,MAR DEL PLATA,MDPA,2410.0,VIVORATA_132kV,steam,23.52,-38.05020004,-57.54646976,64.7
2607-7,MDPATV07,MAR DEL PLATA,MDPA,2410.0,VIVORATA_132kV,steam,25.0,-38.05020004,-57.54646976,65.3
3600-1,SVICDI01,S.VICENTE BSAS,SVIC,3110.0,EZEIZA_220kV_1,diesel,27.6,-35.04342456,-58.32544569,269.7
3648-1,ABRODI01,ALTE BROWN ENAR,ABRO,3110.0,EZEIZA_220kV_1,diesel,23.7,-34.83755787,-58.40519123,252.8
4607-1,MOLITV01,MOLINOS AUTOG.,MOLI,4390.0,R.COROND_132kV,steam,0.272,-32.77444773,-60.7239143,0.0
2656-1,PE32EO,P.E. PAMPA ENERGÍA III - AMPLIACIÓN 2,PE32,2208.0,B.BLANCA_132kV_2,wind,27.0,-38.75603591,-61.78186948,
5629-1,CORRDI01,CORRIENTES,CORR,5242.0,P.PATRIA_132kV,diesel,0.0,-27.47130013,-58.80388206,229.3
2679-4,APARTV01,ACEROS PARANA,APAR,2327.0,RAMALLO_132kV,steam,0.0,-33.36414876,-60.14568092,0.0
2679-3,APARTV01,ACEROS PARANA,APAR,2327.0,RAMALLO_132kV,steam,0.0,-33.36414876,-60.14568092,0.0
2679-2,APARTV01,ACEROS PARANA,APAR,2327.0,RAMALLO_132kV,steam,0.0,-33.36414876,-60.14568092,0.0
2679-1,APARTV01,ACEROS PARANA,APAR,2327.0,RAMALLO_132kV,steam,0.0,-33.36414876,-60.14568092,0.0
7681-1,NIH3HI01,NIHUIL 3,NIH3HI,7104.0,GRAN MZA_220kV,hydro,20.5,-34.88237995,-68.5753197,
7682-2,NIH3HI02,NIHUIL 3,NIH3HI,7104.0,GRAN MZA_220kV,hydro,20.5,-34.88237995,-68.5753197,
6696-1,BROCFV01,P.S. CURA BROCHERO (MATER),BROCFV,6202.0,ALMAFUE._132kV_2,solar,30.6,-31.72306729,-65.035287,70.0
1623-3,AVALTG23,ALTO VALLE,AVAL,1268.0,P.BAND._132kV,ccgt,24.861,-38.95215988,-68.02181581,34.0
1622-2,AVALTG22,ALTO VALLE,AVAL,1268.0,P.BAND._132kV,ccgt,24.746,-38.95215988,-68.02181581,34.0
7683-1,NIH4HI01,NIHUIL 4,NIH4HI,7104.0,GRAN MZA_220kV,hydro,23.7579,-34.83328792,-68.51440367,
8668-3,ARAUEO,P.E. ARAUCO,ARAUEO,8271.0,RIOJASUR_132kV,wind,26.0,-28.70193863,-66.75204047,80.1833
8670-4,ARAUEO,P.E. ARAUCO,ARAUEO,8271.0,RIOJASUR_132kV,wind,26.0,-28.70193863,-66.75204047,80.1833
8656-2,ARAUEO,P.E. ARAUCO,ARAUEO,8271.0,RIOJASUR_132kV,wind,26.0,-28.70193863,-66.75204047,80.1833
8658-1,ARAUEO,P.E. ARAUCO,ARAUEO,8271.0,RIOJASUR_132kV,wind,26.0,-28.70193863,-66.75204047,80.1833
658-1,BIC2EO01,P.E. DEL BICENTENARIO II (MATER),BIC2EO,461.0,SCN_500_132kV,wind,26.0,-47.30986022,-67.01354943,54.3
664-1,KOSTEO01,P.E. Kosten,KOSTEO,461.0,SCN_500_132kV,wind,24.0,-45.80908376,-68.0553332,69.5333
2902-2,VSECEO01,P.E. Vientos del Secano,VSECEO,2206.0,B.BLANCA_132kV_1,wind,25.0,-39.21512893,-62.56788346,57.9667
7612-1,ULN1FV01,P.S. Ullum N1,ULN1FV,7203.0,NVA.SJUAN_132kV,solar,25.6,-31.33181835,-68.667354,65.4917
476-1,HUEMDI01,HUEMUL SINOPEC,HUEM,461.0,SCN_500_132kV,diesel,11.497,-46.56437011,-68.34058499,34.7
2616-1,MDPATG22,MAR DEL PLATA,MDPA,2410.0,VIVORATA_132kV,ocgt,20.5,-38.05020004,-57.54646976,68.0
6686-1,MSEVTG01,MARIO SEVESO,MSEV,6252.0,MALVINAS_132kV,ccgt,16.0543,-31.42027498,-63.03897687,56.3
2603-3,MDPATG13,MAR DEL PLATA,MDPA,2410.0,VIVORATA_132kV,ocgt,0.0,-38.05020004,-57.54646976,65.9167
7677-1,CONDHI01,C.H. A.CONDARCO,CONDHI,7216.0,GRAN MZA_132kV,hydro,25.0923,-33.0444307,-69.05093542,
2676-1,SNICTG01,SAN NICOLAS,SNIC,2327.0,RAMALLO_132kV,ocgt,19.1,-33.3562093,-60.17302726,81.2
2690-1,VSECEO01,P.E. Vientos del Secano,VSECEO,2206.0,B.BLANCA_132kV_1,wind,25.0,-39.21512893,-62.56788346,57.9667
2677-4,AESPTG04,AES-PARANA,AESP,2327.0,RAMALLO_132kV,ocgt,18.9,-33.3548832,-60.17184631,105.0
2601-1,MDPATG21,MAR DEL PLATA,MDPA,2410.0,VIVORATA_132kV,ocgt,19.7,-38.05020004,-57.54646976,71.4
676-3,RAW3EO01,RAWSON 3 EOLICO,RAW3EO,224.0,NPMADRYN_330kV,wind,31.0,-43.37216866,-65.19255704,62.1
6609-1,CALEFV,P.S. C.A. LA CALERA S.L.,CALEFV,6205.0,LUJAN.SL_132kV_1,solar,18.9449,-32.84948801,-66.85027501,
650-1,GARAEO01,P.E. GARAYALDE,GARAEO,461.0,SCN_500_132kV,wind,25.0,-44.53149186,-66.47382521,72.0167
1639-1,REALDI01,REALICO,REAL,1289.0,MACACHIN_132kV,diesel,24.0,-35.05513951,-64.25239478,254.8
5611-1,BARDDI01,BARRANQ. DISTRI,BARD,5232.0,RESISTEN_132kV_1,diesel,21.7,-27.4910045,-58.92909561,267.0
251-1,AMEGHI01,F. AMEGHINO,AMEGHI,224.0,NPMADRYN_330kV,hydro,17.9,-43.69919138,-66.48176108,
252-2,AMEGHI02,F. AMEGHINO,AMEGHI,224.0,NPMADRYN_330kV,hydro,17.9,-43.69919138,-66.48176108,
6630-2,SFRATG02,SAN FRANCISCO,SFRA,6252.0,MALVINAS_132kV,ocgt,18.6,-31.43834872,-62.11119086,71.5
6622-2,LEVATG02,LEVALLE,LEVA,6200.0,ALMAFUE._132kV_1,ocgt,19.946,-34.03603047,-63.92190366,74.6
6621-1,LEVATG01,LEVALLE,LEVA,6200.0,ALMAFUE._132kV_1,ocgt,19.942,-34.03603047,-63.92190366,73.0
1699-1,ELOMDI01,ENTRE LOMAS,ELOM,1268.0,P.BAND._132kV,diesel,10.9083,-38.18434746,-68.11959354,33.8
7643-3,LDCUTG23,LUJAN DE CUYO,LDCU,7216.0,GRAN MZA_132kV,ocgt,22.766,-33.05568314,-68.98082788,61.2
7644-4,LDCUTG24,LUJAN DE CUYO,LDCU,7216.0,GRAN MZA_132kV,ocgt,22.76,-33.05568314,-68.98082788,62.6
438-2,CRIVTV25,CDRO RIVADAVIA,CRIV,461.0,SCN_500_132kV,ccgt,0.0,-45.81514536,-67.44448553,61.7
8678-1,SAUJFV01,P.S. Saujil,SAUJFV,8232.0,BRACHO_132kV_3,solar,22.5,-28.16553773,-66.22456586,63.2917
2652-1,JUNIDI01,JUNIN,JUNI,2104.0,HENDERS2_220kV,diesel,20.0,-34.57108865,-60.91613191,240.9
2605-1,COLBDI01,COLON BSAS,COLB,2104.0,HENDERS2_220kV,diesel,14.5,-33.9220675,-61.07674839,242.0
2686-1,MIR1DI01,MIRAMAR I ENARS,MIR1,2298.0,OLAVARRI_132kV_2,diesel,15.7,-38.24722532,-57.82463723,236.8
7676-6,NIH2HI06,NIHUIL 2,NIH2HI,7104.0,GRAN MZA_220kV,hydro,18.3333,-34.91229128,-68.62341472,
7675-5,NIH2HI05,NIHUIL 2,NIH2HI,7104.0,GRAN MZA_220kV,hydro,18.3333,-34.91229128,-68.62341472,
7674-4,NIH2HI04,NIHUIL 2,NIH2HI,7104.0,GRAN MZA_220kV,hydro,18.3333,-34.91229128,-68.62341472,
7673-3,NIH2HI03,NIHUIL 2,NIH2HI,7104.0,GRAN MZA_220kV,hydro,18.3333,-34.91229128,-68.62341472,
