load_key,bus_id_origen,bus_name_origen,pl_mw,stat,match_type,bus_destino,bus_destino_name,n_saltos,camino
3218-1,3218,AUTODRMO,63.19,1,bfs,3110,EZEIZA_220kV_1,6,AUTODRMO -> PI.AUTOD -> P.MOREN1 -> PMORENO1 -> EZE-PMO1 -> PI.TRD 2 -> EZEIZA 2
3219-1,3219,P.N.CELE,21.998,1,bfs,3100,ABASTO_220kV,7,P.N.CELE -> EMP.PNUEVO -> AZOPA.CE -> AZOPARDO -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3220-1,3220,AZCUENAG,77.939,1,sin_conexion,,,-1,
3221-1,3221,AZOPARDO II,142.859,1,sin_conexion,,,-1,
3224-1,3224,BANCALAR,59.783,1,bfs,3122,RODRGUEZ_220kV_2,7,BANCALAR -> TALAR 1 -> TALAR -> PI.TALAR -> PI.TUNAS -> PI.TALAG -> MATHEU 2 -> RODRIGU2
3225-1,3225,BACHOFEN,35.938,1,bfs,3110,EZEIZA_220kV_1,6,BACHOFEN -> PIQ.BA.GLE -> GLEW -> ANGELETI -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3226-1,3226,BARRACAS,42.544,1,sin_conexion,,,-1,
3227-1,3227,GLEW,37.615,1,bfs,3110,EZEIZA_220kV_1,4,GLEW -> ANGELETI -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3228-1,3228,BENAVDEZ,105.494,1,sin_conexion,,,-1,
3229-1,3229,MASCHWIT,72.872,1,sin_conexion,,,-1,
3230-1,3230,BOSQUES,32.395,1,bfs,3100,ABASTO_220kV,2,BOSQUES -> BOSQUES -> ABASTO
3231-1,3231,ZUCAMOR,8.463,1,bfs,3100,ABASTO_220kV,3,ZUCAMOR -> BOSQUES -> BOSQUES -> ABASTO
3232-1,3232,BOULOGNE,86.159,1,bfs,3122,RODRGUEZ_220kV_2,8,BOULOGNE -> BANCALAR -> TALAR 1 -> TALAR -> PI.TALAR -> PI.TUNAS -> PI.TALAG -> MATHEU 2 -> RODRIGU2
3235-1,3235,3 SARGENTOS,22.7,1,bfs,3100,ABASTO_220kV,8,3 SARGENTOS -> RECON.BA -> RIVADAVI -> AZOPA.CE -> AZOPARDO -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3240-1,3240,CABALLIT,101.297,1,bfs,3110,EZEIZA_220kV_1,6,CABALLIT -> PI.ALB2 -> P.MOREN1 -> PMORENO1 -> EZE-PMO1 -> PI.TRD 2 -> EZEIZA 2
3242-1,3242,CALCHQBA,98.861,1,bfs,3100,ABASTO_220kV,6,CALCHQBA -> CALCHQT -> EZPELETA -> ZUCAMOR -> BOSQUES -> BOSQUES -> ABASTO
3243-1,3243,PINEYRO,18.19,1,sin_conexion,,,-1,
3246-1,3246,CALZADA,70.197,1,bfs,3110,EZEIZA_220kV_1,5,CALZADA -> BURZACT2 -> PI.MONT1 -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3247-1,3247,LIBERTAD,45.117,1,bfs,3112,EZEIZA_220kV_2,3,LIBERTAD -> ZAPPAL01 -> ZAPPALO1 -> EZEIZA 3
3248-1,3248,CANUELAS,40.175,1,bfs,3110,EZEIZA_220kV_1,3,CANUELAS -> PI-CANUE -> EZE1132 -> EZEIZA 2
3250-1,3250,CASEROS,63.069,1,bfs,3122,RODRGUEZ_220kV_2,4,CASEROS -> RMEJ.MAR -> MORON -> MORON 1 -> RODRIGU2
3251-1,3251,SEVEL,9.693,1,bfs,3122,RODRGUEZ_220kV_2,3,SEVEL -> MORON -> MORON 1 -> RODRIGU2
3252-1,3252,CASTELAR,109.442,1,bfs,3122,RODRGUEZ_220kV_2,3,CASTELAR -> MORON -> MORON 1 -> RODRIGU2
3254-1,3254,C.BELL 1,27.174,1,bfs,3100,ABASTO_220kV,7,C.BELL 1 -> TOLOSA 2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3254-2,3254,C.BELL 1,28.533,1,bfs,3100,ABASTO_220kV,7,C.BELL 1 -> TOLOSA 2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3255-1,3255,MATHEU02,37.976,1,sin_conexion,,,-1,
3256-1,3256,C.BELL 2,13.3,0,bfs,3100,ABASTO_220kV,12,C.BELL 2 -> DOCK.BLA -> E.T.1 -> PIQ.67 -> E.T.6 -> E.T.5 -> QUILMES -> CALCHQT -> EZPELETA -> ZUCAMOR -> BOSQUES -> BOSQUES -> ABASTO
3258-1,3258,CIUDADEL,69.445,1,bfs,3122,RODRGUEZ_220kV_2,4,CIUDADEL -> RMEJ.MAR -> MORON -> MORON 1 -> RODRIGU2
3259-1,3259,BOSQUES2,31.698,1,bfs,3100,ABASTO_220kV,2,BOSQUES2 -> BOSQUES -> ABASTO
3259-2,3259,BOSQUES2,31.65,0,bfs,3100,ABASTO_220kV,2,BOSQUES2 -> BOSQUES -> ABASTO
3260-1,3260,COGHLAN,68.879,1,bfs,3120,RODRGUEZ_220kV_1,6,COGHLAN -> TECNOPOLIS -> MUNRO -> MALAVER1 -> MALAVER1 -> MORON 2 -> RODRIGU1
3262-1,3262,COLEG.GR,133.294,1,bfs,3120,RODRGUEZ_220kV_1,4,COLEG.GR -> COLEG220 -> MALAVER1 -> MORON 2 -> RODRIGU1
3263-1,3263,SAAVEDRA,27.752,1,bfs,3120,RODRGUEZ_220kV_1,5,SAAVEDRA -> EDISO.RO -> EDISON -> MALAVER1 -> MORON 2 -> RODRIGU1
3264-1,3264,COLEG.RO,53.513,0,bfs,3120,RODRGUEZ_220kV_1,10,COLEG.RO -> CRESPBA1 -> CENT.BA1 -> PI.CENT2 -> AGRON.AZ -> URQUIZA -> COLEG.GR -> COLEG220 -> MALAVER1 -> MORON 2 -> RODRIGU1
3265-1,3265,VIDAL,93.306,1,bfs,3120,RODRGUEZ_220kV_1,5,VIDAL -> COLEG.GR -> COLEG220 -> MALAVER1 -> MORON 2 -> RODRIGU1
3267-1,3267,CONSTIT2,42.03,1,bfs,3110,EZEIZA_220kV_1,5,CONSTIT2 -> P.MOREN1 -> PMORENO1 -> EZE-PMO1 -> PI.TRD 2 -> EZEIZA 2
3268-1,3268,CORINA,52.118,1,sin_conexion,,,-1,
3269-1,3269,DIQUE1,32.722,1,bfs,3100,ABASTO_220kV,6,DIQUE1 -> PIQ.R-II -> TOLOSA 1 -> TOLO-LPL -> LA PLATA1 -> LA PLATA -> ABASTO
3274-1,3274,DEL VISO,101.834,1,sin_conexion,,,-1,
3278-1,3278,DIQUE2,65.197,1,bfs,3100,ABASTO_220kV,6,DIQUE2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3284-1,3284,D.BOSCO,99.982,1,bfs,3100,ABASTO_220kV,8,D.BOSCO -> BOSCOT -> QUILMES -> CALCHQT -> EZPELETA -> ZUCAMOR -> BOSQUES -> BOSQUES -> ABASTO
3285-1,3285,CHARCAS,95.239,1,sin_conexion,,,-1,
3288-1,3288,E.ECHEVE,123.194,1,bfs,3110,EZEIZA_220kV_1,4,E.ECHEVE -> PI-SCATA -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3289-1,3289,SPEGAZZI,40.041,1,bfs,3110,EZEIZA_220kV_1,3,SPEGAZZI -> R.TORRES -> EZE1132 -> EZEIZA 2
3290-1,3290,EDISO.RO,57.866,1,bfs,3120,RODRGUEZ_220kV_1,4,EDISO.RO -> EDISON -> MALAVER1 -> MORON 2 -> RODRIGU1
3290-2,3290,EDISO.RO,129.287,1,bfs,3120,RODRGUEZ_220kV_1,4,EDISO.RO -> EDISON -> MALAVER1 -> MORON 2 -> RODRIGU1
3293-1,3293,TORTUGUI,74.208,1,sin_conexion,,,-1,
3294-1,3294,ESCALADA,108.529,1,sin_conexion,,,-1,
3296-1,3296,ESCALAD2,98.369,0,bfs,3110,EZEIZA_220kV_1,6,ESCALAD2 -> HEROMALV -> TEMPERLE -> FC.ROCA -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3300-1,3300,EZPELETA,96.645,1,bfs,3100,ABASTO_220kV,4,EZPELETA -> ZUCAMOR -> BOSQUES -> BOSQUES -> ABASTO
3304-1,3304,ANIVERSARIO,30.687,1,bfs,3122,RODRGUEZ_220kV_2,14,ANIVERSARIO -> EDISO.VI -> S.ISIDRO -> VICTORIA -> PI-VICTO -> S.FERNAN -> PI.SFERN -> PI.TALAR -> TALAR 1 -> TALAR -> PI.TALAR -> PI.TUNAS -> PI.TALAG -> MATHEU 2 -> RODRIGU2
3306-1,3306,FC.ROCA,42.611,1,bfs,3110,EZEIZA_220kV_1,3,FC.ROCA -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3308-1,3308,F.VARELA,71.259,1,bfs,3100,ABASTO_220kV,3,F.VARELA -> BOSQUES2 -> BOSQUES -> ABASTO
3310-1,3310,FORD,55.32,1,sin_conexion,,,-1,
3312-1,3312,GERLI,51.133,1,sin_conexion,,,-1,
3315-1,3315,P.GALDOS2,0.0,1,sin_conexion,,,-1,
3321-1,3321,ALT.LAF2,19.243,1,bfs,3110,EZEIZA_220kV_1,5,ALT.LAF2 -> G.CATAN2 -> M.BENZ1 -> EL.PINO2 -> EZE3132 -> EZEIZA 2
3323-1,3323,PA.NOVAK,35.44,1,bfs,3100,ABASTO_220kV,4,PA.NOVAK -> F.VARELA -> BOSQUES2 -> BOSQUES -> ABASTO
3324-1,3324,GUEMESBA,113.523,1,bfs,3120,RODRGUEZ_220kV_1,11,GUEMESBA -> COLEG.RO -> CRESPBA1 -> CENT.BA1 -> PI.CENT2 -> AGRON.AZ -> URQUIZA -> COLEG.GR -> COLEG220 -> MALAVER1 -> MORON 2 -> RODRIGU1
3325-1,3325,FCROCQUI,6.098,1,bfs,3100,ABASTO_220kV,6,FCROCQUI -> PI201-02 -> RIGOLL T -> GUTIERRT -> BOSQUES -> BOSQUES -> ABASTO
3326-1,3326,GURMENDI,0.0,1,sin_conexion,,,-1,
3328-1,3328,GUTIERRE,66.613,1,bfs,3100,ABASTO_220kV,5,GUTIERRE -> P3 GUTIERREZ -> GUTIERRT -> BOSQUES -> BOSQUES -> ABASTO
3331-1,3331,RIGOLLEA,44.799,1,bfs,3100,ABASTO_220kV,5,RIGOLLEA -> RIGOLL T -> GUTIERRT -> BOSQUES -> BOSQUES -> ABASTO
3332-1,3332,HERNANDA,68.094,1,sin_conexion,,,-1,
3334-1,3334,HURLING1,52.889,0,sin_conexion,,,-1,
3336-1,3336,HURLING2,70.135,1,bfs,3122,RODRGUEZ_220kV_2,3,HURLING2 -> MORON -> MORON 1 -> RODRIGU2
3337-1,3337,LA PLATA E,25.27,1,bfs,3100,ABASTO_220kV,4,LA PLATA E -> LA PLATA S -> LA PLATA1 -> LA PLATA -> ABASTO
3338-1,3338,CASANOVA,88.502,1,bfs,3110,EZEIZA_220kV_1,4,CASANOVA -> AEROCLUB -> PANTANOSA -> PANTANOSA -> EZEIZA 2
3339-1,3339,M.PAZ,42.244,1,bfs,3112,EZEIZA_220kV_2,4,M.PAZ -> PIPONTE -> ZAPPAL01 -> ZAPPALO1 -> EZEIZA 3
3340-1,3340,INDEP.BA,168.828,1,bfs,3100,ABASTO_220kV,12,INDEP.BA -> EMP. INDE -> ONCE -> EMP. ONCE -> L.POZOS -> P.N.CELE -> EMP.PNUEVO -> AZOPA.CE -> AZOPARDO -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3341-1,3341,PONTEVED,36.487,1,bfs,3110,EZEIZA_220kV_1,3,PONTEVED -> PANTANOSA -> PANTANOSA -> EZEIZA 2
3342-1,3342,ITUZAING,27.982,1,bfs,3122,RODRGUEZ_220kV_2,6,ITUZAING -> S. ALBERTO -> ITUZAINT -> ITU-MORO -> MORON -> MORON 1 -> RODRIGU2
3345-1,3345,LA PLATA S,25.27,1,bfs,3100,ABASTO_220kV,3,LA PLATA S -> LA PLATA1 -> LA PLATA -> ABASTO
3347-1,3347,KAISER2,26.7,1,bfs,3100,ABASTO_220kV,3,KAISER2 -> LA PLATA2 -> LA PLATA -> ABASTO
3348-1,3348,KAISER,7.117,1,bfs,3100,ABASTO_220kV,4,KAISER -> T-MAFFIS -> LA PLATA2 -> LA PLATA -> ABASTO
3348-2,3348,KAISER,26.7,0,bfs,3100,ABASTO_220kV,4,KAISER -> T-MAFFIS -> LA PLATA2 -> LA PLATA -> ABASTO
3350-1,3350,MATANZA1,106.219,1,bfs,3110,EZEIZA_220kV_1,5,MATANZA1 -> CASANOVA -> AEROCLUB -> PANTANOSA -> PANTANOSA -> EZEIZA 2
3351-1,3351,S. ALBERTO,21.986,1,bfs,3122,RODRGUEZ_220kV_2,5,S. ALBERTO -> ITUZAINT -> ITU-MORO -> MORON -> MORON 1 -> RODRIGU2
3353-1,3353,MAFFISA,28.7,1,bfs,3100,ABASTO_220kV,4,MAFFISA -> T-MAFFIS -> LA PLATA2 -> LA PLATA -> ABASTO
3354-1,3354,LA PLATA1,53.83,1,bfs,3100,ABASTO_220kV,2,LA PLATA1 -> LA PLATA -> ABASTO
3355-1,3355,LA PLATA2,53.062,1,bfs,3100,ABASTO_220kV,2,LA PLATA2 -> LA PLATA -> ABASTO
3360-1,3360,LA REJA,102.575,1,bfs,3112,EZEIZA_220kV_2,5,LA REJA -> PI.RECO1 -> PI.P.REY -> ZAPPAL01 -> ZAPPALO1 -> EZEIZA 3
3363-1,3363,P.D.REY,79.046,1,bfs,3112,EZEIZA_220kV_2,4,P.D.REY -> PI.RECO2 -> ZAPPAL01 -> ZAPPALO1 -> EZEIZA 3
3364-1,3364,LIBERTAD,49.851,1,bfs,3122,RODRGUEZ_220kV_2,14,LIBERTAD -> EDISO.VI -> S.ISIDRO -> VICTORIA -> PI-VICTO -> S.FERNAN -> PI.SFERN -> PI.TALAR -> TALAR 1 -> TALAR -> PI.TALAR -> PI.TUNAS -> PI.TALAG -> MATHEU 2 -> RODRIGU2
3366-1,3366,LINIERS,56.362,1,bfs,3110,EZEIZA_220kV_1,5,LINIERS -> P.MOREN1 -> PMORENO1 -> EZE-PMO1 -> PI.TRD 2 -> EZEIZA 2
3368-1,3368,MACIEL,39.993,1,sin_conexion,,,-1,
3370-1,3370,MAGDALEN,12.11,1,bfs,3100,ABASTO_220kV,5,MAGDALEN -> T.MAGDALENA -> BAVIO -> LA PLATA2 -> LA PLATA -> ABASTO
3371-1,3371,MALAVER2,128.045,1,bfs,3122,RODRGUEZ_220kV_2,5,MALAVER2 -> ROTOND2 -> HURLING2 -> MORON -> MORON 1 -> RODRIGU2
3374-1,3374,MATHEU01,53.389,1,bfs,3122,RODRGUEZ_220kV_2,9,MATHEU01 -> DERQUI -> PILAR.BA -> PI.PILAR.BA -> P.I. N4 -> MANZONE -> P.I. N3 -> P.I. N2 -> RODRIG02 -> RODRIGU2
3375-1,3375,DERQUI,38.746,1,bfs,3122,RODRGUEZ_220kV_2,8,DERQUI -> PILAR.BA -> PI.PILAR.BA -> P.I. N4 -> MANZONE -> P.I. N3 -> P.I. N2 -> RODRIG02 -> RODRIGU2
3376-1,3376,MATH.MAR,52.021,0,sin_conexion,,,-1,
3378-1,3378,M.BENZ1,7.805,1,bfs,3110,EZEIZA_220kV_1,3,M.BENZ1 -> EL.PINO2 -> EZE3132 -> EZEIZA 2
3379-1,3379,EL.PINO1,23.68,1,bfs,3110,EZEIZA_220kV_1,2,EL.PINO1 -> EZE3132 -> EZEIZA 2
3380-1,3380,MERLO.BA,139.988,1,bfs,3112,EZEIZA_220kV_2,4,MERLO.BA -> LIBERTAD -> ZAPPAL01 -> ZAPPALO1 -> EZEIZA 3
3382-1,3382,MIGUELET,92.635,1,bfs,3120,RODRGUEZ_220kV_1,4,MIGUELET -> MALAVER1 -> MALAVER1 -> MORON 2 -> RODRIGU1
3384-1,3384,CHINGOLO,70.49,1,bfs,3100,ABASTO_220kV,4,CHINGOLO -> F.VARELA -> BOSQUES2 -> BOSQUES -> ABASTO
3386-1,3386,MORON,79.261,1,bfs,3122,RODRGUEZ_220kV_2,2,MORON -> MORON 1 -> RODRIGU2
3388-1,3388,MUNRO,123.915,1,bfs,3120,RODRGUEZ_220kV_1,4,MUNRO -> MALAVER1 -> MALAVER1 -> MORON 2 -> RODRIGU1
3390-1,3390,NOGUES,101.652,1,sin_conexion,,,-1,
3391-1,3391,TECNOPOLIS,28.011,1,bfs,3120,RODRGUEZ_220kV_1,5,TECNOPOLIS -> MUNRO -> MALAVER1 -> MALAVER1 -> MORON 2 -> RODRIGU1
3393-1,3393,POMPEYA2,41.082,1,bfs,3110,EZEIZA_220kV_1,8,POMPEYA2 -> PATRICI2 -> COST.NAR -> CONSTIT2 -> P.MOREN1 -> PMORENO1 -> EZE-PMO1 -> PI.TRD 2 -> EZEIZA 2
3398-1,3398,CENT.BA1,56.648,1,bfs,3120,RODRGUEZ_220kV_1,8,CENT.BA1 -> PI.CENT2 -> AGRON.AZ -> URQUIZA -> COLEG.GR -> COLEG220 -> MALAVER1 -> MORON 2 -> RODRIGU1
3400-1,3400,P.GALDOS,0.0,1,sin_conexion,,,-1,
3401-1,3401,CENT.BA2,53.294,1,bfs,3120,RODRGUEZ_220kV_1,12,CENT.BA2 -> CRESPBA2 -> COLEG.RO -> CRESPBA1 -> CENT.BA1 -> PI.CENT2 -> AGRON.AZ -> URQUIZA -> COLEG.GR -> COLEG220 -> MALAVER1 -> MORON 2 -> RODRIGU1
3402-1,3402,PARAN.BA,131.691,1,sin_conexion,,,-1,
3403-1,3403,LURO,102.639,1,bfs,3110,EZEIZA_220kV_1,5,LURO -> P.MOREN1 -> PMORENO1 -> EZE-PMO1 -> PI.TRD 2 -> EZEIZA 2
3404-1,3404,MANZONE,38.266,1,bfs,3122,RODRGUEZ_220kV_2,4,MANZONE -> P.I. N3 -> P.I. N2 -> RODRIG02 -> RODRIGU2
3405-1,3405,PATRICI2,51.52,1,bfs,3110,EZEIZA_220kV_1,7,PATRICI2 -> COST.NAR -> CONSTIT2 -> P.MOREN1 -> PMORENO1 -> EZE-PMO1 -> PI.TRD 2 -> EZEIZA 2
3406-1,3406,PAZ2,46.953,1,bfs,3100,ABASTO_220kV,4,PAZ2 -> LPL-PAZ2 -> LA PLATA1 -> LA PLATA -> ABASTO
3407-1,3407,PAZ1,46.953,1,bfs,3100,ABASTO_220kV,4,PAZ1 -> LPL-PAZ1 -> LA PLATA1 -> LA PLATA -> ABASTO
3408-1,3408,PELLEGRI,108.344,1,sin_conexion,,,-1,
3409-1,3409,BLANCO,103.874,1,sin_conexion,,,-1,
3410-1,3410,P.MOREN1,112.725,1,bfs,3110,EZEIZA_220kV_1,4,P.MOREN1 -> PMORENO1 -> EZE-PMO1 -> PI.TRD 2 -> EZEIZA 2
3413-1,3413,PETROKEN1,0.0,1,bfs,3100,ABASTO_220kV,8,PETROKEN1 -> PETROKET1 -> DIQUE2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3414-1,3414,PETROKEN2,11.474,1,bfs,3100,ABASTO_220kV,8,PETROKEN2 -> PETROKET2 -> DIQUE1 -> PIQ.R-II -> TOLOSA 1 -> TOLO-LPL -> LA PLATA1 -> LA PLATA -> ABASTO
3418-1,3418,PETROQUI2,23.647,1,bfs,3100,ABASTO_220kV,8,PETROQUI2 -> PETROKET2 -> DIQUE1 -> PIQ.R-II -> TOLOSA 1 -> TOLO-LPL -> LA PLATA1 -> LA PLATA -> ABASTO
3419-1,3419,PETROQUI1,0.0,1,bfs,3100,ABASTO_220kV,8,PETROQUI1 -> PETROKET1 -> DIQUE2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3420-1,3420,PILAR.BA,107.687,1,bfs,3122,RODRGUEZ_220kV_2,7,PILAR.BA -> PI.PILAR.BA -> P.I. N4 -> MANZONE -> P.I. N3 -> P.I. N2 -> RODRIG02 -> RODRIGU2
3421-1,3421,ONCE,79.869,1,bfs,3100,ABASTO_220kV,10,ONCE -> EMP. ONCE -> L.POZOS -> P.N.CELE -> EMP.PNUEVO -> AZOPA.CE -> AZOPARDO -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3422-1,3422,L.POZOS,95.51,1,bfs,3100,ABASTO_220kV,8,L.POZOS -> P.N.CELE -> EMP.PNUEVO -> AZOPA.CE -> AZOPARDO -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3425-1,3425,SIDER-I,14.232,1,bfs,3100,ABASTO_220kV,9,SIDER-I -> P.SIDERAR-I -> PIQ.R-I -> TOLOSA 2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3427-1,3427,PARQUE,13.643,1,bfs,3122,RODRGUEZ_220kV_2,8,PARQUE -> PILAR.BA -> PI.PILAR.BA -> P.I. N4 -> MANZONE -> P.I. N3 -> P.I. N2 -> RODRIG02 -> RODRIGU2
3431-1,3431,MELO,77.808,1,bfs,3122,RODRGUEZ_220kV_2,9,MELO -> PI SALGUERO1 -> P.N.ROJO -> AUSTRIA -> AGRON.RO -> CIUDADEL -> RMEJ.MAR -> MORON -> MORON 1 -> RODRIGU2
3432-1,3432,QUILMES,96.001,1,bfs,3100,ABASTO_220kV,6,QUILMES -> CALCHQT -> EZPELETA -> ZUCAMOR -> BOSQUES -> BOSQUES -> ABASTO
3433-2,3433,SIDER-II,14.232,1,bfs,3100,ABASTO_220kV,7,SIDER-II -> P.SIDERAR-II -> PIQ.R-II -> TOLOSA 1 -> TOLO-LPL -> LA PLATA1 -> LA PLATA -> ABASTO
3434-1,3434,RMEJ.MAR,39.451,1,bfs,3122,RODRGUEZ_220kV_2,3,RMEJ.MAR -> MORON -> MORON 1 -> RODRIGU2
3435-1,3435,LUZURIA,25.616,1,bfs,3110,EZEIZA_220kV_1,5,LUZURIA -> CASANOVA -> AEROCLUB -> PANTANOSA -> PANTANOSA -> EZEIZA 2
3436-1,3436,RMEJ.NEG,64.168,1,bfs,3110,EZEIZA_220kV_1,6,RMEJ.NEG -> S.JUSTO -> CASANOVA -> AEROCLUB -> PANTANOSA -> PANTANOSA -> EZEIZA 2
3438-1,3438,RECON.BA,25.976,1,bfs,3100,ABASTO_220kV,7,RECON.BA -> RIVADAVI -> AZOPA.CE -> AZOPARDO -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3440-1,3440,RIVADAVI,24.221,1,bfs,3100,ABASTO_220kV,6,RIVADAVI -> AZOPA.CE -> AZOPARDO -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3442-1,3442,ROCHA2,35.216,1,bfs,3100,ABASTO_220kV,5,ROCHA2 -> PAZ2 -> LPL-PAZ2 -> LA PLATA1 -> LA PLATA -> ABASTO
3443-1,3443,ROCHA1,35.216,1,bfs,3100,ABASTO_220kV,5,ROCHA1 -> PAZ1 -> LPL-PAZ1 -> LA PLATA1 -> LA PLATA -> ABASTO
3446-1,3446,S.CAT.BA,128.658,1,bfs,3110,EZEIZA_220kV_1,4,S.CAT.BA -> PI-SCATA -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3447-1,3447,TRANSRAD,67.208,1,bfs,3110,EZEIZA_220kV_1,3,TRANSRAD -> TRANSRAD -> PI.TRD 2 -> EZEIZA 2
3448-1,3448,S.ISIDRO,79.167,1,bfs,3122,RODRGUEZ_220kV_2,12,S.ISIDRO -> VICTORIA -> PI-VICTO -> S.FERNAN -> PI.SFERN -> PI.TALAR -> TALAR 1 -> TALAR -> PI.TALAR -> PI.TUNAS -> PI.TALAG -> MATHEU 2 -> RODRIGU2
3450-1,3450,S.JUSTO,121.435,1,bfs,3110,EZEIZA_220kV_1,5,S.JUSTO -> CASANOVA -> AEROCLUB -> PANTANOSA -> PANTANOSA -> EZEIZA 2
3451-1,3451,PANTANOSA,33.725,1,bfs,3110,EZEIZA_220kV_1,2,PANTANOSA -> PANTANOSA -> EZEIZA 2
3452-1,3452,S.MIGUEL,47.39,1,bfs,3122,RODRGUEZ_220kV_2,4,S.MIGUEL -> MUNIZ -> MORON -> MORON 1 -> RODRIGU2
3453-1,3453,MUNIZ,72.382,1,bfs,3122,RODRGUEZ_220kV_2,3,MUNIZ -> MORON -> MORON 1 -> RODRIGU2
3454-1,3454,STA.RITA,88.013,1,bfs,3122,RODRGUEZ_220kV_2,6,STA.RITA -> AGRON.RO -> CIUDADEL -> RMEJ.MAR -> MORON -> MORON 1 -> RODRIGU2
3456-1,3456,S.ROS.BA,12.223,1,bfs,3110,EZEIZA_220kV_1,6,S.ROS.BA -> S.JUSTO -> CASANOVA -> AEROCLUB -> PANTANOSA -> PANTANOSA -> EZEIZA 2
3458-1,3458,SARANDI,73.32,1,bfs,3100,ABASTO_220kV,9,SARANDI -> SARANDIT -> BOSCOT -> QUILMES -> CALCHQT -> EZPELETA -> ZUCAMOR -> BOSQUES -> BOSQUES -> ABASTO
3461-1,3461,JC PAZ 1,55.478,1,sin_conexion,,,-1,
3462-1,3462,SHELL,7.9,0,sin_conexion,,,-1,
3464-1,3464,SOBRAL,133.303,1,bfs,3100,ABASTO_220kV,6,SOBRAL -> PI201-02 -> RIGOLL T -> GUTIERRT -> BOSQUES -> BOSQUES -> ABASTO
3466-1,3466,TALAR 1,142.23,1,bfs,3122,RODRGUEZ_220kV_2,6,TALAR 1 -> TALAR -> PI.TALAR -> PI.TUNAS -> PI.TALAG -> MATHEU 2 -> RODRIGU2
3467-1,3467,TALAR 2,97.1,0,sin_conexion,,,-1,
3468-1,3468,TAPIALE1,33.961,1,bfs,3110,EZEIZA_220kV_1,6,TAPIALE1 -> TAPIALT1 -> CASANOVA -> AEROCLUB -> PANTANOSA -> PANTANOSA -> EZEIZA 2
3470-1,3470,TAPIALE2,36.412,1,bfs,3110,EZEIZA_220kV_1,6,TAPIALE2 -> TAPIALT2 -> CASANOVA -> AEROCLUB -> PANTANOSA -> PANTANOSA -> EZEIZA 2
3471-1,3471,S.FERNAN,45.69,1,bfs,3122,RODRGUEZ_220kV_2,9,S.FERNAN -> PI.SFERN -> PI.TALAR -> TALAR 1 -> TALAR -> PI.TALAR -> PI.TUNAS -> PI.TALAG -> MATHEU 2 -> RODRIGU2
3476-1,3476,TEMPERLE,61.979,1,bfs,3110,EZEIZA_220kV_1,4,TEMPERLE -> FC.ROCA -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3477-1,3477,HEROMALV,31.861,1,bfs,3110,EZEIZA_220kV_1,5,HEROMALV -> TEMPERLE -> FC.ROCA -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3478-1,3478,TIGRE,88.636,1,bfs,3122,RODRGUEZ_220kV_2,12,TIGRE -> PI-NORDE -> PI-VICTO -> S.FERNAN -> PI.SFERN -> PI.TALAR -> TALAR 1 -> TALAR -> PI.TALAR -> PI.TUNAS -> PI.TALAG -> MATHEU 2 -> RODRIGU2
3479-1,3479,NORDELTA,26.325,1,bfs,3122,RODRGUEZ_220kV_2,12,NORDELTA -> PI-NORDE -> PI-VICTO -> S.FERNAN -> PI.SFERN -> PI.TALAR -> TALAR 1 -> TALAR -> PI.TALAR -> PI.TUNAS -> PI.TALAG -> MATHEU 2 -> RODRIGU2
3480-1,3480,TOLOSA 1,56.969,1,bfs,3100,ABASTO_220kV,4,TOLOSA 1 -> TOLO-LPL -> LA PLATA1 -> LA PLATA -> ABASTO
