load_key,bus_id_origen,bus_name_origen,pl_mw,stat,match_type,bus_destino,bus_destino_name,n_saltos,camino
3482-2,3482,TOLOSA 2,28.485,1,bfs,3100,ABASTO_220kV,6,TOLOSA 2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3485-1,3485,GUILLON,0.0,0,bfs,3110,EZEIZA_220kV_1,5,GUILLON -> S.CAT.BA -> PI-SCATA -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3486-1,3486,V.ALSINA,40.882,1,sin_conexion,,,-1,
3487-1,3487,AGUAS,45.501,1,bfs,3122,RODRGUEZ_220kV_2,15,AGUAS -> ANIVERSARIO -> EDISO.VI -> S.ISIDRO -> VICTORIA -> PI-VICTO -> S.FERNAN -> PI.SFERN -> PI.TALAR -> TALAR 1 -> TALAR -> PI.TALAR -> PI.TUNAS -> PI.TALAG -> MATHEU 2 -> RODRIGU2
3488-1,3488,VERONICA,7.993,1,bfs,3100,ABASTO_220kV,5,VERONICA -> T.MAGDALENA -> BAVIO -> LA PLATA2 -> LA PLATA -> ABASTO
3489-1,3489,AEROCLUB,42.952,1,bfs,3110,EZEIZA_220kV_1,3,AEROCLUB -> PANTANOSA -> PANTANOSA -> EZEIZA 2
3490-1,3490,V.LOPEZ,77.918,1,bfs,3122,RODRGUEZ_220kV_2,14,V.LOPEZ -> EDISO.VI -> S.ISIDRO -> VICTORIA -> PI-VICTO -> S.FERNAN -> PI.SFERN -> PI.TALAR -> TALAR 1 -> TALAR -> PI.TALAR -> PI.TUNAS -> PI.TALAG -> MATHEU 2 -> RODRIGU2
3492-1,3492,VICTORIA,94.115,1,bfs,3122,RODRGUEZ_220kV_2,11,VICTORIA -> PI-VICTO -> S.FERNAN -> PI.SFERN -> PI.TALAR -> TALAR 1 -> TALAR -> PI.TALAR -> PI.TUNAS -> PI.TALAG -> MATHEU 2 -> RODRIGU2
3494-1,3494,V.ADEL.1,39.71,1,bfs,3120,RODRGUEZ_220kV_1,5,V.ADEL.1 -> EDISO.RO -> EDISON -> MALAVER1 -> MORON 2 -> RODRIGU1
3496-1,3496,V.ADEL.2,39.75,1,bfs,3120,RODRGUEZ_220kV_1,5,V.ADEL.2 -> EDISO.RO -> EDISON -> MALAVER1 -> MORON 2 -> RODRIGU1
3498-1,3498,CRESPBA1,40.786,1,bfs,3120,RODRGUEZ_220kV_1,9,CRESPBA1 -> CENT.BA1 -> PI.CENT2 -> AGRON.AZ -> URQUIZA -> COLEG.GR -> COLEG220 -> MALAVER1 -> MORON 2 -> RODRIGU1
3499-1,3499,CRESPBA2,38.371,1,bfs,3120,RODRGUEZ_220kV_1,11,CRESPBA2 -> COLEG.RO -> CRESPBA1 -> CENT.BA1 -> PI.CENT2 -> AGRON.AZ -> URQUIZA -> COLEG.GR -> COLEG220 -> MALAVER1 -> MORON 2 -> RODRIGU1
3508-1,3508,DOCK SUD,31.65,1,sin_conexion,,,-1,
3522-1,3522,N.PUE.S1,12.653,1,sin_conexion,,,-1,
3523-1,3523,N.PUE.S3,12.653,1,sin_conexion,,,-1,
3525-1,3525,GALDOS,0.0,1,sin_conexion,,,-1,
3528-1,3528,SAN VICENTE2,0.0,0,bfs,3110,EZEIZA_220kV_1,5,SAN VICENTE2 -> GLEW -> ANGELETI -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3547-1,3547,BURZAC33,29.652,1,bfs,3110,EZEIZA_220kV_1,6,BURZAC33 -> BURZACO -> BURZACT2 -> PI.MONT1 -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3548-1,3548,BURZAC13,29.652,1,bfs,3110,EZEIZA_220kV_1,6,BURZAC13 -> BURZACO -> BURZACT2 -> PI.MONT1 -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3549-1,3549,COSTTVB,1.0,1,bfs,3100,ABASTO_220kV,5,COSTTVB -> COSTTV07 -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3552-1,3552,TABLERO1,25.0,1,bfs,3100,ABASTO_220kV,6,TABLERO1 -> COSTTVB -> COSTTV07 -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3555-1,3555,GARIN,40.0,1,sin_conexion,,,-1,
3558-1,3558,GERLI,53.958,1,sin_conexion,,,-1,
3561-1,3561,SUAREZ,73.982,1,bfs,3120,RODRGUEZ_220kV_1,7,SUAREZ -> SUAREZ -> V.ADEL.1 -> EDISO.RO -> EDISON -> MALAVER1 -> MORON 2 -> RODRIGU1
3564-1,3564,ROTOND1,48.361,1,bfs,3122,RODRGUEZ_220kV_2,7,ROTOND1 -> ROTOND1 -> MALAVER2 -> ROTOND2 -> HURLING2 -> MORON -> MORON 1 -> RODRIGU2
3567-1,3567,ROTOND2,45.086,1,bfs,3122,RODRGUEZ_220kV_2,5,ROTOND2 -> ROTOND2 -> HURLING2 -> MORON -> MORON 1 -> RODRIGU2
3569-2,3569,SMIGUEL2,0.0,1,bfs,3122,RODRGUEZ_220kV_2,6,SMIGUEL2 -> ROTOND2 -> ROTOND2 -> HURLING2 -> MORON -> MORON 1 -> RODRIGU2
3579-1,3579,GCAT33_01,32.011,1,bfs,3110,EZEIZA_220kV_1,5,GCAT33_01 -> G.CATAN2 -> M.BENZ1 -> EL.PINO2 -> EZE3132 -> EZEIZA 2
3582-1,3582,YPFE33_01,30.0,1,bfs,3100,ABASTO_220kV,6,YPFE33_01 -> YPF-ENSE -> LA PLATA E -> LA PLATA S -> LA PLATA1 -> LA PLATA -> ABASTO
3588-1,3588,G.CATAN 1,52.549,1,bfs,3110,EZEIZA_220kV_1,5,G.CATAN 1 -> G.CATAN1 -> PI-PINO -> PI-CANUE -> EZE1132 -> EZEIZA 2
3601-1,3601,COSTTV01,5.0,1,sin_conexion,,,-1,
3602-1,3602,COSTTV02,5.0,1,sin_conexion,,,-1,
3603-1,3603,COSTTV03,5.0,1,sin_conexion,,,-1,
3605-1,3605,BSASTV01,2.0,1,bfs,3100,ABASTO_220kV,5,BSASTV01 -> COST.AZU -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3609-1,3609,COSTTG08,5.0,1,sin_conexion,,,-1,
3610-1,3610,COSTTG09,5.0,1,sin_conexion,,,-1,
3611-1,3611,COSTTV10,6.996,1,bfs,3122,RODRGUEZ_220kV_2,8,COSTTV10 -> COSTANER1 -> MALAVER2 -> MALAVER2 -> ROTOND2 -> HURLING2 -> MORON -> MORON 1 -> RODRIGU2
3643-1,3643,GEBATV01,11.0,1,directo,3643,EZE GENETV03_15.8kV_1,0,
3644-1,3644,DSUDTV11,6.0,1,sin_conexion,,,-1,
3645-1,3645,DSUDTG10,5.0,1,sin_conexion,,,-1,
3646-1,3646,DSUDTG09,5.0,1,sin_conexion,,,-1,
3665-1,3665,NPUETV05,5.0,1,sin_conexion,,,-1,
3666-1,3666,NPUETV06,11.0,1,sin_conexion,,,-1,
3667-1,3667,CEPUTG11,0.7,1,sin_conexion,,,-1,
3668-1,3668,CEPUTG12,0.7,1,bfs,3122,RODRGUEZ_220kV_2,9,CEPUTG12 -> CPUERTO2 -> P.N.ROJO -> AUSTRIA -> AGRON.RO -> CIUDADEL -> RMEJ.MAR -> MORON -> MORON 1 -> RODRIGU2
3669-1,3669,CEPUTV10,6.0,1,sin_conexion,,,-1,
3677-1,3677,PNUETV07,8.0,1,bfs,3100,ABASTO_220kV,8,PNUETV07 -> P.N.CELE -> EMP.PNUEVO -> AZOPA.CE -> AZOPARDO -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3678-1,3678,PNUETV08,13.0,1,sin_conexion,,,-1,
3679-1,3679,PNUETV09,10.0,1,sin_conexion,,,-1,
3703-1,3703,BAVIO,3.87,1,bfs,3100,ABASTO_220kV,3,BAVIO -> LA PLATA2 -> LA PLATA -> ABASTO
3704-1,3704,ARA.S.JUAN,67.853,1,sin_conexion,,,-1,
3722-1,3722,V.ALSINA.2,40.882,1,sin_conexion,,,-1,
3723-1,3723,POMPEYA,38.92,1,bfs,3110,EZEIZA_220kV_1,5,POMPEYA -> P.MOREN1 -> PMORENO1 -> EZE-PMO1 -> PI.TRD 2 -> EZEIZA 2
3725-1,3725,S.ALBERTO.2,24.394,1,bfs,3112,EZEIZA_220kV_2,7,S.ALBERTO.2 -> ITUZAIN -> LA REJAT -> MERLO.BA -> LIBERTAD -> ZAPPAL01 -> ZAPPALO1 -> EZEIZA 3
3726-1,3726,ITUZAING.2,31.047,1,bfs,3112,EZEIZA_220kV_2,8,ITUZAING.2 -> S.ALBERTO.2 -> ITUZAIN -> LA REJAT -> MERLO.BA -> LIBERTAD -> ZAPPAL01 -> ZAPPALO1 -> EZEIZA 3
3751-1,3751,OROVERDE,14.64,1,bfs,3110,EZEIZA_220kV_1,5,OROVERDE -> PD ORO VERDE -> PI-PINO -> PI-CANUE -> EZE1132 -> EZEIZA 2
3804-1,3804,GAONA1,36.577,1,bfs,3112,EZEIZA_220kV_2,5,GAONA1 -> LAREJA2 -> PI.RECO2 -> ZAPPAL01 -> ZAPPALO1 -> EZEIZA 3
3805-1,3805,GAONA2,36.577,1,bfs,3112,EZEIZA_220kV_2,6,GAONA2 -> LA REJA -> PI.RECO1 -> PI.P.REY -> ZAPPAL01 -> ZAPPALO1 -> EZEIZA 3
3811-1,3811,SHELL6.6,13.0,1,sin_conexion,,,-1,
4100-1,4100,ACINDAR1,50.0,1,bfs,3120,RODRGUEZ_220kV_1,4,ACINDAR1 -> TACINDA1 -> RAMALLOB -> V. LIA -> RODRIGU1
4102-1,4102,ACINDAR2,150.0,1,bfs,2105,RAMALLO_220kV,2,ACINDAR2 -> TACINDA2 -> RAMALLOA
4112-1,4112,SIPAR,55.0,1,bfs,4110,R.OESTE_220kV,1,SIPAR -> ROS.OES2
4198-1,4198,BLOPEZ,7.099,1,bfs,4313,S.TOME_132kV_2,3,BLOPEZ -> PI 2 BLO -> PI4 STO -> S.TOME 2
4199-1,4199,PAYZUME,37.329,1,bfs,4312,S.TOME_132kV_1,1,PAYZUME -> S.TOME 1
4200-1,4200,AROCENA,31.832,1,bfs,4390,R.COROND_132kV,1,AROCENA -> R.COROND
4202-1,4202,ARRUFO,10.709,1,bfs,4313,S.TOME_132kV_2,5,ARRUFO -> SUNCHALE -> RAFA.OES -> RAFA.SUR -> ESPERANZ -> S.TOME 2
4204-1,4204,BASAVILB,23.995,1,bfs,4222,C.ELIA_132kV,2,BASAVILB -> PI.BAS.ELI -> C.ELIA
4207-1,4207,LARIBERA,26.599,1,bfs,4390,R.COROND_132kV,1,LARIBERA -> R.COROND
4208-1,4208,C.URUGUA1,48.488,1,bfs,4222,C.ELIA_132kV,2,C.URUGUA1 -> PI.BAS.ELI -> C.ELIA
4210-1,4210,COLON.ER,15.014,1,bfs,4222,C.ELIA_132kV,3,COLON.ER -> C.URUGUA1 -> PI.BAS.ELI -> C.ELIA
4211-1,4211,SANGUI,11.364,1,bfs,4313,S.TOME_132kV_2,6,SANGUI -> ARRUFO -> SUNCHALE -> RAFA.OES -> RAFA.SUR -> ESPERANZ -> S.TOME 2
4212-1,4212,CALCHINE,44.096,1,bfs,4312,S.TOME_132kV_1,3,CALCHINE -> PTO.STAFE -> PZACALCH -> S.TOME 1
4214-1,4214,C.BERMUDEZ,50.185,1,bfs,4390,R.COROND_132kV,2,C.BERMUDEZ -> IBARLU 2 -> R.COROND
4216-1,4216,CASILDA,50.687,1,bfs,4313,S.TOME_132kV_2,8,CASILDA -> CGOMEZ_OES -> CGOMEZ_NOR -> PAREJAS -> L.ROSAS -> S.JORGE -> MA.JUANA -> S.CARLOS -> S.TOME 2
4217-1,4217,CARCARA,0.0,0,bfs,4313,S.TOME_132kV_2,8,CARCARA -> CGOMEZ_OES -> CGOMEZ_NOR -> PAREJAS -> L.ROSAS -> S.JORGE -> MA.JUANA -> S.CARLOS -> S.TOME 2
4218-1,4218,CGOMEZ_OES,51.591,1,bfs,4313,S.TOME_132kV_2,7,CGOMEZ_OES -> CGOMEZ_NOR -> PAREJAS -> L.ROSAS -> S.JORGE -> MA.JUANA -> S.CARLOS -> S.TOME 2
4219-1,4219,V.ELISA,17.287,1,bfs,4222,C.ELIA_132kV,5,V.ELISA -> SANJOSE -> COLON.ER -> C.URUGUA1 -> PI.BAS.ELI -> C.ELIA
4220-1,4220,CHAJARI,36.029,1,bfs,4294,SGDE.ARG_132kV_1,1,CHAJARI -> SGDE.ARG1
4221-1,4221,C.URUGUA2,22.068,0,bfs,4008,SGDE.ARG,7,C.URUGUA2 -> C.URUGUA -> PAY1502B -> PAY150_B -> SAL150_B -> SU5150_B -> SU5500_B -> SGDE.ARG
4223-1,4223,G.BAIGORRIA,16.298,1,bfs,4390,R.COROND_132kV,4,G.BAIGORRIA -> PIQ -> C.BERMUDEZ -> IBARLU 2 -> R.COROND
4224-1,4224,CONCORDI,85.361,1,bfs,4295,SGDE.ARG_132kV_2,2,CONCORDI -> SGDE.EMP -> SGDE.ARG2
4225-1,4225,R_URUGUA,35.777,1,bfs,4295,SGDE.ARG_132kV_2,3,R_URUGUA -> CONCORDI -> SGDE.EMP -> SGDE.ARG2
4226-1,4226,CONQUIST,13.364,1,bfs,4295,SGDE.ARG_132kV_2,2,CONQUIST -> FEDERAL -> SGDE.ARG2
4229-1,4229,CRES.SEC,42.844,1,bfs,4247,GRAN.PNA_132kV,3,CRES.SEC -> CRESPO.1 -> SBENITO3 -> GRAN.PNA
4231-1,4231,SEGUI,4.463,0,bfs,4247,GRAN.PNA_132kV,4,SEGUI -> CRES.SEC -> CRESPO.1 -> SBENITO3 -> GRAN.PNA
4232-1,4232,VIALE,7.865,1,bfs,4247,GRAN.PNA_132kV,5,VIALE -> SEGUI -> CRES.SEC -> CRESPO.1 -> SBENITO3 -> GRAN.PNA
4234-1,4234,ELPINGO,20.455,1,bfs,4247,GRAN.PNA_132kV,1,ELPINGO -> GRAN.PNA
4236-1,4236,ESPERANZ,52.894,1,bfs,4313,S.TOME_132kV_2,1,ESPERANZ -> S.TOME 2
4238-1,4238,FIRMAT,44.332,1,bfs,2245,HENDERS2_132kV,6,FIRMAT -> V.TUERTO -> RUFINO -> CHARLONE -> G.VILLEG -> PEHUAJO -> HENDERS2
4240-1,4240,G.LAGOS,32.58,1,sin_conexion,,,-1,
4241-1,4241,G.MOTORS,13.054,1,sin_conexion,,,-1,
4242-1,4242,GUALGUAY,37.88,1,bfs,4222,C.ELIA_132kV,2,GUALGUAY -> GUALECHU -> C.ELIA
4243-1,4243,GUALECHU_O,0.0,0,bfs,4222,C.ELIA_132kV,2,GUALECHU_O -> GUALECHU -> C.ELIA
4244-1,4244,GUALECHU,65.003,1,bfs,4222,C.ELIA_132kV,1,GUALECHU -> C.ELIA
4245-1,4245,PAREJAS,11.514,1,bfs,4313,S.TOME_132kV_2,5,PAREJAS -> L.ROSAS -> S.JORGE -> MA.JUANA -> S.CARLOS -> S.TOME 2
4246-1,4246,L.ROSAS,22.064,1,bfs,4313,S.TOME_132kV_2,4,L.ROSAS -> S.JORGE -> MA.JUANA -> S.CARLOS -> S.TOME 2
4248-1,4248,MA.JUANA,14.339,1,bfs,4313,S.TOME_132kV_2,2,MA.JUANA -> S.CARLOS -> S.TOME 2
4249-1,4249,ISLAS,0.0,0,bfs,4222,C.ELIA_132kV,3,ISLAS -> GUALECHU_O -> GUALECHU -> C.ELIA
4250-1,4250,MASISA,37.583,1,bfs,4295,SGDE.ARG_132kV_2,3,MASISA -> CONCORDI -> SGDE.EMP -> SGDE.ARG2
4251-1,4251,GRAN.PNA2,6.536,1,sin_conexion,,,-1,
4252-1,4252,NELSON,23.405,1,bfs,4312,S.TOME_132kV_1,3,NELSON -> S.FE NOR -> B.PARERA -> S.TOME 1
4254-1,4254,NOGOYA,23.031,1,bfs,4222,C.ELIA_132kV,3,NOGOYA -> BASAVILB -> PI.BAS.ELI -> C.ELIA
4255-1,4255,PARANA.E,18.486,1,bfs,4247,GRAN.PNA_132kV,4,PARANA.E -> PARANA.S -> PARANA.O -> SBENITO2 -> GRAN.PNA
4256-1,4256,PARANA.N,0.0,0,bfs,4247,GRAN.PNA_132kV,2,PARANA.N -> ELPINGO -> GRAN.PNA
4257-1,4257,PARANA2.N,96.216,1,bfs,4247,GRAN.PNA_132kV,1,PARANA2.N -> GRAN.PNA
4258-1,4258,PARANA.S,61.821,1,bfs,4247,GRAN.PNA_132kV,3,PARANA.S -> PARANA.O -> SBENITO2 -> GRAN.PNA
4259-1,4259,PARANA.O,31.82,1,bfs,4247,GRAN.PNA_132kV,2,PARANA.O -> SBENITO2 -> GRAN.PNA
4261-1,4261,REFISAN,4.331,1,bfs,4390,R.COROND_132kV,2,REFISAN -> SLORENZO -> R.COROND
4265-1,4265,P.UNIDAS,74.955,1,bfs,4284,R.OESTE_132kV_2,1,P.UNIDAS -> ROS.OES3
4267-1,4267,JAVIE-SF,14.516,1,bfs,4274,ROMANG_132kV,4,JAVIE-SF -> CRESPOSF -> CALCH-SF -> VERA -> ROMANG
4268-1,4268,P.S.MART,59.284,1,bfs,4390,R.COROND_132kV,1,P.S.MART -> R.COROND
4270-1,4270,RAFA.OES,34.099,1,bfs,4313,S.TOME_132kV_2,3,RAFA.OES -> RAFA.SUR -> ESPERANZ -> S.TOME 2
4271-1,4271,CRESPOSF,6.633,1,bfs,4274,ROMANG_132kV,3,CRESPOSF -> CALCH-SF -> VERA -> ROMANG
4276-1,4276,ROS.CEN1,58.504,1,sin_conexion,,,-1,
4278-1,4278,ROS.CEN2,31.238,1,bfs,4284,R.OESTE_132kV_2,3,ROS.CEN2 -> ECHESORT -> GODOY -> ROS.OES3
4283-1,4283,ROLDAN,11.969,1,bfs,4313,S.TOME_132kV_2,8,ROLDAN -> CGOMEZ_OES -> CGOMEZ_NOR -> PAREJAS -> L.ROSAS -> S.JORGE -> MA.JUANA -> S.CARLOS -> S.TOME 2
4286-1,4286,ROS.SUR1,80.533,1,sin_conexion,,,-1,
4287-1,4287,PIFUNES,21.0,1,bfs,4284,R.OESTE_132kV_2,1,PIFUNES -> ROS.OES3
4288-1,4288,ROS.SUR2,16.107,1,sin_conexion,,,-1,
4289-1,4289,RAFA.SUR,34.979,1,bfs,4313,S.TOME_132kV_2,2,RAFA.SUR -> ESPERANZ -> S.TOME 2
4291-1,4291,VGGALVEZ,32.722,1,sin_conexion,,,-1,
4292-1,4292,SALADISF,44.556,1,sin_conexion,,,-1,
4296-1,4296,S.CARLOS,23.366,1,bfs,4313,S.TOME_132kV_2,1,S.CARLOS -> S.TOME 2
4298-1,4298,S.JORGE,40.326,1,bfs,4313,S.TOME_132kV_2,3,S.JORGE -> MA.JUANA -> S.CARLOS -> S.TOME 2
4300-1,4300,SANJOSE,30.862,1,bfs,4222,C.ELIA_132kV,4,SANJOSE -> COLON.ER -> C.URUGUA1 -> PI.BAS.ELI -> C.ELIA
4302-1,4302,JUSTO-SF,18.923,1,bfs,4312,S.TOME_132kV_1,4,JUSTO-SF -> NELSON -> S.FE NOR -> B.PARERA -> S.TOME 1
4303-1,4303,VILLAGUA,17.518,1,bfs,4247,GRAN.PNA_132kV,2,VILLAGUA -> ELPINGO -> GRAN.PNA
4305-1,4305,FEDERAL,15.598,1,bfs,4295,SGDE.ARG_132kV_2,1,FEDERAL -> SGDE.ARG2
4307-1,4307,DIAMANTE,0.0,0,bfs,4247,GRAN.PNA_132kV,3,DIAMANTE -> CRESPO.1 -> SBENITO3 -> GRAN.PNA
4308-1,4308,S.FE NOR,58.982,1,bfs,4312,S.TOME_132kV_1,2,S.FE NOR -> B.PARERA -> S.TOME 1
4310-1,4310,S.FE OES,50.031,1,bfs,4312,S.TOME_132kV_1,1,S.FE OES -> S.TOME 1
4311-1,4311,S.FE CEN,56.196,1,bfs,4312,S.TOME_132kV_1,2,S.FE CEN -> S.FE OES -> S.TOME 1
4314-1,4314,SARMISFE,70.015,1,bfs,4284,R.OESTE_132kV_2,4,SARMISFE -> ROS.CEN2 -> ECHESORT -> GODOY -> ROS.OES3
4315-1,4315,FEDERACION,0.0,0,bfs,4294,SGDE.ARG_132kV_1,1,FEDERACION -> SGDE.ARG1
4316-1,4316,SORRENTO,49.6,1,bfs,4284,R.OESTE_132kV_2,3,SORRENTO -> PZASORR3 -> P.UNIDAS -> ROS.OES3
4318-1,4318,SULFACID,50.1,1,bfs,4390,R.COROND_132kV,2,SULFACID -> SLORENZO -> R.COROND
4320-1,4320,SUNCHALE,28.748,1,bfs,4313,S.TOME_132kV_2,4,SUNCHALE -> RAFA.OES -> RAFA.SUR -> ESPERANZ -> S.TOME 2
4322-1,4322,V.C.IND.,18.264,1,sin_conexion,,,-1,
4323-1,4323,LAMINADOS,10.131,1,sin_conexion,,,-1,
4324-1,4324,V.C.RES.,21.212,1,sin_conexion,,,-1,
4326-1,4326,V.TUERTO,64.447,1,bfs,2245,HENDERS2_132kV,5,V.TUERTO -> RUFINO -> CHARLONE -> G.VILLEG -> PEHUAJO -> HENDERS2
4328-1,4328,VICTO.ER,18.94,1,bfs,4222,C.ELIA_132kV,3,VICTO.ER -> GUALGUAY -> GUALECHU -> C.ELIA
4330-1,4330,VOCAMP_CEN,26.452,1,bfs,4274,ROMANG_132kV,4,VOCAMP_CEN -> VOCAMP_SUR -> AVELLANEDA -> RECONQUI -> ROMANG
4331-1,4331,GODOY2,46.61,1,sin_conexion,,,-1,
4332-1,4332,GODOY,0.0,1,bfs,4284,R.OESTE_132kV_2,1,GODOY -> ROS.OES3
4334-1,4334,TOSTADO,10.147,1,bfs,4313,S.TOME_132kV_2,7,TOSTADO -> CERES -> ARRUFO -> SUNCHALE -> RAFA.OES -> RAFA.SUR -> ESPERANZ -> S.TOME 2
4336-1,4336,S.ORTIZ,56.456,1,bfs,4284,R.OESTE_132kV_2,4,S.ORTIZ -> SORRENTO -> PZASORR3 -> P.UNIDAS -> ROS.OES3
4338-1,4338,ECHESORT,58.833,1,bfs,4284,R.OESTE_132kV_2,2,ECHESORT -> GODOY -> ROS.OES3
4342-1,4342,S.MARTIN,34.778,1,sin_conexion,,,-1,
4344-1,4344,GALVEZ,8.066,1,bfs,4390,R.COROND_132kV,2,GALVEZ -> AROCENA -> R.COROND
4346-1,4346,B.PARERA,36.02,1,bfs,4312,S.TOME_132kV_1,1,B.PARERA -> S.TOME 1
4347-1,4347,URUG_SUR,13.998,1,bfs,4222,C.ELIA_132kV,1,URUG_SUR -> C.ELIA
4348-1,4348,TERM. 6,34.394,1,bfs,4390,R.COROND_132kV,2,TERM. 6 -> P.S.MART -> R.COROND
4349-1,4349,RENOVA,20.71,1,bfs,4390,R.COROND_132kV,1,RENOVA -> R.COROND
4350-1,4350,CARGILL,28.379,1,sin_conexion,,,-1,
4352-1,4352,AEROPUER,26.712,1,bfs,4284,R.OESTE_132kV_2,1,AEROPUER -> ROS.OES3
4353-1,4353,CATAMARCA,28.338,1,bfs,4284,R.OESTE_132kV_2,5,CATAMARCA -> S.ORTIZ -> SORRENTO -> PZASORR3 -> P.UNIDAS -> ROS.OES3
4354-1,4354,VERA,18.075,1,bfs,4274,ROMANG_132kV,1,VERA -> ROMANG
4358-1,4358,IBARLU 1,12.621,1,bfs,4284,R.OESTE_132kV_2,2,IBARLU 1 -> AEROPUER -> ROS.OES3
4362-1,4362,O.LAGOS,19.445,1,sin_conexion,,,-1,
4363-1,4363,PTO.STAFE,28.49,1,bfs,4312,S.TOME_132kV_1,2,PTO.STAFE -> PZACALCH -> S.TOME 1
4366-1,4366,RINCON.SF,13.606,1,bfs,4247,GRAN.PNA_132kV,4,RINCON.SF -> PI.CAL-RIN -> CALCHIN2 -> PARANA2.N -> GRAN.PNA
4368-1,4368,CHABAS,11.32,1,bfs,2245,HENDERS2_132kV,7,CHABAS -> FIRMAT -> V.TUERTO -> RUFINO -> CHARLONE -> G.VILLEG -> PEHUAJO -> HENDERS2
4374-1,4374,CHAPERO,11.16,1,bfs,4274,ROMANG_132kV,3,CHAPERO -> AVELLANEDA -> RECONQUI -> ROMANG
4380-1,4380,MENDOZA,30.7,0,sin_conexion,,,-1,
4390-1,4390,R.COROND,21.313,0,directo,4390,R.COROND_132kV,0,
4504-1,4504,SSALV33,22.663,1,bfs,4247,GRAN.PNA_132kV,4,SSALV33 -> SSALV-ER -> VILLAGUA -> ELPINGO -> GRAN.PNA
4505-1,4505,SSALV13,4.908,1,bfs,4247,GRAN.PNA_132kV,4,SSALV13 -> SSALV-ER -> VILLAGUA -> ELPINGO -> GRAN.PNA
4506-1,4506,SELEN33_01,14.032,1,bfs,4247,GRAN.PNA_132kV,3,SELEN33_01 -> S.ELENA -> ELPINGO -> GRAN.PNA
4509-1,4509,LPAZ33_01,20.454,1,bfs,4295,SGDE.ARG_132kV_2,3,LPAZ33_01 -> LAPAZ -> FEDERAL -> SGDE.ARG2
4511-1,4511,SLOR33_01,23.962,1,bfs,4390,R.COROND_132kV,2,SLOR33_01 -> SLORENZO -> R.COROND
4512-1,4512,AVELL33_01,12.841,1,bfs,4274,ROMANG_132kV,3,AVELL33_01 -> AVELLANEDA -> RECONQUI -> ROMANG
4514-1,4514,CALC13_02,4.017,1,bfs,4274,ROMANG_132kV,3,CALC13_02 -> CALCH-SF -> VERA -> ROMANG
4515-1,4515,CALC33_01,8.034,1,bfs,4274,ROMANG_132kV,3,CALC33_01 -> CALCH-SF -> VERA -> ROMANG
4521-1,4521,RUFINO13,16.498,1,bfs,2245,HENDERS2_132kV,5,RUFINO13 -> RUFINO -> CHARLONE -> G.VILLEG -> PEHUAJO -> HENDERS2
4522-1,4522,RECO33_01,35.153,1,bfs,4274,ROMANG_132kV,2,RECO33_01 -> RECONQUI -> ROMANG
4523-1,4523,AVELL13_01,12.841,1,bfs,4274,ROMANG_132kV,3,AVELL13_01 -> AVELLANEDA -> RECONQUI -> ROMANG
4529-1,4529,RECO13_01,27.342,1,bfs,4274,ROMANG_132kV,2,RECO13_01 -> RECONQUI -> ROMANG
4532-1,4532,SLOR13_01,25.459,1,bfs,4390,R.COROND_132kV,2,SLOR13_01 -> SLORENZO -> R.COROND
4608-1,4608,OCAMDI12,1.28,1,bfs,4274,ROMANG_132kV,4,OCAMDI12 -> VOCAMP_SUR -> AVELLANEDA -> RECONQUI -> ROMANG
4612-1,4612,OCAMDI35,1.92,1,bfs,4274,ROMANG_132kV,4,OCAMDI35 -> VOCAMP_SUR -> AVELLANEDA -> RECONQUI -> ROMANG
4614-1,4614,CGOMDI12,0.6,1,bfs,4313,S.TOME_132kV_2,7,CGOMDI12 -> CGOMEZ_NOR -> PAREJAS -> L.ROSAS -> S.JORGE -> MA.JUANA -> S.CARLOS -> S.TOME 2
4616-1,4616,CGOMDI34,0.6,1,bfs,4313,S.TOME_132kV_2,7,CGOMDI34 -> CGOMEZ_NOR -> PAREJAS -> L.ROSAS -> S.JORGE -> MA.JUANA -> S.CARLOS -> S.TOME 2
4617-1,4617,PERZDI14,2.16,1,bfs,2245,HENDERS2_132kV,10,PERZDI14 -> PEREZ -> CASILDA2 -> CHABAS -> FIRMAT -> V.TUERTO -> RUFINO -> CHARLONE -> G.VILLEG -> PEHUAJO -> HENDERS2
4618-1,4618,PERZDI58,2.16,1,bfs,2245,HENDERS2_132kV,10,PERZDI58 -> PEREZ -> CASILDA2 -> CHABAS -> FIRMAT -> V.TUERTO -> RUFINO -> CHARLONE -> G.VILLEG -> PEHUAJO -> HENDERS2
4624-1,4624,TER6TG11,4.4,1,directo,4624,TERMINAL_500_20kV,0,
4650-1,4650,SORRTV13,4.754,1,bfs,4284,R.OESTE_132kV_2,4,SORRTV13 -> SORRENTO -> PZASORR3 -> P.UNIDAS -> ROS.OES3
