bus_id,bus_name,bus_name_psse,bus_type,baskv_kv,ide,ide_desc,vm_pu,va_deg,lat,lon,parent_bus_id,name_geosadi
3203,EZEIZA_132kV_2,EZEIZA 2,secondary,132.0,4,isolated - unit offline in snapshot,1.0,0.0,-34.9118465411849,-58.7246422149662,3000.0,
3204,ABASTO_132kV_1,ABA.TER1,secondary,132.0,1,PQ,0.96279,-16.3339,-34.9682263244852,-58.1649273229376,3002.0,
3205,EZEIZA_132kV_3,EZEIZA 3,secondary,132.0,1,PQ,1.00397,-14.8477,-34.9118465411849,-58.7246422149662,3000.0,
3206,ABASTO_132kV_2,ABA.TER2,secondary,132.0,1,PQ,0.96279,-16.3339,-34.9682263244852,-58.1649273229376,3002.0,
3207,EZEIZA_132kV_4,EZE.TER10,secondary,132.0,1,PQ,1.01752,-13.4311,-34.9118465411849,-58.7246422149662,3000.0,
3318,RODRGUEZ_132kV_1,SVS.ROD1,secondary,132.0,1,PQ,0.96626,-23.371,-34.5299884514059,-58.9318933708823,3004.0,
3320,RODRGUEZ_132kV_2,SVS.ROD2,secondary,132.0,1,PQ,1.01679,-23.2018,-34.5299884514059,-58.9318933708823,3004.0,
3322,RODRGUEZ_132kV_3,ROD.TER3,secondary,132.0,1,PQ,0.91708,-23.2961,-34.5299884514059,-58.9318933708823,3004.0,
3335,RODRGUEZ_132kV_4,ROD.TER8,secondary,132.0,1,PQ,0.91917,-23.646,-34.5299884514059,-58.9318933708823,3004.0,
3365,RODRGUEZ_132kV_5,RODRIG01,secondary,132.0,1,PQ,0.98776,-28.5588,-34.5299884514059,-58.9318933708823,3004.0,
3563,RODRGUEZ_13.2kV,ROD.TER7,secondary,13.2,4,isolated - unit offline in snapshot,1.0,0.0,-34.5299884514059,-58.9318933708823,3004.0,
3641,EZE.GENETG01_15.8kV,GEBATG01,secondary,15.75,2,PV - active generator,1.05,-1.6563,-34.9027379772758,-58.7327362069104,3005.0,
3642,EZE GENETG02_15.8kV,GEBATG02,secondary,15.75,2,PV - active generator,1.05,-1.6563,-34.9027379772758,-58.7327362069104,3006.0,
3643,EZE GENETV03_15.8kV_1,GEBATV01,secondary,15.75,2,PV - active generator,1.05,-1.4086,-34.9027379772758,-58.7327362069104,3007.0,
3647,EZE GENETV03_15.8kV_2,GEBATG03,secondary,15.75,2,PV - active generator,1.05,-3.0405,-34.9027379772758,-58.7327362069104,3007.0,
3690,EZE GENETV03_15.8kV,GEBATG04,secondary,15.8,2,PV - active generator,1.05,-2.3159,-34.9027379772758,-58.7327362069104,3007.0,
3702,EZEIZA_132kV_5,EZE.TER7,secondary,132.0,1,PQ,1.01176,-13.1089,-34.9118465411849,-58.7246422149662,3000.0,
3899,EZEIZA_132kV_6,EZE.TER9,secondary,132.0,1,PQ,1.00534,-13.0079,-34.9118465411849,-58.7246422149662,3000.0,
4110,R.OESTE_220kV,ROS.OES2,secondary,220.0,1,PQ,0.98166,-10.5017,-32.9684416648509,-60.7799848969854,4000.0,
4222,C.ELIA_132kV,C.ELIA,secondary,132.0,1,PQ,1.04286,-15.4221,-32.6012869311469,-58.2939883534797,4004.0,
4247,GRAN.PNA_132kV,GRAN.PNA,secondary,132.0,1,PQ,1.02218,-14.5081,-31.7142390149186,-60.4255694431752,4009.0,
4274,ROMANG_132kV,ROMANG,secondary,132.0,1,PQ,1.04611,-12.3439,-29.4598194433126,-59.7631398074561,4006.0,
4282,R.OESTE_132kV_1,ROS.OES2,secondary,132.0,1,PQ,1.04384,-9.2105,-32.9684416648509,-60.7799848969854,4000.0,
4284,R.OESTE_132kV_2,ROS.OES3,secondary,132.0,1,PQ,1.01148,-14.7144,-32.9684416648509,-60.7799848969854,4000.0,
4294,SGDE.ARG_132kV_1,SGDE.ARG1,secondary,132.0,1,PQ,0.99823,-15.1026,-31.2796643089607,-57.9635208304219,4008.0,
4295,SGDE.ARG_132kV_2,SGDE.ARG2,secondary,132.0,1,PQ,0.99823,-15.1026,-31.2796643089607,-57.9635208304219,4008.0,
4312,S.TOME_132kV_1,S.TOME 1,secondary,132.0,1,PQ,1.04527,-12.6081,-31.6585650780159,-60.8624150416208,4010.0,
4313,S.TOME_132kV_2,S.TOME 2,secondary,132.0,1,PQ,1.04614,-11.3725,-31.6585650780159,-60.8624150416208,4010.0,
4390,R.COROND_132kV,R.COROND,secondary,132.0,1,PQ,1.04084,-9.736,-32.5781452578973,-60.7936421166903,4002.0,
4501,GRAN.PNA_33kV_1,GPNA.TER1,secondary,33.0,1,PQ,1.0209,-14.8121,-31.7142390149186,-60.4255694431752,4009.0,
4508,GRAN.PNA_33kV_2,GPNA.TER2,secondary,33.0,1,PQ,1.0208,-14.8346,-31.7142390149186,-60.4255694431752,4009.0,
4527,R.OESTE_33kV,ROS.TER7,secondary,33.0,1,PQ,0.98132,-10.8263,-32.9684416648509,-60.7799848969854,4000.0,
4601,SGAC1500_13.8kV_1,SGDEHI01,secondary,13.8,2,PV - active generator,1.0,-0.3182,-31.2888,-57.9324,4012.0,
4602,SGAC1500_13.8kV_2,SGDEHI02,secondary,13.8,2,PV - active generator,1.0,-0.3661,-31.2888,-57.9324,4012.0,
4603,SGAC2500_13.8kV_1,SGDEHI03,secondary,13.8,2,PV - active generator,1.0,-0.5454,-31.2888,-57.9323,4013.0,
4604,SGAC2500_13.8kV_2,SGDEHI04,secondary,13.8,2,PV - active generator,1.0,-0.5215,-31.2888,-57.9323,4013.0,
4605,SGAC3500_13.8kV_1,SGDEHI05,secondary,13.8,2,PV - active generator,1.0,-0.3182,-31.2888,-57.9322,4014.0,
4606,SGAC3500_13.8kV_2,SGDEHI06,secondary,13.8,2,PV - active generator,1.0,-0.3661,-31.2888,-57.9322,4014.0,
4613,SGAC4500_13.8kV_1,SGDEHI13,secondary,13.8,4,isolated - unit offline in snapshot,1.0,0.0,-31.2888,-57.9321,4015.0,
4615,SGAC4500_13.8kV_2,SGDEAU15,secondary,13.8,4,isolated - unit offline in snapshot,1.0,0.0,-31.2888,-57.9321,4015.0,
4624,TERMINAL_500_20kV,TER6TG11,secondary,20.0,2,PV - active generator,1.045,2.1007,-32.665144,-60.750729,4018.0,
4691,R.COROND_15.8kV_1,VOBLTG01,secondary,15.75,2,PV - active generator,1.05,0.5988,-32.5781452578973,-60.7936421166903,4002.0,
4692,R.COROND_15.8kV_2,VOBLTG02,secondary,15.75,2,PV - active generator,1.02835,-4.8473,-32.5781452578973,-60.7936421166903,4002.0,
4693,R.COROND_15.8kV_3,VOBLTV01,secondary,15.75,2,PV - active generator,1.05,-2.2652,-32.5781452578973,-60.7936421166903,4002.0,
4695,R.COROND_20kV_1,TIMBTG01,secondary,20.0,2,PV - active generator,1.02835,-4.8473,-32.5781452578973,-60.7936421166903,4002.0,
4696,R.COROND_20kV_2,TIMBTG02,secondary,20.0,2,PV - active generator,1.05,0.5305,-32.5781452578973,-60.7936421166903,4002.0,
4697,R.COROND_20kV_3,TIMBTV01,secondary,20.0,2,PV - active generator,1.05,-2.0929,-32.5781452578973,-60.7936421166903,4002.0,
4800,C.ELIA_13.2kV_1,CEL.TER1,secondary,13.2,1,PQ,1.04102,-15.7285,-32.6012869311469,-58.2939883534797,4004.0,
4802,ROMANG_33kV_1,ROMA.TER1,secondary,33.0,1,PQ,1.04679,-11.5885,-29.4598194433126,-59.7631398074561,4006.0,
4805,R.OESTE_13.8kV_1,ROS.TER3,secondary,13.8,1,PQ,0.96714,-15.2069,-32.9684416648509,-60.7799848969854,4000.0,
4806,R.OESTE_13.8kV_2,ROS.TER4,secondary,13.8,4,isolated - unit offline in snapshot,1.0,0.0,-32.9684416648509,-60.7799848969854,4000.0,
4807,R.OESTE_13.8kV_3,ROS.TER5,secondary,13.8,1,PQ,0.96798,-14.1883,-32.9684416648509,-60.7799848969854,4000.0,
4808,SGDE.ARG_13.8kV_1,SGRATER1,secondary,13.8,1,PQ,0.95304,-15.6313,-31.2796643089607,-57.9635208304219,4008.0,
4809,S.TOME_13.8kV_1,STO.TER1,secondary,13.8,1,PQ,0.99809,-12.8386,-31.6585650780159,-60.8624150416208,4010.0,
4810,S.TOME_13.8kV_2,STO.TER2,secondary,13.8,1,PQ,0.99809,-12.8386,-31.6585650780159,-60.8624150416208,4010.0,
4813,S.TOME_13.8kV_3,STO.TER3,secondary,13.8,1,PQ,0.99717,-11.6274,-31.6585650780159,-60.8624150416208,4010.0,
4814,SGDE.ARG_13.8kV_2,SGRATER2,secondary,13.8,1,PQ,0.9548,-15.1114,-31.2796643089607,-57.9635208304219,4008.0,
4825,ROMANG_33kV_2,ROMA.TER2,secondary,33.0,1,PQ,1.04459,-12.4824,-29.4598194433126,-59.7631398074561,4006.0,
4826,C.ELIA_13.2kV_2,CEL.TER2,secondary,13.2,1,PQ,1.04031,-15.9674,-32.6012869311469,-58.2939883534797,4004.0,
4850,R.OESTE_13.8kV_4,ROS.TER6,secondary,13.8,1,PQ,0.99796,-9.3924,-32.9684416648509,-60.7799848969854,4000.0,
4851,R.COROND_33kV,RCOR.TER,secondary,33.0,1,PQ,1.03632,-10.1094,-32.5781452578973,-60.7936421166903,4002.0,
4960,R.OESTE_132kV_3,I3_TF3,secondary,132.0,1,PQ,1.01148,-14.7144,-32.9684416648509,-60.7799848969854,4000.0,
5221,GRANFORMOSA_132kV_1,GR.FORMOSA A,secondary,132.0,1,PQ,1.04388,-12.812,-26.0963094079528,-58.2484575731584,5006.0,
5232,RESISTEN_132kV_1,RESISTE1,secondary,132.0,1,PQ,1.01499,-15.3781,-27.2997269048727,-59.108568069161,5004.0,
5234,RESISTEN_132kV_2,RESISTE2,secondary,132.0,1,PQ,1.01499,-15.3781,-27.2997269048727,-59.108568069161,5004.0,
5237,CHACO_132kV,CHACO,secondary,132.0,1,PQ,1.01404,-8.6107,-26.865431449202,-60.4393422923129,5016.0,
5242,P.PATRIA_132kV,P.PATRIA,secondary,132.0,1,PQ,1.03878,-10.6564,-27.3836122730879,-58.6879250290168,5005.0,
5250,RINCON_132kV,RINCON,secondary,132.0,1,PQ,1.04341,0.9045,-27.4887181126508,-56.6976829874798,5002.0,
5252,S.ISIDRO_132kV_1,S.ISIDRO.A,secondary,132.0,1,PQ,1.04078,-7.9355,-27.4428686377774,-55.9181895192309,5253.0,
5290,MERCEDES_132kV,MERCEDES,secondary,132.0,1,PQ,1.03956,-11.556,-29.3558808805981,-57.7017029442354,5030.0,
5322,S.ISIDRO_132kV_2,S.ISIDRO.B,secondary,132.0,1,PQ,1.03726,-4.4936,-27.4428686377774,-55.9181895192309,5253.0,
5330,GRANFORMOSA_132kV_2,GR.FORMOSA B,secondary,132.0,1,PQ,1.03491,-16.4087,-26.0963094079528,-58.2484575731584,5006.0,
5508,RESISTEN_33kV_1,RES.TER1,secondary,33.0,1,PQ,1.01699,-15.8912,-27.2997269048727,-59.108568069161,5004.0,
5509,RESISTEN_33kV_2,RES.TER2,secondary,33.0,1,PQ,1.01334,-15.9199,-27.2997269048727,-59.108568069161,5004.0,
5512,RINCON_33kV,RINC.TER,secondary,33.0,1,PQ,1.0439,0.9272,-27.4887181126508,-56.6976829874798,5002.0,
5513,S.ISIDRO_33kV_1,ISID.TER,secondary,33.0,1,PQ,1.03617,-4.7457,-27.4428686377774,-55.9181895192309,5253.0,
5523,S.ISIDRO_33kV_2,ISID.TER,secondary,33.0,1,PQ,1.03754,-8.4283,-27.4428686377774,-55.9181895192309,5253.0,
5541,P.PATRIA_33kV_1,PPAT.TER2,secondary,33.0,1,PQ,1.04456,-11.837,-27.3836122730879,-58.6879250290168,5005.0,
5580,MERCEDES_33kV,MERC.TER,secondary,33.0,1,PQ,1.03873,-12.0109,-29.3558808805981,-57.7017029442354,5030.0,
5671,YACYRETA_13.2kV_1,YACYHI01,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5672,YACYRETA_13.2kV_2,YACYHI02,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5673,YACYRETA_13.2kV_3,YACYHI03,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5674,YACYRETA_13.2kV_4,YACYHI04,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5675,YACYRETA_13.2kV_5,YACYHI05,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5676,YACYRETA_13.2kV_6,YACYHI06,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5677,YACYRETA_13.2kV_7,YACYHI07,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5678,YACYRETA_13.2kV_8,YACYHI08,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5679,YACYRETA_13.2kV_9,YACYHI09,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5680,YACYRETA_13.2kV_10,YACYHI10,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5681,YACYRETA_13.2kV_11,YACYHI11,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5682,YACYRETA_13.2kV_12,YACYHI12,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5683,YACYRETA_13.2kV_13,YACYHI13,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5684,YACYRETA_13.2kV_14,YACYHI14,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5685,YACYRETA_13.2kV_15,YACYHI15,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5686,YACYRETA_13.2kV_16,YACYHI16,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5687,YACYRETA_13.2kV_17,YACYHI17,secondary,13.2,4,isolated - unit offline in snapshot,1.0,0.0,-27.4827573404788,-56.7392780143688,5000.0,
5688,YACYRETA_13.2kV_18,YACYHI18,secondary,13.2,2,PV - active generator,1.00865,7.0476,-27.4827573404788,-56.7392780143688,5000.0,
5689,YACYRETA_13.2kV_19,YACYHI19,secondary,13.2,4,isolated - unit offline in snapshot,1.0,0.0,-27.4827573404788,-56.7392780143688,5000.0,
5690,YACYRETA_13.2kV_20,YACYHI20,secondary,13.2,4,isolated - unit offline in snapshot,1.0,0.0,-27.4827573404788,-56.7392780143688,5000.0,
5810,CHACO_33kV,CHA.TER1,secondary,33.0,1,PQ,1.01197,-9.0041,-26.865431449202,-60.4393422923129,5016.0,
5829,GRANFORMOSA_33kV_1,FOR.TER1,secondary,33.0,1,PQ,1.03189,-16.9945,-26.0963094079528,-58.2484575731584,5006.0,
5842,GRANFORMOSA_33kV_2,FOR.TER2,secondary,33.0,1,PQ,1.0439,-12.7853,-26.0963094079528,-58.2484575731584,5006.0,
5998,P.PATRIA_33kV_2,PPAT.TER,secondary,33.0,1,PQ,1.03663,-11.1108,-27.3836122730879,-58.6879250290168,5005.0,
6200,ALMAFUE._132kV_1,ALMAFUE1,secondary,132.0,1,PQ,1.01211,2.1438,-32.2066325633421,-64.3172936337941,6000.0,
6202,ALMAFUE._132kV_2,ALMAFUE2,secondary,132.0,1,PQ,1.01314,2.6733,-32.2066325633421,-64.3172936337941,6000.0,
6203,A.CABRAL_132kV,A.CABRAL,secondary,132.0,1,PQ,1.02448,-1.295,-32.4968032794478,-63.4232485019168,6002.0,
6205,LUJAN.SL_132kV_1,LUJAN.SL2,secondary,132.0,1,PQ,1.04054,10.4956,-32.3689432710151,-66.0651644799568,6010.0,
6252,MALVINAS_132kV,MALVINAS,secondary,132.0,1,PQ,0.9877,-3.8773,-31.339918523621,-63.9129519775517,6006.0,
6286,LUJAN.SL_132kV_2,LUJAN.SL,secondary,132.0,1,PQ,1.03264,9.5839,-32.3689432710151,-66.0651644799568,6010.0,
6521,MALVINAS_34.5kV_1,MALVINA1,secondary,34.5,1,PQ,0.94686,-3.3801,-31.339918523621,-63.9129519775517,6006.0,
6522,MALVINAS_34.5kV_2,MALVINA2,secondary,34.5,1,PQ,0.94733,-3.2714,-31.339918523621,-63.9129519775517,6006.0,
6534,LUJAN.SL_33kV_1,LUJA.TER,secondary,33.0,1,PQ,1.0308,9.5048,-32.3689432710151,-66.0651644799568,6010.0,
6544,LUJAN.SL_33kV_2,LUJATER2,secondary,33.0,1,PQ,1.03136,9.5289,-32.3689432710151,-66.0651644799568,6010.0,
6584,LUJAN.SL_33kV_3,LUJA33_03,secondary,33.0,1,PQ,1.05441,10.8896,-32.3689432710151,-66.0651644799568,6010.0,
6600,EMBALSE_22kV,EMBANUCL,secondary,22.0,2,PV - active generator,1.01714,13.1037,-32.2337311061056,-64.4426019849936,6004.0,
6671,R.GRANDE_16.5kV_1,RGDEHB01,secondary,16.5,2,PV - active generator,1.01455,8.4263,-32.2215703537888,-64.6364544160384,6008.0,
6672,R.GRANDE_16.5kV_2,RGDEHB02,secondary,16.5,2,PV - active generator,1.016,13.3953,-32.2215703537888,-64.6364544160384,6008.0,
6673,R.GRANDE_16.5kV_3,RGDEHB03,secondary,16.5,2,PV - active generator,1.016,13.3078,-32.2215703537888,-64.6364544160384,6008.0,
6674,R.GRANDE_16.5kV_4,RGDEHB04,secondary,16.5,2,PV - active generator,1.01456,8.4263,-32.2215703537888,-64.6364544160384,6008.0,
6800,ALMAFUE._13.8kV_1,ALMAFUE1,secondary,13.8,1,PQ,0.96898,2.4619,-32.2066325633421,-64.3172936337941,6000.0,
6801,ALMAFUE._13.8kV_2,ALMAFUE2,secondary,13.8,1,PQ,0.96904,2.577,-32.2066325633421,-64.3172936337941,6000.0,
6802,A.CABRAL_33kV,ACAB.TER,secondary,33.0,1,PQ,1.02129,-1.5774,-32.4968032794478,-63.4232485019168,6002.0,
6870,MALVINAS_33kV,MALV33_03,secondary,33.0,1,PQ,0.98725,-3.2972,-31.339918523621,-63.9129519775517,6006.0,
6890,ALMAFUE._13.8kV_3,ALMAFUE3,secondary,13.8,1,PQ,0.96767,1.9481,-32.2066325633421,-64.3172936337941,6000.0,
7104,GRAN MZA_220kV,GRAN MZA,secondary,220.0,1,PQ,1.02044,18.3533,-33.0978701376966,-68.5819527023553,7000.0,
7114,RDIAMANT_220kV,RIODIAMA,secondary,220.0,1,PQ,1.01355,23.349,-34.5499519061555,-68.5937205912323,7002.0,
7203,NVA.SJUAN_132kV,NVA.SJUAN,secondary,132.0,1,PQ,0.99749,17.132,-31.5652484898259,-68.6190063264808,7010.0,
7216,GRAN MZA_132kV,GRAN MZA,secondary,132.0,1,PQ,1.0162,15.6686,-33.0978701376966,-68.5819527023553,7000.0,
7514,RDIAMANT_33kV,RDI.TER1,secondary,33.0,1,PQ,1.00355,23.6946,-34.5499519061555,-68.5937205912323,7002.0,
7530,NVA.SJUAN_33kV,NSJ.TER1,secondary,33.0,1,PQ,0.99336,17.1805,-31.5652484898259,-68.6190063264808,7010.0,
7802,GRAN MZA_13.8kV_1,GME.TER1,secondary,13.8,1,PQ,0.97676,15.7291,-33.0978701376966,-68.5819527023553,7000.0,
7803,GRAN MZA_13.8kV_2,GME.TER2,secondary,13.8,1,PQ,0.97357,15.7037,-33.0978701376966,-68.5819527023553,7000.0,
7804,GRAN MZA_13.8kV_3,GME.TER3,secondary,13.8,1,PQ,0.97319,18.8423,-33.0978701376966,-68.5819527023553,7000.0,
8120,COBOS_345kV,COBOS,secondary,345.0,1,PQ,1.01185,17.2043,-24.7457443027573,-65.0471806841412,8007.0,
8214,BRACHO_132kV_1,C.T.TUC.,secondary,132.0,1,PQ,0.9858,11.2174,-26.9949090061457,-65.1655235459748,8000.0,
8230,BRACHO_132kV_2,BRACHO1,secondary,132.0,1,PQ,1.04401,5.6151,-26.9949090061457,-65.1655235459748,8000.0,
8232,BRACHO_132kV_3,BRACHO2,secondary,132.0,1,PQ,1.04597,4.911,-26.9949090061457,-65.1655235459748,8000.0,
8271,RIOJASUR_132kV,RIOJASUR,secondary,132.0,1,PQ,1.00284,8.7552,-29.397477189021,-66.5129361173079,8006.0,
8292,RECREO_132kV,RECREO,secondary,132.0,1,PQ,0.98415,6.9138,-29.2603963902811,-65.0574469228372,8002.0,
8300,JUANCITO_132kV,JUANCITO,secondary,132.0,1,PQ,1.00915,7.1023,-24.3767165060619,-64.9975373023046,8008.0,
8302,MQUEMADO_132kV,MQUEMADO,secondary,132.0,1,PQ,1.03436,0.4145,-25.8466539135473,-62.8165780633269,8010.0,
8313,SANTIAGO_132kV,SANTIAGO,secondary,132.0,1,PQ,1.01881,-3.5992,-27.8383906535058,-64.346174574397,8013.0,
8503,BRACHO_34.5kV_1,BRA.TER1,secondary,34.5,1,PQ,1.00336,5.9245,-26.9949090061457,-65.1655235459748,8000.0,
8504,BRACHO_34.5kV_2,BRA.TER2,secondary,34.5,1,PQ,1.00293,5.2637,-26.9949090061457,-65.1655235459748,8000.0,
8512,SANTIAGO_33kV,SAN.TER1,secondary,33.0,1,PQ,1.01535,-4.1557,-27.8383906535058,-64.346174574397,8013.0,
8514,RECREO_33kV,REC.TER1,secondary,33.0,1,PQ,0.98491,6.6311,-29.2603963902811,-65.0574469228372,8002.0,
8524,RECREO_13.2kV,REC.TER2,secondary,13.2,1,PQ,0.9406,7.143,-29.2603963902811,-65.0574469228372,8002.0,
8525,BRACHO_34.5kV_3,PLUSP,secondary,34.5,1,PQ,0.94208,11.1529,-26.9949090061457,-65.1655235459748,8000.0,
8526,RIOJASUR_13.2kV,RSUR13_01,secondary,13.2,1,PQ,0.96708,9.0426,-29.397477189021,-66.5129361173079,8006.0,
8560,RIOJASUR_33kV,RSUR13_02,secondary,33.0,1,PQ,0.96753,8.9724,-29.397477189021,-66.5129361173079,8006.0,
8614,BRACHO_15.7kV_1,SMTUTG02,secondary,15.7,2,PV - active generator,1.05,15.911,-26.9949090061457,-65.1655235459748,8000.0,
8615,BRACHO_15.7kV_2,SMTUTV01,secondary,15.7,2,PV - active generator,1.05,14.6807,-26.9949090061457,-65.1655235459748,8000.0,
8637,BRACHO_15.8kV,BRCHTG01,secondary,15.75,2,PV - active generator,1.05,15.5792,-26.9949090061457,-65.1655235459748,8000.0,
8803,MQUEMADO_33kV,MQM.TER1,secondary,33.0,1,PQ,1.03518,-0.0297,-25.8466539135473,-62.8165780633269,8010.0,
8804,JUANCITO_33kV,JTO.TER1,secondary,33.0,1,PQ,1.00238,6.78,-24.3767165060619,-64.9975373023046,8008.0,
8805,COBOS_34.5kV,COB.TER1,secondary,34.5,1,PQ,1.01395,18.2214,-24.7457443027573,-65.0471806841412,8007.0,
8809,COBOS_33kV,COB.TER1,secondary,33.0,1,PQ,1.05924,17.8729,-24.7457443027573,-65.0471806841412,8007.0,
8900,BRACHO_18kV,BRCHTV01,secondary,18.0,2,PV - active generator,1.05,15.4711,-26.9949090061457,-65.1655235459748,8000.0,
