line_id,line_key,bus_i,bus_j,ckt,r_pu,x_pu,b_pu,ratea_mva,rating_defined,len_km,element_type,in_service,geo_nombre,match_status,geometry
68,EZEIZA-RODRGUEZ-2,3000,3004,2,0.000634,0.006792,0.61725,1732.0,True,60.0,line,False,G.RODRIGUEZ EZEIZA 500 2,paralela,"LINESTRING (-58.9326922602396 -34.5304776996861, -58.9330028842756 -34.5304206359036, -58.9343593982676 -34.5300501260124, -58.9364406183398 -34.5311308287247, -58.939479038127 -34.5327811197528, -58.954661518814 -34.5406973238224, -58.966653105956 -34.5430596045171, -58.9779514471016 -34.545226958957, -58.9936858237417 -34.548250122645, -59.0044349453164 -34.5599419675477, -59.0090280815806 -34.5649751384918, -59.0113992772548 -34.574881834529, -59.0143173074977 -34.5808925028866, -59.0168287641361 -34.583528631641, -59.0243596329906 -34.591376280391, -59.0250609486039 -34.5933097823205, -59.0281749096443 -34.6023446252042, -59.0275498898155 -34.6057285447365, -59.0247980524881 -34.6080359910681, -59.0116759258033 -34.6191420058988, -58.9975282698138 -34.6312331875615, -58.9889076150943 -34.6384752832077, -58.9804659110729 -34.6456383985932, -58.9634451801509 -34.6601356849139, -58.9599895207997 -34.6610678115303, -58.9402874441102 -34.6668307688249, -58.9378085923926 -34.6686993450987, -58.9390027095074 -34.6747678371659, -58.9401281597867 -34.6805556508226, -58.9418988070842 -34.6893758507149, -58.9383291703549 -34.6975452373228, -58.9344269769234 -34.7063691954819, -58.9356052533797 -34.7125192182872, -58.9374204063266 -34.7223451875803, -58.9393012583463 -34.7320789835582, -58.9336796870679 -34.7410725349695, -58.929899243855 -34.7470129338997, -58.9223871033821 -34.7588957462417, -58.9168146072083 -34.7677890412312, -58.9119224418671 -34.7754106633714, -58.9099637607189 -34.7784637034371, -58.9012365066594 -34.7856030515396, -58.8074347818896 -34.8622564747565, -58.7828606486999 -34.8761207076045, -58.7589696081608 -34.8948481764022, -58.7368190003965 -34.8977446750767, -58.7263715833818 -34.9056962467843, -58.7261995062022 -34.9098109832902, -58.7266265348866 -34.9104494326951)"
69,EZEIZA-EZE.GENETG01-1,3000,3005,1,0.00013,0.00159,0.00073,400.0,True,1.0,line,True,GENELBA - EZEIZA 500 1,paralela,"LINESTRING (-58.7322580517676 -34.9025659315724, -58.7317101074355 -34.903216491248, -58.7291487824903 -34.9052543541051, -58.7265301149728 -34.9072503661114, -58.7264472856137 -34.9093011917966, -58.7270780602043 -34.9100405217527)"
70,EZEIZA-EZE GENETG02-1,3000,3006,1,0.00013,0.00159,0.00073,400.0,True,1.0,line,True,GENELBA - EZEIZA 500 1,paralela,"LINESTRING (-58.7322580517676 -34.9025659315724, -58.7317101074355 -34.903216491248, -58.7291487824903 -34.9052543541051, -58.7265301149728 -34.9072503661114, -58.7264472856137 -34.9093011917966, -58.7270780602043 -34.9100405217527)"
71,EZEIZA-EZE GENETV03-1,3000,3007,1,0.00013,0.00159,0.00073,600.0,True,1.0,line,True,GENELBA - EZEIZA 500 1,paralela,"LINESTRING (-58.7322580517676 -34.9025659315724, -58.7317101074355 -34.903216491248, -58.7291487824903 -34.9052543541051, -58.7265301149728 -34.9072503661114, -58.7264472856137 -34.9093011917966, -58.7270780602043 -34.9100405217527)"
72,ABASTO-EZBPASS-1,3002,3003,1,0.000573,0.006542,0.5981,1732.0,True,58.0,line,True,ABASTO EZEIZA 500 2,manual_geo,"LINESTRING (-58.7265800003667 -34.9116400001858, -58.7274700000404 -34.9125400003207, -58.7313599995643 -34.9165000003747, -58.7305299999595 -34.9181900000684, -58.7297299999395 -34.9186699997207, -58.7289400003806 -34.9191399998111, -58.7204199995833 -34.9200300003842, -58.7139200002078 -34.9148299998046, -58.7025700002053 -34.9166399996362, -58.6827899999585 -34.9198100001313, -58.6634999998251 -34.9228900000734, -58.6548700002503 -34.9370300001344, -58.6496099996018 -34.9456399996862, -58.632279999922 -34.954499999975, -58.5899086593571 -34.9435865830543, -58.5549699996657 -34.9416100000014, -58.5514799997022 -34.9401999997302, -58.533719999978 -34.9330300000344, -58.519579999917 -34.9273099997566, -58.5162100000914 -34.9261399997611, -58.4970699996807 -34.9194899997637, -58.4779300001694 -34.9128399997661, -58.4701700002453 -34.9101400002608, -58.4677799997472 -34.9104199996832, -58.461679999932 -34.9141099998765, -58.4465900001284 -34.9232499995878, -58.4311300003492 -34.9326099995518, -58.4150899999036 -34.9423099999065, -58.4017499998625 -34.9503900001983, -58.3979499999925 -34.9494999996252, -58.3798600003387 -34.9452600001488, -58.3728099998816 -34.9436099996017, -58.3611000003647 -34.9467099995668, -58.3419199999081 -34.9517800004466, -58.3269199997582 -34.9557500000624, -58.3230199997731 -34.9568100003812, -58.3038800002618 -34.9620300000844, -58.2883899999985 -34.9662500004371, -58.2847399998511 -34.9674200004326, -58.2657199995783 -34.9735400002708, -58.2501900001683 -34.9785300001593, -58.2466400001359 -34.9773499997026, -58.2327200003277 -34.9727499998126, -58.2287499998126 -34.972479999952, -58.2092200003027 -34.9711499997726, -58.1975600003937 -34.9703600002138, -58.1900199998231 -34.9699599997542, -58.1718599996393 -34.9690100000115, -58.1681399998611 -34.9688099997816, -58.1658461971442 -34.9696177609509, -58.1656512717887 -34.9697529398463)"
73,EZBPASS-RODRGUEZ-2,3003,3004,2,0.00063,0.00679,0.61747,1732.0,True,60.0,line,True,G.RODRIGUEZ EZEIZA 500 2,manual_geo,"LINESTRING (-58.9326922602396 -34.5304776996861, -58.9330028842756 -34.5304206359036, -58.9343593982676 -34.5300501260124, -58.9364406183398 -34.5311308287247, -58.939479038127 -34.5327811197528, -58.954661518814 -34.5406973238224, -58.966653105956 -34.5430596045171, -58.9779514471016 -34.545226958957, -58.9936858237417 -34.548250122645, -59.0044349453164 -34.5599419675477, -59.0090280815806 -34.5649751384918, -59.0113992772548 -34.574881834529, -59.0143173074977 -34.5808925028866, -59.0168287641361 -34.583528631641, -59.0243596329906 -34.591376280391, -59.0250609486039 -34.5933097823205, -59.0281749096443 -34.6023446252042, -59.0275498898155 -34.6057285447365, -59.0247980524881 -34.6080359910681, -59.0116759258033 -34.6191420058988, -58.9975282698138 -34.6312331875615, -58.9889076150943 -34.6384752832077, -58.9804659110729 -34.6456383985932, -58.9634451801509 -34.6601356849139, -58.9599895207997 -34.6610678115303, -58.9402874441102 -34.6668307688249, -58.9378085923926 -34.6686993450987, -58.9390027095074 -34.6747678371659, -58.9401281597867 -34.6805556508226, -58.9418988070842 -34.6893758507149, -58.9383291703549 -34.6975452373228, -58.9344269769234 -34.7063691954819, -58.9356052533797 -34.7125192182872, -58.9374204063266 -34.7223451875803, -58.9393012583463 -34.7320789835582, -58.9336796870679 -34.7410725349695, -58.929899243855 -34.7470129338997, -58.9223871033821 -34.7588957462417, -58.9168146072083 -34.7677890412312, -58.9119224418671 -34.7754106633714, -58.9099637607189 -34.7784637034371, -58.9012365066594 -34.7856030515396, -58.8074347818896 -34.8622564747565, -58.7828606486999 -34.8761207076045, -58.7589696081608 -34.8948481764022, -58.7368190003965 -34.8977446750767, -58.7263715833818 -34.9056962467843, -58.7261995062022 -34.9098109832902, -58.7266265348866 -34.9104494326951)"
74,R.OESTE-R.COROND-1,4000,4002,1,0.000606,0.007011,0.6983,1732.0,True,65.0,line,True,ROSARIO OESTE - RIO CORONDA 500 1,paralela,"LINESTRING (-60.7944454909666 -32.5783178386973, -60.7948338119309 -32.5783756642055, -60.795861744224 -32.5782418864538, -60.7996259807543 -32.5775949150732, -60.8199941214315 -32.5793280201719, -60.8469180428334 -32.6237065890878, -60.8940278033404 -32.6491693603777, -60.936214961851 -32.6588432875876, -60.945227649936 -32.6609422755655, -60.9503064201052 -32.6623769505358, -60.9787186430509 -32.6705208386657, -60.9794014928846 -32.6706391130046, -60.9797026893276 -32.6706716909457, -60.9765010578775 -32.687168960679, -60.9738615009075 -32.7007720546865, -60.9711265123786 -32.7147723045981, -60.9676992410271 -32.7323420212672, -60.965655745716 -32.7428867773029, -60.9628216168241 -32.7571670392275, -60.9600997763835 -32.771146308855, -60.9572484929236 -32.7854070051291, -60.954505540898 -32.7996013826976, -60.950300401842 -32.8209565958702, -60.945451780775 -32.8457601820867, -60.9420167365831 -32.8632900399033, -60.9371442052408 -32.8879670636291, -60.9345201543816 -32.9012907032034, -60.927309188768 -32.909193246571, -60.9225252055737 -32.9144385253176, -60.9106876138422 -32.9276282594366, -60.9029310897979 -32.9361041664741, -60.8933780278737 -32.9421141837226, -60.8830351111814 -32.9484251294162, -60.8727951938431 -32.9548530022642, -60.8688396607217 -32.9555216805811, -60.8530584671745 -32.9582458349773, -60.8489990758466 -32.9589718360813, -60.8410084861526 -32.9603179808901, -60.8334341332786 -32.9616745425461, -60.8295691798737 -32.9623549111501, -60.8252849796181 -32.962443475486, -60.8166937471187 -32.9624502401864, -60.8124321603159 -32.962450484802, -60.7909956619202 -32.9625709202118, -60.7866283894886 -32.9626614720492, -60.7829237375404 -32.9642229784077, -60.7806960134102 -32.9652518010298, -60.7802411650977 -32.9669981288605)"
75,R.OESTE-R.COROND-2,4000,4002,2,0.000545,0.007068,0.7018,1732.0,True,65.5,line,True,ROSARIO OESTE - RIO CORONDA 500 2,paralela,"LINESTRING (-60.7939246809792 -32.5807106315903, -60.7951513976188 -32.5808220018339, -60.8005275313205 -32.5782595365484, -60.8195443398993 -32.5800413759087, -60.8463194046168 -32.6241962519554, -60.8937562701357 -32.6497589145423, -60.915939575451 -32.6548468056356, -60.9406306690701 -32.6604588099261, -60.9765114126715 -32.6705933186267, -60.9783756083476 -32.6727072920079, -60.9443999391059 -32.8460708924577, -60.9336230968284 -32.9007194835173, -60.9281353473684 -32.9069239494806, -60.9285912209081 -32.9088139368137, -60.9232141483142 -32.9148737567185, -60.917181191159 -32.921392896365, -60.9148622398005 -32.9244485822362, -60.9128480156234 -32.9301151367042, -60.9116642730877 -32.9338808867935, -60.9103327161819 -32.9411954282264, -60.9086751109676 -32.9483158150228, -60.9081941661278 -32.9493462222503, -60.9042492899727 -32.9499826895494, -60.8888464861764 -32.9526171860343, -60.8673600088573 -32.9563190716678, -60.8411503856817 -32.9609053973662, -60.8295706115944 -32.9629162068175, -60.7867172488019 -32.9631988313609, -60.7829905265915 -32.9646890880309, -60.7811214574892 -32.9655379041509, -60.7807705294363 -32.9662498875222)"
76,R.OESTE-A.CABRAL-1,4000,6002,1,0.002622,0.028052,2.60627,1385.6,True,250.2,line,True,R.OESTE  ARROYO CABRAL 500 1,directo,"LINESTRING (-60.7808435768695 -32.9670172538431, -60.7815836523636 -32.9658011617942, -60.7830015046157 -32.9652096300203, -60.7868790206502 -32.9636877154157, -60.7947941761103 -32.963651544683, -60.821894193762 -32.9634674462656, -60.8296730839456 -32.9634025125159, -60.8337089903775 -32.9627108340377, -60.8751203990871 -32.9555270135608, -60.8867411309984 -32.9535079177562, -60.8909453167729 -32.9527816162785, -60.8951674467202 -32.9521009931663, -60.9035317388986 -32.9506962260499, -60.907726611294 -32.9500209359174, -62.1788507825375 -32.736018071177, -62.4195531491584 -32.692827347504, -62.4526127779573 -32.6869122006375, -62.4607592579334 -32.6854404502166, -62.5408582815844 -32.6914894935453, -62.612574350326 -32.6968477784022, -62.6921481986804 -32.7027511216669, -62.7206409478214 -32.6954775119776, -62.7611027569866 -32.6850253006771, -63.2067533208091 -32.5649792757729, -63.2106134682369 -32.5639477389969, -63.2145933127311 -32.5628014190502, -63.4082015058947 -32.5046663839464, -63.4236183678933 -32.4999433801828, -63.423420318293 -32.499414554538, -63.4231228873114 -32.4983794816278)"
77,R.COROND-S.TOME-1,4002,4010,1,0.001313,0.014931,1.48386,1732.0,True,137.9,line,True,RIO CORONDA - SANTO TOME 500 1,directo,"LINESTRING (-60.8634306864769 -31.6595896027779, -60.8639915046042 -31.6613403570718, -60.8732163166796 -31.667521538688, -60.8824564100353 -31.6742498651391, -60.9012576025563 -31.6883660187767, -60.9166160850642 -31.6997966933627, -60.9350897040266 -31.7137438859715, -60.9411275795741 -31.725547425773, -60.9519417823873 -31.7469836588687, -60.9619729329045 -31.7666331863724, -60.9719793178912 -31.7862969033794, -60.9787198013777 -31.7993976738635, -60.9801979657635 -31.8056848783544, -60.992165323371 -31.8545008982978, -60.9956507592751 -31.8686785997376, -61.0025079073141 -31.8965501520678, -61.0077094889018 -31.917629638497, -61.0086173095411 -31.9210922181313, -61.0076018382542 -31.9741159851645, -61.006783957014 -32.0241479397756, -61.005703470139 -32.0840930160798, -61.0052010009254 -32.1129752687936, -61.0046524630407 -32.15210129334, -61.0041852508486 -32.1875493362329, -61.0035002687224 -32.2371619504636, -61.0027451277854 -32.2906695212814, -61.0008295754245 -32.3800658036939, -61.0002693031857 -32.4014504264959, -60.9995790600256 -32.4262281922772, -60.9994868165633 -32.4298000269496, -60.9991504872052 -32.4404209159924, -60.9984250895462 -32.4651334944152, -60.9976236712953 -32.4936023233885, -60.9964953683665 -32.532835075878, -60.9954816444623 -32.5685813384579, -60.9948106818674 -32.5936337787758, -60.9928053043213 -32.6039054574708, -60.9915769140433 -32.6104059685605, -60.9902151956747 -32.6173656312189, -60.9888590117339 -32.6243746720534, -60.9881879205361 -32.6278804290385, -60.9874576818265 -32.6315014575262, -60.9860585624526 -32.6385125029496, -60.9847145958019 -32.6456033901842, -60.9832120732785 -32.6527024387665, -60.9798270214998 -32.6702346384178, -60.9794824921233 -32.6701677792196, -60.9788880663311 -32.6698865495246, -60.9750773384484 -32.6687827720073, -60.9603400500532 -32.6644835737579, -60.9453691159919 -32.660316488615, -60.9321629584537 -32.6572478372179, -60.8985195248562 -32.6494878130121, -60.8943787340913 -32.6485426804004, -60.8906333203714 -32.6464609018491, -60.8655969500392 -32.6329670188129, -60.8475188699998 -32.6232376088286, -60.8431200772297 -32.6160117828175, -60.8291162462177 -32.5928653791339, -60.82054597062 -32.5785892172186, -60.8036569840825 -32.5772159506556, -60.799689992699 -32.5769576024114, -60.7959900684869 -32.5776506181814, -60.794726501227 -32.5780241003319, -60.7944965445798 -32.5780050967577)"
78,R.COROND-CN-TSE-1,4002,4019,1,0.0001,0.0001,0.2937,1732.0,True,2.5,line,True,RIO CORONDA - CN-TSE 500 1,manual_geo,"LINESTRING (-60.8193415059058 -32.5804936017982, -60.81926929754 -32.5796052604744, -60.7998272966923 -32.5779395955358, -60.7951933482943 -32.5805742215231, -60.7947348280499 -32.5805650952029)"
79,C.ELIA-SGDE.ARG-1,4004,4008,1,0.00185,0.01727,1.7053,1732.0,True,159.3,line,True,SGDE.ARG C.ELIA 500 1,directo,"LINESTRING (-57.9642258521413 -31.2801319438341, -57.9646320786075 -31.2802558047615, -57.9657497425565 -31.2810760143465, -57.989203332168 -31.3167109354612, -58.0059267867918 -31.3343130744888, -58.037068423369 -31.3447319470217, -58.0690038744292 -31.3551985690587, -58.0787504749544 -31.3690233054811, -58.084778730454 -31.3777700676345, -58.1050354388344 -31.3948360992066, -58.1081804255861 -31.3975000403945, -58.1152723965039 -31.4048720610967, -58.125361639628 -31.4154407184144, -58.1404511564957 -31.4312986133403, -58.1714113539508 -31.4634583373324, -58.178470728941 -31.4784390434271, -58.2200818384061 -31.56387550565, -58.2461856914165 -31.616905482502, -58.2783948997048 -31.6822829684842, -58.2892447255636 -31.7042957254673, -58.29364678647 -31.7133223629366, -58.2971969690648 -31.7192219191562, -58.3022854923815 -31.7276189619455, -58.3297627801281 -31.7733943092999, -58.3462470231816 -31.800837616163, -58.347851045889 -31.8328001035419, -58.3529681433651 -31.9399586124, -58.3536105911558 -31.9543801434288, -58.3541971649672 -31.9669417613532, -58.3540765541896 -31.9875498420515, -58.3539005694557 -31.9973317976243, -58.3535584952284 -32.0183724684147, -58.3527898950376 -32.0566648924708, -58.3524272200401 -32.0793331886757, -58.351168329255 -32.1485875251941, -58.3478620616847 -32.2194676830871, -58.34726131186 -32.2302765331354, -58.3477108523739 -32.2433639154123, -58.3488095640101 -32.2738583117116, -58.3480707808418 -32.2976966798578, -58.3461485842897 -32.3646459523488, -58.3448508814629 -32.3847838737767, -58.3442239586687 -32.3977479832828, -58.3419126929164 -32.4288083022613, -58.3404996295542 -32.4532940608722, -58.3382536824614 -32.4874244171031, -58.3283221336595 -32.5107571099526, -58.3241177905036 -32.5207411126122, -58.3225957517924 -32.5242469388451, -58.3198085621154 -32.5307377804242, -58.3172797341724 -32.5367521422975, -58.3041043046699 -32.5592829267656, -58.2948484659839 -32.5750686699831, -58.2943194271998 -32.5853830233078, -58.2935016511802 -32.5991061030642, -58.2935357813512 -32.5999048458319, -58.2935454769421 -32.600173425663)"
80,C.ELIA-MERCEDES-1,4004,5030,1,0.003103,0.037779,4.51643,1732.0,True,386.0,line,True,MERCEDES C.ELIA 500,directo,"LINESTRING (-57.7023262481578 -29.3574611998744, -57.7032460001028 -29.3581110868571, -57.7043435480163 -29.3620098403818, -57.7109437471562 -29.386797592235, -57.7164412560591 -29.4076341906653, -57.7224052900721 -29.4283995627895, -57.7308638554825 -29.4560008139863, -57.7515026678138 -29.5170661532803, -57.7546593223698 -29.5251541629342, -57.7597005989035 -29.5375712571078, -57.7674916470219 -29.55811024739, -57.7834732769701 -29.5988971551795, -57.8066393209478 -29.6610524350218, -57.809695087758 -29.6693214773043, -57.8159799423204 -29.682929503194, -57.823331561902 -29.6989707465027, -57.840111672016 -29.7354392555172, -57.8669271846418 -29.7934556493587, -57.8812927337726 -29.8246265139024, -57.8866729665841 -29.836280477562, -57.939847244155 -29.8777386645077, -57.9659652650849 -29.8980914474623, -57.9763267788577 -29.917804074998, -57.985162599974 -29.9334160161362, -57.9982124022805 -29.9564867805405, -58.0115048641581 -29.9799537295809, -58.0180640542127 -29.9915478505528, -58.033546749283 -30.018826828795, -58.0556956267517 -30.057052524954, -58.0708765453163 -30.0830613421072, -58.1545056364259 -30.1536152952096, -58.2150408505548 -30.2045922016687, -58.2576044643745 -30.2401489761942, -58.1923600456795 -30.5386629871071, -58.187802094491 -30.5591317331429, -58.2058160159963 -30.6646858226926, -58.2103461907241 -30.7018479374323, -58.2134934473647 -30.7262051784262, -58.2157883472544 -30.7427149532325, -58.2167596195608 -30.7459685070409, -58.2203187018466 -30.7584987997797, -58.2227199753465 -30.7668009964688, -58.2238084491006 -30.7710691851947, -58.2247535655246 -30.7753654462583, -58.2269950843556 -30.7884720884161, -58.2306292456431 -30.809849799029, -58.2343609267153 -30.831456832267, -58.2394451620646 -30.8609231775626, -58.2446239988984 -30.8911056287217, -58.246025156136 -30.8995012685687, -58.2496102971774 -30.9203569775924, -58.2529305887756 -30.9282774606363, -58.2702693235704 -30.969852428147, -58.2825432465735 -30.9993162922131, -58.2978499596079 -31.0360361221693, -58.3067231448572 -31.0572155583513, -58.3118314118901 -31.0697539917533, -58.3153751877147 -31.0779829836277, -58.3223382597029 -31.0943928635398, -58.3328124801118 -31.1195342881768, -58.3451517703379 -31.148784083019, -58.3537425981423 -31.1691381978695, -58.355501017358 -31.1733360029541, -58.3694346958545 -31.2065980232801, -58.3780114987317 -31.2269204622095, -58.388441916761 -31.2516988773013, -58.3998461863524 -31.2788274340388, -58.40116841549 -31.2820364246413, -58.4015465057666 -31.2859704756569, -58.4028393783346 -31.2990156320657, -58.4041441354435 -31.3124991189392, -58.4058835348972 -31.3300304300603, -58.4072340980752 -31.3430646075456, -58.4085183236617 -31.3603879216652, -58.408975452655 -31.3683885945579, -58.4099291926781 -31.3808287950129, -58.4104433647694 -31.384936922401, -58.4127341772405 -31.4020022668911, -58.4140301128994 -31.410666997384, -58.4142239284915 -31.4124003902658, -58.4148568164889 -31.419704949224, -58.4167714074744 -31.4392337391457, -58.4213205246225 -31.4833546127252, -58.4294253048339 -31.5640325191854, -58.4302715309064 -31.5728138845531, -58.4306151186927 -31.5762877875513, -58.4298958211352 -31.5833915692655, -58.4285646581324 -31.5963288061295, -58.4264879526568 -31.6168366295068, -58.4253089216693 -31.6284689995446, -58.4230731225265 -31.65031829935, -58.4203685247875 -31.6778535582951, -58.4193775744155 -31.6884555148101, -58.4175750209704 -31.7157085934768, -58.4172202384232 -31.7197095405628, -58.4149860067988 -31.732718177302, -58.4141837431852 -31.7367157995944, -58.41340555802 -31.7485492544445, -58.4116235909559 -31.7782705476476, -58.4048277173252 -31.8952904689799, -58.4033080420324 -31.9215222568466, -58.4057922555081 -31.9383202005168, -58.4099095433907 -31.9643726995404, -58.4130296063312 -31.9843737171732, -58.4135569103231 -31.9890115677296, -58.4150806442563 -32.0022452706027, -58.4184429117109 -32.0319256581426, -58.4196419903855 -32.0431907117819, -58.435045051388 -32.0791835909499, -58.4435198963261 -32.0990088684645, -58.4464471410227 -32.1053141574223, -58.4492580710032 -32.1113030118245, -58.4520846923546 -32.1194045742616, -58.4511306051932 -32.1275690874434, -58.4446864555155 -32.1875563761258, -58.4413107261091 -32.2227054286126, -58.4391879213854 -32.2376588636656, -58.4373502772934 -32.2509335027789, -58.4361228690751 -32.2579437433091, -58.4345367024068 -32.2666135621661, -58.4320293403817 -32.279561882275, -58.4309988252356 -32.2866622573572, -58.4294443398844 -32.2976594164489, -58.4270570040774 -32.313315074531, -58.4260316429459 -32.3257720041746, -58.4249037033432 -32.3408724433086, -58.4232862528583 -32.36100403261, -58.4198404051106 -32.3765146318447, -58.4169067428518 -32.3883574576306, -58.413739803649 -32.4008757543126, -58.4103101526914 -32.4138821319548, -58.407672063415 -32.4263640330736, -58.4047183345834 -32.4390226779542, -58.4027761407063 -32.445782265739, -58.3961497272281 -32.4752382508445, -58.3932715990051 -32.4900392328243, -58.3874872819125 -32.5208422009068, -58.3843695320282 -32.537570295133, -58.381998847169 -32.5487678429615, -58.381039972017 -32.55508891682, -58.37936564301 -32.565778416041, -58.3559751012698 -32.57496480728, -58.3218084654882 -32.5885176795473, -58.2960244284845 -32.5986832346435, -58.294681540121 -32.5993015734089, -58.2946186199533 -32.6001452427087)"
81,ROMANG-S.TOME-1,4006,4010,1,0.00285,0.029189,2.88885,1083.0,True,270.9,line,True,S.TOME ROMANG 500 1,directo,"LINESTRING (-59.7637478597759 -29.460492940197, -59.7638696702491 -29.4610186182146, -59.7640526849834 -29.4616925404783, -59.7736648944193 -29.4697178799761, -59.7871112842583 -29.4809967867723, -59.8075685864211 -29.4985490745801, -59.8314618815605 -29.5191895011945, -59.9063343692357 -29.5837605552054, -59.9538679091766 -29.6247909913112, -59.9707564901199 -29.6392057522436, -59.9979717415026 -29.6624317989883, -60.1043485695308 -29.7504608151145, -60.1311434580042 -29.7726142602399, -60.1590526055932 -29.7957463772934, -60.1692126433488 -29.8040710678255, -60.1711995299343 -29.8077897069294, -60.2184303688664 -29.8931241689452, -60.2451216671312 -29.9415518220589, -60.2758562318796 -29.9973125831092, -60.2841444414128 -30.0121008333867, -60.3171819639764 -30.1265556274402, -60.3219326830468 -30.1422757804029, -60.3324047738612 -30.1784097748912, -60.3465880816746 -30.2268272674644, -60.3546458363363 -30.2547673391413, -60.3736974055108 -30.3177626523245, -60.3859199736278 -30.3570255294046, -60.4044718677824 -30.4169191402061, -60.4157501612409 -30.4529323917165, -60.4181826969739 -30.4610291670624, -60.4331845407339 -30.5091076440025, -60.4565959413496 -30.5845584362228, -60.4650995484054 -30.6120107812725, -60.4801789523967 -30.6586338340841, -60.4898096348068 -30.6852503213452, -60.4978138429345 -30.7077954383088, -60.5035286109566 -30.7236552344015, -60.5108311203599 -30.7434356663229, -60.5323159591142 -30.8032700711568, -60.5409146290069 -30.8268553718779, -60.5493555659066 -30.8503548197191, -60.5537218652718 -30.8622245721063, -60.5579437290198 -30.8739314608682, -60.5655903478163 -30.8963601569956, -60.5774920809947 -30.9260047713031, -60.5878822093964 -30.9547522192395, -60.6122414172076 -31.0172691803284, -60.6211846227721 -31.0405090730353, -60.624190698442 -31.0484608596808, -60.6318505426684 -31.0681473870922, -60.6393303678022 -31.0877087117876, -60.6439729685776 -31.0995051073747, -60.651471337732 -31.1192160172054, -60.6652944409856 -31.1546969339163, -60.6790682613911 -31.1903485410523, -60.6944404702514 -31.2297849684015, -60.7051252039649 -31.2573942595374, -60.7096599688325 -31.2690717386698, -60.7208411624896 -31.2978888777694, -60.729799377739 -31.3209689456603, -60.742152566088 -31.3524258431781, -60.7499007300346 -31.3721267723326, -60.7609658149204 -31.3999179234734, -60.7748697591321 -31.4355564014068, -60.7976381309949 -31.4902173104804, -60.8090375253615 -31.5168377160877, -60.8188492511919 -31.5397620429838, -60.8253113999011 -31.5551409275117, -60.8299812582284 -31.5660563769002, -60.8376002111808 -31.5840392043457, -60.8437248856949 -31.5981568319722, -60.8494023129663 -31.6130898416229, -60.8565640254094 -31.635455666146, -60.8617789079702 -31.6512859563818, -60.8630812486007 -31.6551989021076, -60.8628308539607 -31.6569193276648, -60.8628535339634 -31.6571708248736)"
82,ROMANG-RESISTEN-1,4006,5004,1,0.002679,0.027271,2.77769,1083.0,True,256.6,line,True,ROMANG RESISTENCIA 500 1,directo,"LINESTRING (-59.1095617372843 -27.2990667638201, -59.1097275309008 -27.2988987497774, -59.1102215833594 -27.2985791873796, -59.1129863889107 -27.2991008418304, -59.116752851263 -27.3020335076402, -59.1201073890447 -27.30847717708, -59.1276930985576 -27.3227605542562, -59.1400474173544 -27.3460884429273, -59.1440816465507 -27.549992283517, -59.1486884992748 -27.5575655922782, -59.2078129100377 -27.6565240602371, -59.2978260851057 -27.8091534869438, -59.3011283291091 -28.0084725972325, -59.301647844972 -28.0297967837945, -59.3018818881386 -28.0383187559058, -59.3017432306655 -28.0425411448579, -59.3018218745798 -28.0467792845363, -59.3016783005131 -28.0553243692242, -59.3009025120413 -28.1237368377848, -59.3007268510633 -28.1449835468532, -59.3004140488692 -28.1531542302835, -59.3001787646382 -28.1570681535724, -59.2994800201868 -28.1686624759925, -59.2993494134447 -28.1725820767014, -59.2991191294443 -28.1765143362676, -59.298781699316 -28.1803327839308, -59.2966393757066 -28.2175614628912, -59.2930616297903 -28.2817301017627, -59.2901065681635 -28.3399437879754, -59.3098893149399 -28.3766230540107, -59.3449270646323 -28.4416364692476, -59.4003298460455 -28.5373644060424, -59.407129162281 -28.5483768617028, -59.4120261246059 -28.555810013821, -59.4120138056925 -28.5558328754868, -59.4188166814446 -28.5665736351651, -59.4256874515146 -28.5773158985099, -59.4279962881981 -28.5808782606232, -59.4483381821614 -28.609055403484, -59.4501823975995 -28.621276645101, -59.4550956637339 -28.6502805113365, -59.4644754919503 -28.7050284028385, -59.4672275927791 -28.7218877063525, -59.4693988322902 -28.7345905574082, -59.4700964462939 -28.7387529372982, -59.4936700711169 -28.7803744339329, -59.5110788747902 -28.8110059030999, -59.5347133144679 -28.8528131016433, -59.5497265157661 -28.8794105862296, -59.5541222733242 -28.8869794802188, -59.5581426232834 -28.8989344613562, -59.5649507546735 -28.9191728343588, -59.5705680388838 -28.9356176223553, -59.5773889559355 -28.955723858869, -59.5801645164792 -28.9638647630483, -59.5912905160445 -28.9967333605561, -59.607339843359 -29.0195378096222, -59.6135566462222 -29.0256444068638, -59.6515766224631 -29.0627757279175, -59.6738803452017 -29.08470110767, -59.7121838039394 -29.1220474782085, -59.7308257301233 -29.1402114974626, -59.7403975851803 -29.201186820915, -59.74499113873 -29.2305469670689, -59.7496703976707 -29.259877823203, -59.750323659809 -29.2640829127962, -59.7526764274751 -29.278833101966, -59.7530240469222 -29.3037926639002, -59.7535026310416 -29.3411160909348, -59.7537432410577 -29.3668312731447, -59.7544857654057 -29.4397415921008, -59.762531857659 -29.4584211270333, -59.7627544416641 -29.4588057346969)"
