gen_key,bus_id_origen,bus_name_origen,carrier,pg_mw,pt_mw,stat,match_type,bus_conexion500kv,bus_conexion500kv_name,n_saltos,camino
6685-1,6685,MSEVE.TV01,steam,5.0,5.7,1,bfs,6252,MALVINAS_132kV,5,MSEVE.TV01 -> ARCOR -> ARRO.VIE -> ARRO-CBA -> ARRO-CBA -> MALVINAS
6686-1,6686,MSEVTG01,ccgt,25.0,25.0,1,bfs,6252,MALVINAS_132kV,6,MSEVTG01 -> MSEVE.TV01 -> ARCOR -> ARRO.VIE -> ARRO-CBA -> ARRO-CBA -> MALVINAS
6687-1,6687,VMRSFV,solar,12.0,15.0,1,bfs,6252,MALVINAS_132kV,12,VMRSFV -> PS.VMS2_02 -> PS.VMS23_02 -> PS.VMS23_01 -> PSF.V.M.S. -> S.ELENA -> S.J.DORMIDA -> V.TOTORAL -> TOTORAL NVA -> JE.MARIA -> JE.MARIA -> NORTE -> MALVINAS
6688-1,6688,VMR2FV,solar,12.0,15.0,1,bfs,6252,MALVINAS_132kV,12,VMR2FV -> PS.VMS2_01 -> PS.VMS23_02 -> PS.VMS23_01 -> PSF.V.M.S. -> S.ELENA -> S.J.DORMIDA -> V.TOTORAL -> TOTORAL NVA -> JE.MARIA -> JE.MARIA -> NORTE -> MALVINAS
6691-1,6691,VMARTG12,ocgt,14.0,16.0,1,bfs,6203,A.CABRAL_132kV,2,VMARTG12 -> V.MARIA -> A.CABRAL
6691-2,6691,VMARTG12,ocgt,14.0,16.0,1,bfs,6203,A.CABRAL_132kV,2,VMARTG12 -> V.MARIA -> A.CABRAL
6693-3,6693,VMARTG03,ocgt,14.0,16.0,0,bfs,6203,A.CABRAL_132kV,2,VMARTG03 -> V.MARIA -> A.CABRAL
6695-1,6695,YANQDI01,diesel,1.5,1.53,1,bfs,6205,LUJAN.SL_132kV_1,6,YANQDI01 -> VM12-YPF -> V.MERCEDES -> V.MERCEDES -> V.MER.SU -> SLUIS.PIND -> LUJAN.SL2
6696-1,6696,BROCFV01,solar,20.8,26.0,1,bfs,6202,ALMAFUE._132kV_2,8,BROCFV01 -> CBROFV23_02 -> CBROFV23_01 -> CBROFV66 -> LA_VINA -> LA VINA -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6697-1,6697,MANYLOEO01,wind,39.9,79.8,1,bfs,6205,LUJAN.SL_132kV_1,9,MANYLOEO01 -> MANQ33 -> ACHI33_02 -> ACHIRAPE -> PIQ126_01 -> LIM.CBA-SLS -> V.MERCEDES -> V.MER.SU -> SLUIS.PIND -> LUJAN.SL2
6824-1,6824,BVILDI01,diesel,4.0,5.0,0,bfs,6203,A.CABRAL_132kV,4,BVILDI01 -> B.VILLE -> V.MARIA1 -> V.MARIA -> A.CABRAL
6824-2,6824,BVILDI01,diesel,4.0,5.0,0,bfs,6203,A.CABRAL_132kV,4,BVILDI01 -> B.VILLE -> V.MARIA1 -> V.MARIA -> A.CABRAL
7600-1,7600,ANCHDI14,ocgt,9.73,10.0,0,bfs,7216,GRAN MZA_132kV,3,ANCHDI14 -> ANCHORIZ -> CRUZPIED -> GRAN MZA
7600-2,7600,ANCHDI14,ocgt,9.73,10.0,0,bfs,7216,GRAN MZA_132kV,3,ANCHDI14 -> ANCHORIZ -> CRUZPIED -> GRAN MZA
7600-3,7600,ANCHDI14,ocgt,9.73,10.0,0,bfs,7216,GRAN MZA_132kV,3,ANCHDI14 -> ANCHORIZ -> CRUZPIED -> GRAN MZA
7600-4,7600,ANCHDI14,ocgt,9.73,10.0,0,bfs,7216,GRAN MZA_132kV,3,ANCHDI14 -> ANCHORIZ -> CRUZPIED -> GRAN MZA
7601-1,7601,ADTOHI01,hydro,75.0,75.0,0,bfs,7104,GRAN MZA_220kV,3,ADTOHI01 -> A.TORO -> REYUNOS -> GRAN MZA
7602-2,7602,ADTOHI02,hydro,75.0,75.0,0,bfs,7104,GRAN MZA_220kV,3,ADTOHI02 -> A.TORO -> REYUNOS -> GRAN MZA
7603-1,7603,ETIGHI12,hydro,6.0,7.2,1,bfs,7216,GRAN MZA_132kV,6,ETIGHI12 -> EL TIGRE -> VARGAS -> CAPIZ -> ANCHORIZ -> CRUZPIED -> GRAN MZA
7603-2,7603,ETIGHI12,hydro,6.0,7.2,0,bfs,7216,GRAN MZA_132kV,6,ETIGHI12 -> EL TIGRE -> VARGAS -> CAPIZ -> ANCHORIZ -> CRUZPIED -> GRAN MZA
7604-26,7604,LDCUTG26,ocgt,35.0,45.0,1,bfs,7216,GRAN MZA_132kV,3,LDCUTG26 -> LUJ.CUYO -> CRUZPIED -> GRAN MZA
7605-27,7605,LDCUTG27,ocgt,35.0,45.0,1,bfs,7216,GRAN MZA_132kV,3,LDCUTG27 -> LUJ.CUYO -> CRUZPIED -> GRAN MZA
7607-1,7607,QUEMFV01,solar,80.0,100.0,1,bfs,7104,GRAN MZA_220kV,5,QUEMFV01 -> EQEUM33_03 -> EQEUM33_01 -> ELQUEMADO -> CRUZPIED -> GRAN MZA
7608-1,7608,ALGRFV01,solar,4.4,5.5,1,bfs,7203,NVA.SJUAN_132kV,5,ALGRFV01 -> CAUC13_01 -> CAUCETE -> CERVANTES -> LA BEBIDA -> NVA.SJUAN
7609-1,7609,HESRFV,solar,3.5,5.6,1,bfs,7216,GRAN MZA_132kV,9,HESRFV -> SROS13_01 -> SANTA.R -> TPORTICO -> BTUN66_01 -> TUNUYAN -> LC35 -> ANCHORIZ -> CRUZPIED -> GRAN MZA
7610-1,7610,LUNLHI01,hydro,6.3,6.5,1,bfs,7216,GRAN MZA_132kV,3,LUNLHI01 -> CRUZP13_01 -> CRUZPIED -> GRAN MZA
7611-1,7611,CDPITG21,ocgt,0.0,13.0,0,bfs,7216,GRAN MZA_132kV,2,CDPITG21 -> CRUZPIED -> GRAN MZA
7612-1,7612,ULN1FV01,solar,17.1,25.0,1,bfs,7203,NVA.SJUAN_132kV,6,ULN1FV01 -> ULLUM.N1_33 -> SOLAR.SJ_33 -> SOL.ULLUM -> COSTANERA -> LA BEBIDA -> NVA.SJUAN
7613-1,7613,ULN2FV01,solar,20.985,30.68,1,bfs,7203,NVA.SJUAN_132kV,6,ULN2FV01 -> ULLUM.N2_33 -> SOLAR.SJ_33 -> SOL.ULLUM -> COSTANERA -> LA BEBIDA -> NVA.SJUAN
7614-1,7614,ULL3FV01,solar,26.854,39.26,1,bfs,7203,NVA.SJUAN_132kV,6,ULL3FV01 -> ULLUM.3_33 -> SOLAR.SJ_33 -> SOL.ULLUM -> COSTANERA -> LA BEBIDA -> NVA.SJUAN
7615-1,7615,CARRHI01,hydro,8.5,8.5,1,bfs,7216,GRAN MZA_132kV,6,CARRHI01 -> CARRIZAL -> ARGENTIN -> ANCHORIZ -> ANCHORIZ -> CRUZPIED -> GRAN MZA
7616-2,7616,CARRHI02,hydro,8.5,8.5,1,bfs,7216,GRAN MZA_132kV,6,CARRHI02 -> CARRIZAL -> ARGENTIN -> ANCHORIZ -> ANCHORIZ -> CRUZPIED -> GRAN MZA
7617-1,7617,TAMBFV01,solar,2.4,3.0,1,bfs,7203,NVA.SJUAN_132kV,5,TAMBFV01 -> CALIN33_01 -> CALINGASTA -> BAUCHACETA.B -> RODEO -> NVA.SJUAN
7618-1,7618,SMARHI13,hydro,2.0,2.0,1,bfs,7216,GRAN MZA_132kV,7,SMARHI13 -> CH.SMART -> CARBOM.B -> G.CRUZ B -> CARBOM.A -> CRUZPIED -> CRUZPIED -> GRAN MZA
7618-2,7618,SMARHI13,hydro,2.0,2.0,1,bfs,7216,GRAN MZA_132kV,7,SMARHI13 -> CH.SMART -> CARBOM.B -> G.CRUZ B -> CARBOM.A -> CRUZPIED -> CRUZPIED -> GRAN MZA
7618-3,7618,SMARHI13,hydro,2.0,2.0,0,bfs,7216,GRAN MZA_132kV,7,SMARHI13 -> CH.SMART -> CARBOM.B -> G.CRUZ B -> CARBOM.A -> CRUZPIED -> CRUZPIED -> GRAN MZA
7619-1,7619,ULL4FV01,solar,9.234,13.5,1,bfs,7203,NVA.SJUAN_132kV,6,ULL4FV01 -> ULLUM.4_33 -> SOLAR.SJ_33 -> SOL.ULLUM -> COSTANERA -> LA BEBIDA -> NVA.SJUAN
7621-1,7621,ULLUHI01,hydro,20.0,21.0,1,bfs,7203,NVA.SJUAN_132kV,3,ULLUHI01 -> ULLUM -> SANJUAN1 -> NVA.SJUAN
7622-2,7622,ULLUHI02,hydro,20.0,21.0,1,bfs,7203,NVA.SJUAN_132kV,3,ULLUHI02 -> ULLUM -> SANJUAN1 -> NVA.SJUAN
7623-1,7623,CVIEHI01,hydro,4.0,8.4,1,bfs,7203,NVA.SJUAN_132kV,6,CVIEHI01 -> CVIENTO -> JACHAL -> JACHAL -> COSTANERA -> LA BEBIDA -> NVA.SJUAN
7624-1,7624,UL42FV01,solar,5.472,8.0,1,bfs,7203,NVA.SJUAN_132kV,6,UL42FV01 -> ULL.4_33 -> SOLAR.SJ_33 -> SOL.ULLUM -> COSTANERA -> LA BEBIDA -> NVA.SJUAN
7625-1,7625,PNEGHI01,hydro,28.0,31.64,1,bfs,7203,NVA.SJUAN_132kV,4,PNEGHI01 -> P.NEGRA -> RIELES -> SANJUAN1 -> NVA.SJUAN
7626-2,7626,PNEGHI02,hydro,28.0,31.64,1,bfs,7203,NVA.SJUAN_132kV,4,PNEGHI02 -> P.NEGRA -> RIELES -> SANJUAN1 -> NVA.SJUAN
7627-1,7627,QUEMFV02,solar,80.0,100.0,1,bfs,7104,GRAN MZA_220kV,5,QUEMFV02 -> EQEUM33_04 -> EQEUM33_02 -> ELQUEMADO -> CRUZPIED -> GRAN MZA
7629-1,7629,SULLFV01,solar,53.352,78.0,1,bfs,7203,NVA.SJUAN_132kV,6,SULLFV01 -> SULL33_01 -> SOLAR.SJ_33 -> SOL.ULLUM -> COSTANERA -> LA BEBIDA -> NVA.SJUAN
7630-1,7630,ZONDFV01,solar,80.0,100.0,1,bfs,7203,NVA.SJUAN_132kV,7,ZONDFV01 -> ZOND33_02 -> ZOND33_01 -> ZONDA2 -> ZONDA -> BAUCHACETA.B -> RODEO -> NVA.SJUAN
7631-1,7631,LREYHB01,hydro,100.0,115.0,1,bfs,7104,GRAN MZA_220kV,2,LREYHB01 -> REYUNOS -> GRAN MZA
7632-2,7632,LREYHB02,hydro,80.0,115.0,0,bfs,7104,GRAN MZA_220kV,2,LREYHB02 -> REYUNOS -> GRAN MZA
7633-1,7633,IGLEFV01,solar,64.0,80.0,1,bfs,7203,NVA.SJUAN_132kV,7,IGLEFV01 -> IGGU33_1 -> GUANIZUIL_A -> BAUCHACETA.A -> JACHAL -> COSTANERA -> LA BEBIDA -> NVA.SJUAN
7634-1,7634,SRAFFV01,solar,80.0,100.0,1,bfs,7104,GRAN MZA_220kV,5,SRAFFV01 -> PSSR33_01 -> PSSR33 -> A.TORO -> REYUNOS -> GRAN MZA
7635-1,7635,SRAFFV02,solar,80.0,100.0,1,bfs,7104,GRAN MZA_220kV,5,SRAFFV02 -> PSSR33_02 -> PSSR33 -> A.TORO -> REYUNOS -> GRAN MZA
7636-1,7636,MARCAFV01,solar,4.0,5.0,1,bfs,7216,GRAN MZA_132kV,9,MARCAFV01 -> PSMARCA_02 -> PSMARCA_01 -> PSMARCA -> EL.MARCADO -> LAMBARE -> PIQ.MCAS -> MCAS66_01 -> MCAS.CUY -> GRAN MZA
7637-1,7637,TOC3FV,solar,56.76,70.95,1,bfs,7203,NVA.SJUAN_132kV,6,TOC3FV -> TOCO33_02 -> TOCO33_01 -> TOCOTA -> BAUCHACETA.B -> RODEO -> NVA.SJUAN
7638-1,7638,HON4FV01,solar,4.0,5.0,1,bfs,7216,GRAN MZA_132kV,5,HON4FV01 -> HON433 -> C.HONDA33 -> C.HONDA -> CRUZPIED -> GRAN MZA
7639-1,7639,ACONFV,solar,21.6,27.0,1,bfs,7216,GRAN MZA_132kV,5,ACONFV -> ACONFV_13 -> LUJ.CUYO13 -> LUJ.CUYO -> CRUZPIED -> GRAN MZA
7641-1,7641,LMOLFV,solar,60.0,90.0,1,bfs,7104,GRAN MZA_220kV,12,LMOLFV -> CEQ33 -> LOSMOLLES33 -> MOLLES132 -> LOS MOLLES -> PU.ROJAS -> SOSNEADO -> NIHUIL 1 -> NIHUIL 2 -> NIHUIL -> A.TORO -> REYUNOS -> GRAN MZA
7642-2,7642,LDCUTG22,ccgt,20.0,28.8,1,bfs,7216,GRAN MZA_132kV,3,LDCUTG22 -> LUJ.CUYO -> CRUZPIED -> GRAN MZA
7643-3,7643,LDCUTG23,ocgt,20.0,22.8,1,bfs,7216,GRAN MZA_132kV,3,LDCUTG23 -> LUJ.CUYO -> CRUZPIED -> GRAN MZA
7644-4,7644,LDCUTG24,ocgt,20.0,22.8,1,bfs,7216,GRAN MZA_132kV,3,LDCUTG24 -> LUJ.CUYO -> CRUZPIED -> GRAN MZA
7645-G,7645,LDCUTG25,ccgt,170.0,197.0,1,bfs,7216,GRAN MZA_132kV,3,LDCUTG25 -> LUJ.CUYO -> CRUZPIED -> GRAN MZA
7646-1,7646,CARRFV01,solar,31.68,39.6,0,bfs,7216,GRAN MZA_132kV,6,CARRFV01 -> ARGENTINA33 -> ARGENTINA66 -> ANCHORIZ -> ANCHORIZ -> CRUZPIED -> GRAN MZA
7647-1,7647,HSR2FV01,solar,3.5,6.1,1,bfs,7216,GRAN MZA_132kV,9,HSR2FV01 -> SROS13_01 -> SANTA.R -> TPORTICO -> BTUN66_01 -> TUNUYAN -> LC35 -> ANCHORIZ -> CRUZPIED -> GRAN MZA
7648-1,7648,ANCHFV01,solar,144.0,180.0,1,bfs,7216,GRAN MZA_132kV,5,ANCHFV01 -> ANCHORISFV33 -> ANCHORISFV33 -> ANCHORIZ -> CRUZPIED -> GRAN MZA
7651-1,7651,LDCUTV11,steam,59.0,60.0,1,bfs,7216,GRAN MZA_132kV,3,LDCUTV11 -> LUJ.CUYO -> CRUZPIED -> GRAN MZA
7652-2,7652,LDCUTV12,steam,55.0,60.0,1,bfs,7216,GRAN MZA_132kV,3,LDCUTV12 -> LUJ.CUYO -> CRUZPIED -> GRAN MZA
7653-3,7653,LDCUTV15,ccgt,80.0,98.0,1,bfs,7216,GRAN MZA_132kV,3,LDCUTV15 -> LUJ.CUYO -> CRUZPIED -> GRAN MZA
7661-1,7661,NIH1HI01,hydro,18.0,19.0,1,bfs,7104,GRAN MZA_220kV,6,NIH1HI01 -> NIHUIL 1 -> NIHUIL 2 -> NIHUIL -> A.TORO -> REYUNOS -> GRAN MZA
7662-2,7662,NIH1HI02,hydro,18.0,19.0,1,bfs,7104,GRAN MZA_220kV,6,NIH1HI02 -> NIHUIL 1 -> NIHUIL 2 -> NIHUIL -> A.TORO -> REYUNOS -> GRAN MZA
7663-3,7663,NIH1HI03,hydro,18.0,19.0,1,bfs,7104,GRAN MZA_220kV,6,NIH1HI03 -> NIHUIL 1 -> NIHUIL 2 -> NIHUIL -> A.TORO -> REYUNOS -> GRAN MZA
7664-4,7664,NIH1HI04,hydro,18.0,19.0,1,bfs,7104,GRAN MZA_220kV,6,NIH1HI04 -> NIHUIL 1 -> NIHUIL 2 -> NIHUIL -> A.TORO -> REYUNOS -> GRAN MZA
7665-1,7665,CACHHI01,hydro,28.0,30.0,1,bfs,7216,GRAN MZA_132kV,6,CACHHI01 -> CACHEUTA -> PI-PIP_1 -> P.I.PE_1 -> LUJ.CUYO -> CRUZPIED -> GRAN MZA
7666-2,7666,CACHHI02,hydro,28.0,30.0,1,bfs,7216,GRAN MZA_132kV,6,CACHHI02 -> CACHEUTA -> PI-PIP_1 -> P.I.PE_1 -> LUJ.CUYO -> CRUZPIED -> GRAN MZA
7667-3,7667,CACHHI03,hydro,28.0,30.0,1,bfs,7216,GRAN MZA_132kV,6,CACHHI03 -> CACHEUTA -> PI-PIP_1 -> P.I.PE_1 -> LUJ.CUYO -> CRUZPIED -> GRAN MZA
7668-4,7668,CACHHI04,hydro,28.0,30.0,1,bfs,7216,GRAN MZA_132kV,6,CACHHI04 -> CACHEUTA -> PI-PIP_1 -> P.I.PE_1 -> LUJ.CUYO -> CRUZPIED -> GRAN MZA
7671-1,7671,NIH2HI01,hydro,18.0,21.3,0,bfs,7104,GRAN MZA_220kV,5,NIH2HI01 -> NIHUIL 2 -> NIHUIL -> A.TORO -> REYUNOS -> GRAN MZA
7672-2,7672,NIH2HI02,hydro,18.0,21.3,0,bfs,7104,GRAN MZA_220kV,5,NIH2HI02 -> NIHUIL 2 -> NIHUIL -> A.TORO -> REYUNOS -> GRAN MZA
7673-3,7673,NIH2HI03,hydro,18.0,21.3,0,bfs,7104,GRAN MZA_220kV,5,NIH2HI03 -> NIHUIL 2 -> NIHUIL -> A.TORO -> REYUNOS -> GRAN MZA
7674-4,7674,NIH2HI04,hydro,18.0,21.3,0,bfs,7104,GRAN MZA_220kV,5,NIH2HI04 -> NIHUIL 2 -> NIHUIL -> A.TORO -> REYUNOS -> GRAN MZA
7675-5,7675,NIH2HI05,hydro,18.0,21.3,0,bfs,7104,GRAN MZA_220kV,5,NIH2HI05 -> NIHUIL 2 -> NIHUIL -> A.TORO -> REYUNOS -> GRAN MZA
7676-6,7676,NIH2HI06,hydro,12.0,21.3,1,bfs,7104,GRAN MZA_220kV,5,NIH2HI06 -> NIHUIL 2 -> NIHUIL -> A.TORO -> REYUNOS -> GRAN MZA
7677-1,7677,CONDHI01,hydro,21.0,25.0,1,bfs,7216,GRAN MZA_132kV,8,CONDHI01 -> CH.ACOND -> CH.SMART -> CARBOM.B -> G.CRUZ B -> CARBOM.A -> CRUZPIED -> CRUZPIED -> GRAN MZA
7678-2,7678,CONDHI02,hydro,12.0,14.6,1,bfs,7216,GRAN MZA_132kV,8,CONDHI02 -> CH.ACOND -> CH.SMART -> CARBOM.B -> G.CRUZ B -> CARBOM.A -> CRUZPIED -> CRUZPIED -> GRAN MZA
7679-3,7679,CONDHI03,hydro,12.0,14.6,1,bfs,7216,GRAN MZA_132kV,8,CONDHI03 -> CH.ACOND -> CH.SMART -> CARBOM.B -> G.CRUZ B -> CARBOM.A -> CRUZPIED -> CRUZPIED -> GRAN MZA
7680-1,7680,QULLHI01,hydro,25.0,41.0,0,bfs,7203,NVA.SJUAN_132kV,4,QULLHI01 -> Q.ULLUM -> RIELES -> SANJUAN1 -> NVA.SJUAN
7681-1,7681,NIH3HI01,hydro,18.0,26.2,1,bfs,7104,GRAN MZA_220kV,6,NIH3HI01 -> NIHUIL 3 -> NIHUIL 2 -> NIHUIL -> A.TORO -> REYUNOS -> GRAN MZA
7682-2,7682,NIH3HI02,hydro,18.0,26.2,1,bfs,7104,GRAN MZA_220kV,6,NIH3HI02 -> NIHUIL 3 -> NIHUIL 2 -> NIHUIL -> A.TORO -> REYUNOS -> GRAN MZA
7683-1,7683,NIH4HI01,hydro,19.0,26.0,1,bfs,7104,GRAN MZA_220kV,7,NIH4HI01 -> NIHUIL 4 -> NIHUIL 3 -> NIHUIL 2 -> NIHUIL -> A.TORO -> REYUNOS -> GRAN MZA
7684-1,7684,SANDFV01,solar,4.0,5.0,1,bfs,7216,GRAN MZA_132kV,7,SANDFV01 -> MARCA13_01 -> EL.MARCADO -> LAMBARE -> PIQ.MCAS -> MCAS66_01 -> MCAS.CUY -> GRAN MZA
7685-1,7685,HON1FV01,solar,5.6,7.0,1,bfs,7216,GRAN MZA_132kV,4,HON1FV01 -> C.HONDA33 -> C.HONDA -> CRUZPIED -> GRAN MZA
7686-1,7686,ANPCFV01,solar,2.4,3.0,1,bfs,7203,NVA.SJUAN_132kV,3,ANPCFV01 -> LBEB13_01 -> LA BEBIDA -> NVA.SJUAN
7689-1,7689,DIAGFV01,solar,2.9,3.0,1,bfs,7203,NVA.SJUAN_132kV,4,DIAGFV01 -> COST33_01 -> COSTANERA -> LA BEBIDA -> NVA.SJUAN
7691-1,7691,SARCTG12,ocgt,9.0,9.0,1,bfs,7203,NVA.SJUAN_132kV,4,SARCTG12 -> SARMISJU -> SAN JUAN -> SANJUAN1 -> NVA.SJUAN
7691-2,7691,SARCTG12,ocgt,9.0,9.0,1,bfs,7203,NVA.SJUAN_132kV,4,SARCTG12 -> SARMISJU -> SAN JUAN -> SANJUAN1 -> NVA.SJUAN
7693-3,7693,SARCTG23,ocgt,8.0,9.0,0,bfs,7203,NVA.SJUAN_132kV,4,SARCTG23 -> SARMISJU -> SAN JUAN -> SANJUAN1 -> NVA.SJUAN
7694-1,7694,CCOLHI01,hydro,30.0,60.0,1,bfs,7203,NVA.SJUAN_132kV,5,CCOLHI01 -> CARACOL -> P.NEGRA -> RIELES -> SANJUAN1 -> NVA.SJUAN
7695-2,7695,CCOLHI02,hydro,30.0,60.0,1,bfs,7203,NVA.SJUAN_132kV,5,CCOLHI02 -> CARACOL -> P.NEGRA -> RIELES -> SANJUAN1 -> NVA.SJUAN
7696-1,7696,COROHI01,hydro,3.0,3.3,1,bfs,7216,GRAN MZA_132kV,7,COROHI01 -> 25DEMAYO -> VARGAS -> VARGAS -> CAPIZ -> ANCHORIZ -> CRUZPIED -> GRAN MZA
7697-1,7697,COROHI02,hydro,3.0,3.3,1,bfs,7216,GRAN MZA_132kV,7,COROHI02 -> 25DEMAYO -> VARGAS -> VARGAS -> CAPIZ -> ANCHORIZ -> CRUZPIED -> GRAN MZA
7902-1,7902,GZ2AFV01,solar,80.0,100.0,1,bfs,7203,NVA.SJUAN_132kV,9,GZ2AFV01 -> GUAII08_01 -> GUAII33_01 -> GUAII33_02 -> GUANIZUIL_B -> BAUCHACETA.A -> JACHAL -> COSTANERA -> LA BEBIDA -> NVA.SJUAN
8249-1,8249,INDEPCCG,ccgt,180.0,180.0,0,bfs,8232,BRACHO_132kV_3,2,INDEPCCG -> INDEPEN1 -> BRACHO2
8251-1,8251,INDEPCCV,ccgt,90.0,90.0,0,bfs,8232,BRACHO_132kV_3,2,INDEPCCV -> INDEPEN1 -> BRACHO2
8600-1,8600,SMTUTG01,ccgt,110.0,116.0,1,sin_conexion,,,-1,
8602-1,8602,PPNOTG01,ocgt,110.0,112.0,1,sin_conexion,,,-1,
8603-2,8603,PPNOTG02,ocgt,110.0,112.0,1,sin_conexion,,,-1,
8604-1,8604,ISBATV01,diesel,16.2,16.2,1,sin_conexion,,,-1,
8605-2,8605,SPEDTG22,ocgt,6.0,6.0,0,bfs,8300,JUANCITO_132kV,2,SPEDTG22 -> SPED.JUJ -> JUANCITO
8607-1,8607,BANDDI01,diesel,30.0,32.0,1,bfs,8302,MQUEMADO_132kV,8,BANDDI01 -> BANDERA -> BANDERA -> ANATUYA -> S.CORRAL -> QUIMILI -> CAMPOGALLO -> COPO -> MQUEMADO
8608-1,8608,CAIMDI13,diesel,18.0,18.32,1,bfs,8300,JUANCITO_132kV,4,CAIMDI13 -> CAIMANCI -> LIBERTADOR -> SPED.JUJ -> JUANCITO
8608-2,8608,CAIMDI13,diesel,18.0,18.32,1,bfs,8300,JUANCITO_132kV,4,CAIMDI13 -> CAIMANCI -> LIBERTADOR -> SPED.JUJ -> JUANCITO
8608-3,8608,CAIMDI13,diesel,18.0,18.32,1,bfs,8300,JUANCITO_132kV,4,CAIMDI13 -> CAIMANCI -> LIBERTADOR -> SPED.JUJ -> JUANCITO
8609-1,8609,CATADI01,diesel,22.4,22.4,1,bfs,8292,RECREO_132kV,5,CATADI01 -> CATA.TER -> CATAMARC -> PICATA -> EM S.MARTIN -> RECREO
8610-4,8610,CAIMDI45,diesel,18.0,18.32,0,bfs,8300,JUANCITO_132kV,4,CAIMDI45 -> CAIMANCI -> LIBERTADOR -> SPED.JUJ -> JUANCITO
8610-5,8610,CAIMDI45,diesel,18.0,18.32,0,bfs,8300,JUANCITO_132kV,4,CAIMDI45 -> CAIMANCI -> LIBERTADOR -> SPED.JUJ -> JUANCITO
8611-1,8611,TUCUTG01,ccgt,130.0,144.2,1,sin_conexion,,,-1,
8612-2,8612,TUCUTG02,ccgt,100.0,144.2,1,sin_conexion,,,-1,
8613-3,8613,TUCUTV01,ccgt,120.0,158.6,1,sin_conexion,,,-1,
8614-2,8614,SMTUTG02,ccgt,110.0,118.0,1,directo,8614,BRACHO_15.7kV_1,0,
8615-3,8615,SMTUTV01,ccgt,130.0,151.5,1,directo,8615,BRACHO_15.7kV_2,0,
8616-3,8616,INDETG03,ocgt,49.0,49.76,1,bfs,8232,BRACHO_132kV_3,2,INDETG03 -> INDEPEN1 -> BRACHO2
8617-1,8617,INTADI01,diesel,4.5,7.0,1,bfs,8292,RECREO_132kV,5,INTADI01 -> CATA.TER -> CATAMARC -> PICATA -> EM S.MARTIN -> RECREO
8618-1,8618,PICADI01,diesel,14.0,15.0,1,bfs,8292,RECREO_132kV,5,PICADI01 -> CAT.SEC1 -> CATAMARC -> PICATA -> EM S.MARTIN -> RECREO
8619-1,8619,TERVDI01,diesel,6.0,8.0,0,bfs,8292,RECREO_132kV,5,TERVDI01 -> CATA.TER -> CATAMARC -> PICATA -> EM S.MARTIN -> RECREO
8620-4,8620,INDETG04,ocgt,50.0,52.0,1,bfs,8232,BRACHO_132kV_3,2,INDETG04 -> INDEPEN1 -> BRACHO2
8621-1,8621,CAFADI01,diesel,0.0,4.8,0,bfs,8120,COBOS_345kV,9,CAFADI01 -> CAFAYATE -> CAFAYATE -> PS_CAFAYATE -> P.GRANDE -> TRANCAS -> NOGALES -> METAN -> COBOS -> COBOS
8622-1,8622,TANDTG01,ocgt,180.0,229.0,1,bfs,8120,COBOS_345kV,1,TANDTG01 -> COBOS
8623-2,8623,TANDTG02,ocgt,180.0,229.0,1,bfs,8120,COBOS_345kV,1,TANDTG02 -> COBOS
8624-1,8624,TANDTV01,ocgt,180.0,229.0,1,bfs,8120,COBOS_345kV,1,TANDTV01 -> COBOS
8625-24,8625,LRIOTG24,ocgt,47.0,50.0,1,bfs,8271,RIOJASUR_132kV,2,LRIOTG24 -> RIOJA NORTE -> RIOJASUR
8626-1,8626,LPUNFV,solar,87.0,101.25,1,bfs,8120,COBOS_345kV,6,LPUNFV -> PUNA33_01 -> ALTI133_02 -> ALT133_05 -> LA PUNA -> ALTIPLANO -> COBOS
8627-1,8627,ALT1FV,solar,87.0,101.25,1,bfs,8120,COBOS_345kV,6,ALT1FV -> ALTI133_03 -> ALTI133_01 -> ALT133_04 -> LA PUNA -> ALTIPLANO -> COBOS
8628-1,8628,LOMAFV01,solar,25.92,32.4,1,bfs,8271,RIOJASUR_132kV,4,LOMAFV01 -> NONOGAS. -> NONOGSTA -> EMPIQUETE63 -> RIOJASUR
8629-1,8629,LRIOFV01,solar,53.336,66.67,1,bfs,8271,RIOJASUR_132kV,3,LRIOFV01 -> PS_NONOGASTA -> EMPIQUETE63 -> RIOJASUR
8630-1,8630,CADIHI12,hydro,6.0,6.0,1,bfs,8120,COBOS_345kV,6,CADIHI12 -> CADILLAL -> TUCUNOR2 -> NOGALES -> METAN -> COBOS -> COBOS
8630-2,8630,CADIHI12,hydro,6.0,6.0,1,bfs,8120,COBOS_345kV,6,CADIHI12 -> CADILLAL -> TUCUNOR2 -> NOGALES -> METAN -> COBOS -> COBOS
8631-1,8631,CCORHI01,hydro,30.0,33.0,1,bfs,8120,COBOS_345kV,5,CCORHI01 -> C.CORRAL -> S.AGUSTI -> SALTAEST -> COBOS -> COBOS
8632-2,8632,CCORHI02,hydro,30.0,33.0,1,bfs,8120,COBOS_345kV,5,CCORHI02 -> C.CORRAL -> S.AGUSTI -> SALTAEST -> COBOS -> COBOS
8633-3,8633,CCORHI03,hydro,30.0,33.0,0,bfs,8120,COBOS_345kV,5,CCORHI03 -> C.CORRAL -> S.AGUSTI -> SALTAEST -> COBOS -> COBOS
