gen_key,bus_id_origen,bus_name_origen,carrier,pg_mw,pt_mw,stat,match_type,bus_conexion500kv,bus_conexion500kv_name,n_saltos,camino
4695-1,4695,TIMBTG01,ccgt,240.0,260.0,0,directo,4695,R.COROND_20kV_1,0,
4696-2,4696,TIMBTG02,ccgt,237.0,260.0,1,directo,4696,R.COROND_20kV_2,0,
4697-3,4697,TIMBTV01,ccgt,160.0,319.303,1,directo,4697,R.COROND_20kV_3,0,
4698-1,4698,BLOPTG01,ccgt,220.0,285.6,1,bfs,4313,S.TOME_132kV_2,4,BLOPTG01 -> BLOPEZ -> PI 2 BLO -> PI4 STO -> S.TOME 2
4699-1,4699,BLOPTV01,ccgt,130.0,140.0,1,bfs,4312,S.TOME_132kV_1,4,BLOPTV01 -> BLOPEZ_2 -> BLO-PAY_1 -> PAYZUME -> S.TOME 1
5588-1,5588,GARRTV01,biomass,36.0,40.0,1,bfs,5250,RINCON_132kV,4,GARRTV01 -> SAN ALONSO -> PIQ.207 -> ITUZAING -> RINCON
5600-1,5600,CAZUTV01,biomass,2.5,3.3,1,bfs,5322,S.ISIDRO_132kV_2,5,CAZUTV01 -> OBERA -> OBERA -> T.OBERA -> ROCA_B1 -> S.ISIDRO.B
5601-1,5601,SCHADI01,diesel,6.0,6.0,1,bfs,5237,CHACO_132kV,6,SCHADI01 -> PRESROCA -> PRESROCA -> SMART1CH -> P.PLAZA -> R.S.PENA -> CHACO
5602-1,5602,SMARDI01,diesel,18.0,18.5,1,bfs,5237,CHACO_132kV,5,SMARDI01 -> SMAR13_01 -> SMART1CH -> P.PLAZA -> R.S.PENA -> CHACO
5603-1,5603,ESCOTV01,biomass,12.5,14.0,1,bfs,5234,RESISTEN_132kV_2,4,ESCOTV01 -> ESCON33_02 -> ESCON33_01 -> LA ESCONDIDA -> RESISTE2
5604-1,5604,BSROTV01,biomass,15.0,15.0,1,bfs,5242,P.PATRIA_132kV,7,BSROTV01 -> PISROS33 -> STA.ROSA -> SALADAS -> C.BRUGNE -> C.BRUGNE -> S.CATALI -> P.PATRIA
5605-1,5605,ALONTV01,biomass,37.0,37.0,1,bfs,5250,RINCON_132kV,4,ALONTV01 -> SAN ALONSO -> PIQ.207 -> ITUZAING -> RINCON
5606-1,5606,PMISTV01,biomass,15.0,16.64,1,bfs,5322,S.ISIDRO_132kV_2,5,PMISTV01 -> PAPEL MIS -> PMINERAL -> PMINERAL_B2 -> ROCA_B1 -> S.ISIDRO.B
5607-1,5607,SPENFV01,solar,9.0,10.0,1,bfs,5237,CHACO_132kV,4,SPENFV01 -> R.S.PENA -> RSPENA12 -> R.S.PENA -> CHACO
5608-1,5608,OBEMDI01,diesel,16.0,16.8,1,bfs,5322,S.ISIDRO_132kV_2,5,OBEMDI01 -> OBERA -> OBERA -> T.OBERA -> ROCA_B1 -> S.ISIDRO.B
5609-1,5609,PINFFV01,solar,104.0,130.0,1,bfs,5237,CHACO_132kV,5,PINFFV01 -> PS.P.INF -> PS.P.INF -> P.INFIER -> PI.P.INF -> CHACO
5610-1,5610,VANGFV01,solar,32.0,40.0,1,bfs,5237,CHACO_132kV,4,VANGFV01 -> VANGFV33 -> VANGFV132 -> S.BERNARDO -> CHACO
5611-1,5611,BARDDI01,diesel,18.0,23.8,1,bfs,5232,RESISTEN_132kV_1,3,BARDDI01 -> BARRAN13_1 -> BARRANQ. -> RESISTE1
5612-2,5612,VAN2FV,solar,7.2,9.0,1,bfs,5237,CHACO_132kV,4,VAN2FV -> VANGFV33 -> VANGFV132 -> S.BERNARDO -> CHACO
5613-3,5613,VAN3FV,solar,8.0,10.0,1,bfs,5237,CHACO_132kV,4,VAN3FV -> VANGFV33 -> VANGFV132 -> S.BERNARDO -> CHACO
5614-4,5614,VAN4FV,solar,8.8,11.0,1,bfs,5237,CHACO_132kV,4,VAN4FV -> VANGFV33 -> VANGFV132 -> S.BERNARDO -> CHACO
5615-5,5615,VAN5FV,solar,24.0,30.0,1,bfs,5237,CHACO_132kV,4,VAN5FV -> VANGFV33 -> VANGFV132 -> S.BERNARDO -> CHACO
5616-1,5616,CHA1FV01,solar,5.94,8.7,1,bfs,5237,CHACO_132kV,9,CHA1FV01 -> CTEQ08 -> CTEQ33 -> CHA1FV33 -> CHARATA -> CHARATA -> TBRENAS -> C.LARGO -> PI.P.INF -> CHACO
5617-1,5617,CHA2FV01,solar,6.44,7.55,1,bfs,5237,CHACO_132kV,9,CHA2FV01 -> CTEQ08 -> CTEQ33_2 -> CHA23FV33 -> CHARATA -> CHARATA -> TBRENAS -> C.LARGO -> PI.P.INF -> CHACO
5618-1,5618,CHA3FV01,solar,10.0,11.7,1,bfs,5237,CHACO_132kV,9,CHA3FV01 -> CTEQ08 -> CTEQ33_3 -> CHA23FV33 -> CHARATA -> CHARATA -> TBRENAS -> C.LARGO -> PI.P.INF -> CHACO
5619-1,5619,JUARFV01,solar,12.0,15.0,1,bfs,5221,GRANFORMOSA_132kV_1,7,JUARFV01 -> JUARFV33 -> JUAREZ -> JUAREZ -> LOMITAS -> IBARRETA -> PIRANE -> GR.FORMOSA A
5620-1,5620,CLORTG,ocgt,2.7,2.7,0,bfs,5221,GRANFORMOSA_132kV_1,2,CLORTG -> CLORINDA -> GR.FORMOSA A
5620-2,5620,CLORTG,ocgt,4.8,4.8,0,bfs,5221,GRANFORMOSA_132kV_1,2,CLORTG -> CLORINDA -> GR.FORMOSA A
5621-1,5621,VALPFV01,solar,15.0,25.0,1,bfs,5237,CHACO_132kV,6,VALPFV01 -> PSVANG33 -> V.ANGELA -> V.ANGELA -> V.ANGE.NORT -> S.BERNARDO -> CHACO
5629-1,5629,CORRDI01,diesel,5.0,26.88,1,bfs,5242,P.PATRIA_132kV,4,CORRDI01 -> CORRDI -> CE.SEC_1 -> COR.ESTE -> P.PATRIA
5631-1,5631,SPENDI01,diesel,20.0,20.4,1,bfs,5237,CHACO_132kV,4,SPENDI01 -> R.S.PENA -> RSPENA12 -> R.S.PENA -> CHACO
5632-1,5632,SPE2DI01,diesel,14.0,15.0,1,bfs,5237,CHACO_132kV,4,SPE2DI01 -> R.S.PENA -> RSPENA12 -> R.S.PENA -> CHACO
5633-1,5633,JUARDI01,diesel,4.2,4.2,1,bfs,5221,GRANFORMOSA_132kV_1,6,JUARDI01 -> JUAREZ -> JUAREZ -> LOMITAS -> IBARRETA -> PIRANE -> GR.FORMOSA A
5634-1,5634,LBLADI01,diesel,7.0,7.0,1,bfs,5221,GRANFORMOSA_132kV_1,4,LBLADI01 -> LAGBLANCA -> LAGBLANCA -> CLORINDA -> GR.FORMOSA A
5635-1,5635,VANGDI01,diesel,11.0,15.0,1,bfs,5237,CHACO_132kV,5,VANGDI01 -> VANG.TER -> V.ANGELA -> V.ANGE.NORT -> S.BERNARDO -> CHACO
5636-1,5636,LPALDI01,diesel,6.0,6.4,1,bfs,5234,RESISTEN_132kV_2,3,LPALDI01 -> LPALMAS -> LEONESA -> RESISTE2
5638-1,5638,ITATDI01,diesel,4.2,4.2,0,bfs,5242,P.PATRIA_132kV,4,ITATDI01 -> PIRAYU -> PIRAYU -> PIQ.P.PATRIA -> P.PATRIA
5641-1,5641,FORDDI01,diesel,19.0,19.32,0,bfs,5330,GRANFORMOSA_132kV_2,3,FORDDI01 -> FORMOSA -> FORMOSA I A -> GR.FORMOSA B
5642-1,5642,PIRADI01,diesel,15.0,16.25,1,bfs,5221,GRANFORMOSA_132kV_1,3,PIRADI01 -> PIR.TER1 -> PIRANE -> GR.FORMOSA A
5643-2,5643,FORDDI02,diesel,19.0,19.32,0,bfs,5330,GRANFORMOSA_132kV_2,3,FORDDI02 -> FORMOSA -> FORMOSA I A -> GR.FORMOSA B
5644-1,5644,PIRADI01,diesel,3.0,3.26,1,bfs,5221,GRANFORMOSA_132kV_1,3,PIRADI01 -> PIR.TER1 -> PIRANE -> GR.FORMOSA A
5651-1,5651,CASTDI01,diesel,15.0,15.3,1,bfs,5237,CHACO_132kV,6,CASTDI01 -> CASTELLI -> CASTELLI -> CASTELLI -> 3ISLETAS -> R.S.PENA -> CHACO
5652-1,5652,GOYDDI01,diesel,8.0,8.0,0,bfs,5290,MERCEDES_132kV,7,GOYDDI01 -> GOYA2 -> GOYA33_01 -> GOYA -> PI.GOYA -> GOYA.OES -> MERCE.CO -> MERCEDES
5653-1,5653,ESQDDI01,diesel,7.0,7.0,1,bfs,5290,MERCEDES_132kV,8,ESQDDI01 -> ESQDI -> ESQ.SEC -> ESQUINA -> STELLA MARIS -> PIQ.18.ESQ -> GOYA.OES -> MERCE.CO -> MERCEDES
5654-1,5654,ARISDI01,diesel,16.0,16.8,1,bfs,5322,S.ISIDRO_132kV_2,6,ARISDI01 -> A.VALLE -> AVAL.SEC -> A.VALLE -> PMINERAL_B2 -> ROCA_B1 -> S.ISIDRO.B
5660-1,5660,OBERTG01,ocgt,12.0,13.0,1,bfs,5322,S.ISIDRO_132kV_2,4,OBERTG01 -> OBERA -> T.OBERA -> ROCA_B1 -> S.ISIDRO.B
5662-2,5662,POSATG02,ocgt,16.0,17.0,0,bfs,5252,S.ISIDRO_132kV_1,2,POSATG02 -> POSADAS -> S.ISIDRO.A
5665-1,5665,PUPITV01,steam,8.0,9.0,1,bfs,5322,S.ISIDRO_132kV_2,5,PUPITV01 -> P.PIRAY -> ELDORADO -> PMINERAL_B1 -> ROCA_B2 -> S.ISIDRO.B
5665-2,5665,PUPITV01,steam,20.0,27.0,1,bfs,5322,S.ISIDRO_132kV_2,5,PUPITV01 -> P.PIRAY -> ELDORADO -> PMINERAL_B1 -> ROCA_B2 -> S.ISIDRO.B
5666-1,5666,SROSDI01,diesel,6.0,6.0,0,bfs,5242,P.PATRIA_132kV,6,SROSDI01 -> STA.ROSA -> SALADAS -> C.BRUGNE -> C.BRUGNE -> S.CATALI -> P.PATRIA
5667-1,5667,CHARDI01,diesel,8.0,8.6,1,bfs,5237,CHACO_132kV,6,CHARDI01 -> CHARATA -> CHARATA -> TBRENAS -> C.LARGO -> PI.P.INF -> CHACO
5668-1,5668,CHARDI02,diesel,8.0,9.6,1,bfs,5237,CHACO_132kV,6,CHARDI02 -> CHARATA -> CHARATA -> TBRENAS -> C.LARGO -> PI.P.INF -> CHACO
5669-1,5669,PPATDI01,diesel,7.4,7.4,0,bfs,5242,P.PATRIA_132kV,5,PPATDI01 -> P.PATR -> PIRAYU -> PIRAYU -> PIQ.P.PATRIA -> P.PATRIA
5671-1,5671,YACYHI01,hydro,145.0,160.0,1,directo,5671,YACYRETA_13.2kV_1,0,
5672-2,5672,YACYHI02,hydro,145.0,160.0,1,directo,5672,YACYRETA_13.2kV_2,0,
5673-3,5673,YACYHI03,hydro,145.0,160.0,1,directo,5673,YACYRETA_13.2kV_3,0,
5674-4,5674,YACYHI04,hydro,145.0,160.0,1,directo,5674,YACYRETA_13.2kV_4,0,
5675-5,5675,YACYHI05,hydro,145.0,160.0,1,directo,5675,YACYRETA_13.2kV_5,0,
5676-6,5676,YACYHI06,hydro,145.0,160.0,1,directo,5676,YACYRETA_13.2kV_6,0,
5677-7,5677,YACYHI07,hydro,145.0,160.0,1,directo,5677,YACYRETA_13.2kV_7,0,
5678-8,5678,YACYHI08,hydro,145.0,160.0,1,directo,5678,YACYRETA_13.2kV_8,0,
5679-9,5679,YACYHI09,hydro,145.0,160.0,1,directo,5679,YACYRETA_13.2kV_9,0,
5680-1,5680,YACYHI10,hydro,145.0,160.0,1,directo,5680,YACYRETA_13.2kV_10,0,
5681-1,5681,YACYHI11,hydro,145.0,160.0,1,directo,5681,YACYRETA_13.2kV_11,0,
5682-2,5682,YACYHI12,hydro,145.0,160.0,1,directo,5682,YACYRETA_13.2kV_12,0,
5683-3,5683,YACYHI13,hydro,145.0,160.0,1,directo,5683,YACYRETA_13.2kV_13,0,
5684-4,5684,YACYHI14,hydro,145.0,160.0,1,directo,5684,YACYRETA_13.2kV_14,0,
5685-5,5685,YACYHI15,hydro,145.0,160.0,1,directo,5685,YACYRETA_13.2kV_15,0,
5686-6,5686,YACYHI16,hydro,145.0,160.0,1,directo,5686,YACYRETA_13.2kV_16,0,
5687-7,5687,YACYHI17,hydro,145.0,160.0,1,directo,5687,YACYRETA_13.2kV_17,0,
5688-8,5688,YACYHI18,hydro,145.0,160.0,1,directo,5688,YACYRETA_13.2kV_18,0,
5689-9,5689,YACYHI19,hydro,145.0,160.0,0,directo,5689,YACYRETA_13.2kV_19,0,
5690-1,5690,YACYHI20,hydro,145.0,160.0,0,directo,5690,YACYRETA_13.2kV_20,0,
5691-1,5691,URUGHI01,hydro,40.0,59.5,1,bfs,5322,S.ISIDRO_132kV_2,5,URUGHI01 -> URUGUAI -> ELDORADO -> PMINERAL_B1 -> ROCA_B2 -> S.ISIDRO.B
5692-2,5692,URUGHI02,hydro,40.0,59.5,1,bfs,5322,S.ISIDRO_132kV_2,5,URUGHI02 -> URUGUAI -> ELDORADO -> PMINERAL_B1 -> ROCA_B2 -> S.ISIDRO.B
5695-1,5695,ALEMDI01,ocgt,14.0,15.0,0,bfs,5322,S.ISIDRO_132kV_2,5,ALEMDI01 -> OBERA -> OBERA -> T.OBERA -> ROCA_B1 -> S.ISIDRO.B
5972-1,5972,TIROTV01,biomass,6.5,6.6,1,bfs,5232,RESISTEN_132kV_1,3,TIROTV01 -> CD5 NEA -> CD5 NEA -> RESISTE1
6600-1,6600,EMBANUCL,nuclear,650.0,672.0,1,directo,6600,EMBALSE_22kV,0,
6601-1,6601,CASSHI01,hydro,5.0,5.5,1,bfs,6200,ALMAFUE._132kV_1,4,CASSHI01 -> CASSAFOU -> REOLIN -> REOLIN 1 -> ALMAFUE1
6602-2,6602,CASSHI02,hydro,5.0,5.5,1,bfs,6200,ALMAFUE._132kV_1,4,CASSHI02 -> CASSAFOU -> REOLIN -> REOLIN 1 -> ALMAFUE1
6603-3,6603,CASSHI03,hydro,5.0,5.5,0,bfs,6200,ALMAFUE._132kV_1,4,CASSHI03 -> CASSAFOU -> REOLIN -> REOLIN 1 -> ALMAFUE1
6604-1,6604,CSOLFV01,solar,4.16,5.2,1,bfs,6286,LUJAN.SL_132kV_2,4,CSOLFV01 -> CERRO.SOL -> SAN LUIS -> SAN LUIS -> LUJAN.SL
6605-1,6605,DFUNTG12,ocgt,15.0,16.0,1,bfs,6252,MALVINAS_132kV,4,DFUNTG12 -> OESTE -> RD.BUSTO -> NORTE -> MALVINAS
6605-2,6605,DFUNTG12,ocgt,15.0,16.0,1,bfs,6252,MALVINAS_132kV,4,DFUNTG12 -> OESTE -> RD.BUSTO -> NORTE -> MALVINAS
6606-1,6606,FSIMHI13,hydro,3.5,3.6,1,bfs,6200,ALMAFUE._132kV_1,4,FSIMHI13 -> F.SIMONS -> REOLIN -> REOLIN 1 -> ALMAFUE1
6606-2,6606,FSIMHI13,hydro,3.5,3.6,1,bfs,6200,ALMAFUE._132kV_1,4,FSIMHI13 -> F.SIMONS -> REOLIN -> REOLIN 1 -> ALMAFUE1
6606-3,6606,FSIMHI13,hydro,3.5,3.6,1,bfs,6200,ALMAFUE._132kV_1,4,FSIMHI13 -> F.SIMONS -> REOLIN -> REOLIN 1 -> ALMAFUE1
6607-1,6607,LVINHI12,hydro,7.0,7.5,1,bfs,6202,ALMAFUE._132kV_2,4,LVINHI12 -> LA VINA -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6607-2,6607,LVINHI12,hydro,7.1,7.5,1,bfs,6202,ALMAFUE._132kV_2,4,LVINHI12 -> LA VINA -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6608-1,6608,NOG1FV01,solar,8.0,10.0,0,bfs,6286,LUJAN.SL_132kV_2,3,NOG1FV01 -> SAN LUIS -> SAN LUIS -> LUJAN.SL
6609-1,6609,CALEFV01,solar,19.8,24.75,1,bfs,6205,LUJAN.SL_132kV_1,5,CALEFV01 -> C.OES33_01 -> C.OES33_02 -> S.L.IN33_01 -> SLUIS.PIND -> LUJAN.SL2
6610-1,6610,SLV2FV01,solar,35.0,100.0,1,bfs,6286,LUJAN.SL_132kV_2,5,SLV2FV01 -> PS LS II -> PS LS II -> PS LS II -> CANDELARIA -> LUJAN.SL
6611-1,6611,SOESTG01,ocgt,30.0,35.0,1,bfs,6202,ALMAFUE._132kV_2,4,SOESTG01 -> SUROESTE -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6612-2,6612,SOESTG02,ocgt,30.0,35.0,1,bfs,6202,ALMAFUE._132kV_2,4,SOESTG02 -> SUROESTE -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6613-3,6613,SOESTG03,ocgt,25.0,35.0,1,bfs,6202,ALMAFUE._132kV_2,4,SOESTG03 -> SUROESTE -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6614-4,6614,SOESTG04,ocgt,35.0,35.0,0,bfs,6202,ALMAFUE._132kV_2,4,SOESTG04 -> SUROESTE -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6615-4,6615,VMA2TG04,ocgt,40.0,56.0,1,bfs,6203,A.CABRAL_132kV,3,VMA2TG04 -> CTVMARIA -> V.MARIA -> A.CABRAL
6616-1,6616,VMA2TV01,steam,50.0,63.0,1,bfs,6203,A.CABRAL_132kV,3,VMA2TV01 -> CTVMARIA -> V.MARIA -> A.CABRAL
6619-1,6619,CUM3FV,solar,8.0,10.0,1,bfs,6286,LUJAN.SL_132kV_2,3,CUM3FV -> SAN LUIS -> SAN LUIS -> LUJAN.SL
6621-1,6621,LEVATG01,ocgt,20.0,23.0,1,bfs,6200,ALMAFUE._132kV_1,7,LEVATG01 -> LEVALLE -> G.LEVAL -> CTMARAN2 -> R.CUARTO -> ELENA -> REOLIN 1 -> ALMAFUE1
6622-2,6622,LEVATG02,ocgt,16.0,23.0,0,bfs,6200,ALMAFUE._132kV_1,7,LEVATG02 -> LEVALLE -> G.LEVAL -> CTMARAN2 -> R.CUARTO -> ELENA -> REOLIN 1 -> ALMAFUE1
6623-1,6623,SALVFV01,solar,8.0,10.0,1,bfs,6286,LUJAN.SL_132kV_2,6,SALVFV01 -> SROSA.SL 33 -> SROSA.SL -> TILISARAO -> LA TOMA -> SAN LUIS -> LUJAN.SL
6624-1,6624,BVILDI01,diesel,14.0,15.8,1,bfs,6203,A.CABRAL_132kV,5,BVILDI01 -> BVILDI01 -> B.VILLE -> V.MARIA1 -> V.MARIA -> A.CABRAL
6625-1,6625,SPUNFV01,solar,4.16,5.2,1,bfs,6286,LUJAN.SL_132kV_2,4,SPUNFV01 -> CERRO.SOL -> SAN LUIS -> SAN LUIS -> LUJAN.SL
6626-1,6626,LEV1EO01,wind,40.0,62.0,1,bfs,6200,ALMAFUE._132kV_1,10,LEV1EO01 -> LEVIEO_33_01 -> LEVIEO_33_02 -> LEVIEO_66 -> LEVALLE -> G.LEVAL -> CTMARAN2 -> R.CUARTO -> ELENA -> REOLIN 1 -> ALMAFUE1
6627-1,6627,SLUNEO01,wind,58.75,112.5,1,bfs,6205,LUJAN.SL_132kV_1,5,SLUNEO01 -> CTE33 -> BARRIAL -> PPC_SLUNEO -> BARRIAL -> LUJAN.SL2
6628-1,6628,SLUNFV01,solar,28.8,36.0,1,bfs,6205,LUJAN.SL_132kV_1,4,SLUNFV01 -> S LUIS FV -> BARRIAL -> BARRIAL -> LUJAN.SL2
6629-1,6629,CELEFV,solar,17.6,22.0,1,bfs,6286,LUJAN.SL_132kV_2,5,CELEFV -> CELEFV_6.6 -> CASA6.6_1 -> CEMENTERA.AV -> NOGOLI -> LUJAN.SL
6630-1,6630,SFRATG12,ocgt,12.0,16.0,1,bfs,6252,MALVINAS_132kV,3,SFRATG12 -> SAN FCO. -> ARRO-CBA -> MALVINAS
6630-2,6630,SFRATG12,ocgt,23.0,23.0,1,bfs,6252,MALVINAS_132kV,3,SFRATG12 -> SAN FCO. -> ARRO-CBA -> MALVINAS
6631-1,6631,MMARTG01,ccgt,35.0,37.0,1,bfs,6203,A.CABRAL_132kV,6,MMARTG01 -> CTMARANZ -> FERIAS -> HIGUERAS -> CABRERA -> G.DEHEZA -> A.CABRAL
6632-2,6632,MMARTG02,ccgt,30.0,37.0,1,bfs,6203,A.CABRAL_132kV,6,MMARTG02 -> CTMARANZ -> FERIAS -> HIGUERAS -> CABRERA -> G.DEHEZA -> A.CABRAL
6633-3,6633,MMARTG03,ocgt,60.0,64.9,0,bfs,6200,ALMAFUE._132kV_1,5,MMARTG03 -> CTMARAN2 -> R.CUARTO -> ELENA -> REOLIN 1 -> ALMAFUE1
6634-4,6634,MMARTG04,ocgt,60.0,64.9,0,bfs,6200,ALMAFUE._132kV_1,5,MMARTG04 -> CTMARAN2 -> R.CUARTO -> ELENA -> REOLIN 1 -> ALMAFUE1
6635-5,6635,MMARTG05,ocgt,50.0,64.9,0,bfs,6200,ALMAFUE._132kV_1,5,MMARTG05 -> CTMARAN2 -> R.CUARTO -> ELENA -> REOLIN 1 -> ALMAFUE1
6636-6,6636,MMARTG06,ocgt,40.0,51.44,1,bfs,6200,ALMAFUE._132kV_1,5,MMARTG06 -> CTMARAN2 -> R.CUARTO -> ELENA -> REOLIN 1 -> ALMAFUE1
6637-7,6637,MMARTG07,ocgt,50.0,51.44,1,bfs,6200,ALMAFUE._132kV_1,5,MMARTG07 -> CTMARAN2 -> R.CUARTO -> ELENA -> REOLIN 1 -> ALMAFUE1
6638-1,6638,SERTTG01,ocgt,58.0,58.0,0,bfs,6202,ALMAFUE._132kV_2,2,SERTTG01 -> CT 13JULIO -> ALMAFUE2
6639-1,6639,VMA2TG01,ocgt,40.0,56.0,1,bfs,6203,A.CABRAL_132kV,3,VMA2TG01 -> CTVMARIA -> V.MARIA -> A.CABRAL
6640-1,6640,LMO2HI01,hydro,4.0,4.5,0,bfs,6202,ALMAFUE._132kV_2,4,LMO2HI01 -> MOL2.TER -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6641-1,6641,LMO1HI01,hydro,12.0,14.7,0,bfs,6202,ALMAFUE._132kV_2,3,LMO1HI01 -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6642-2,6642,LMO1HI02,hydro,12.0,14.7,1,bfs,6202,ALMAFUE._132kV_2,3,LMO1HI02 -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6643-3,6643,LMO1HI03,hydro,12.0,14.7,0,bfs,6202,ALMAFUE._132kV_2,3,LMO1HI03 -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6644-4,6644,LMO1HI04,hydro,12.0,14.7,0,bfs,6202,ALMAFUE._132kV_2,3,LMO1HI04 -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6645-2,6645,VMA2TG02,ocgt,40.0,56.0,1,bfs,6203,A.CABRAL_132kV,3,VMA2TG02 -> CTVMARIA -> V.MARIA -> A.CABRAL
6646-3,6646,VMA2TG03,ocgt,40.0,56.0,1,bfs,6203,A.CABRAL_132kV,3,VMA2TG03 -> CTVMARIA -> V.MARIA -> A.CABRAL
6647-1,6647,TICITV01,steam,3.0,4.64,1,bfs,6203,A.CABRAL_132kV,3,TICITV01 -> G.DEHE33_02 -> G.DEHEZA -> A.CABRAL
6648-1,6648,LEV2EO01,wind,46.5,93.0,1,bfs,2245,HENDERS2_132kV,8,LEV2EO01 -> CTEQ33 -> LEV2EO01 -> PE LEVALLEII -> LABOULAY -> CHARLONE -> G.VILLEG -> PEHUAJO -> HENDERS2
6649-8,6649,MMARTG08,ocgt,50.0,51.4,1,bfs,6200,ALMAFUE._132kV_1,5,MMARTG08 -> CTMARAN2 -> R.CUARTO -> ELENA -> REOLIN 1 -> ALMAFUE1
6650-9,6650,MMARTV09,steam,60.0,64.0,1,bfs,6200,ALMAFUE._132kV_1,5,MMARTV09 -> CTMARAN2 -> R.CUARTO -> ELENA -> REOLIN 1 -> ALMAFUE1
6651-1,6651,LEVAFV01,solar,22.4,28.0,1,bfs,2245,HENDERS2_132kV,7,LEVAFV01 -> LEV2EO01 -> PE LEVALLEII -> LABOULAY -> CHARLONE -> G.VILLEG -> PEHUAJO -> HENDERS2
6652-1,6652,PMORHI,hydro,5.0,6.3,1,bfs,6200,ALMAFUE._132kV_1,5,PMORHI -> P.MORAS33_02 -> P.MORAS33_01 -> REOLIN -> REOLIN 1 -> ALMAFUE1
6655-1,6655,PILATG11,ocgt,142.0,152.8,1,bfs,6252,MALVINAS_132kV,3,PILATG11 -> PILARII2 -> MONTECRISTO -> MALVINAS
6656-1,6656,PILATG12,ocgt,142.0,152.8,1,bfs,6200,ALMAFUE._132kV_1,3,PILATG12 -> PILARII1 -> PILAR A -> ALMAFUE1
6657-1,6657,PILATV10,steam,149.18,168.0,1,bfs,6252,MALVINAS_132kV,3,PILATV10 -> PILARII2 -> MONTECRISTO -> MALVINAS
6658-1,6658,RTERTG01,ocgt,13.0,13.8,0,bfs,6202,ALMAFUE._132kV_2,2,RTERTG01 -> CT 13JULIO -> ALMAFUE2
6659-2,6659,RTERTG02,ocgt,13.0,13.8,0,bfs,6202,ALMAFUE._132kV_2,2,RTERTG02 -> CT 13JULIO -> ALMAFUE2
6661-1,6661,REOLHI01,hydro,11.0,12.8,1,bfs,6200,ALMAFUE._132kV_1,2,REOLHI01 -> REOLIN 1 -> ALMAFUE1
6662-2,6662,REOLHI02,hydro,11.0,12.8,0,bfs,6200,ALMAFUE._132kV_1,2,REOLHI02 -> REOLIN 1 -> ALMAFUE1
6663-3,6663,REOLHI03,hydro,11.0,12.8,0,bfs,6200,ALMAFUE._132kV_1,2,REOLHI03 -> REOLIN 1 -> ALMAFUE1
6670-1,6670,ACHIEO01,wind,24.0,48.0,1,bfs,6205,LUJAN.SL_132kV_1,9,ACHIEO01 -> ACHI33_02 -> ACHI33_01 -> ACHIRAPE -> PIQ126_01 -> LIM.CBA-SLS -> V.MERCEDES -> V.MER.SU -> SLUIS.PIND -> LUJAN.SL2
6671-1,6671,RGDEHB01,hydro,170.0,189.0,0,directo,6671,R.GRANDE_16.5kV_1,0,
6672-2,6672,RGDEHB02,hydro,150.0,189.0,1,directo,6672,R.GRANDE_16.5kV_2,0,
6673-3,6673,RGDEHB03,hydro,150.0,189.0,1,directo,6673,R.GRANDE_16.5kV_3,0,
6674-4,6674,RGDEHB04,hydro,170.0,189.0,0,directo,6674,R.GRANDE_16.5kV_4,0,
6675-1,6675,CUMBFV01,solar,46.4,58.0,1,bfs,6286,LUJAN.SL_132kV_2,4,CUMBFV01 -> LA.CUM33_01 -> LA.CUMBRE -> SAN LUIS -> LUJAN.SL
6680-1,6680,PRODTV01,steam,10.0,10.0,0,bfs,6203,A.CABRAL_132kV,4,PRODTV01 -> G.DEHE33_02 -> G.DEHE33_02 -> G.DEHEZA -> A.CABRAL
6681-1,6681,SROQHI01,hydro,6.0,6.5,1,bfs,6252,MALVINAS_132kV,8,SROQHI01 -> S.ROQUE1 -> LACALERA -> VIRTBOSC -> BOSCOEPC -> BOSCOEPC -> AUTODROMO -> PIQ AUT-MAL -> MALVINAS
6682-2,6682,SROQHI02,hydro,6.0,6.5,1,bfs,6252,MALVINAS_132kV,8,SROQHI02 -> S.ROQUE1 -> LACALERA -> VIRTBOSC -> BOSCOEPC -> BOSCOEPC -> AUTODROMO -> PIQ AUT-MAL -> MALVINAS
6683-3,6683,SROQHI03,hydro,6.0,6.5,1,bfs,6252,MALVINAS_132kV,8,SROQHI03 -> S.ROQUE1 -> LACALERA -> VIRTBOSC -> BOSCOEPC -> BOSCOEPC -> AUTODROMO -> PIQ AUT-MAL -> MALVINAS
6684-4,6684,SROQHI04,hydro,6.0,6.5,1,bfs,6252,MALVINAS_132kV,8,SROQHI04 -> S.ROQUE1 -> LACALERA -> VIRTBOSC -> BOSCOEPC -> BOSCOEPC -> AUTODROMO -> PIQ AUT-MAL -> MALVINAS
