gen_key,bus_id_origen,bus_name_origen,nombre_geosadi,falta,carrier,pg_mw,pt_mw,stat,lat,lon,geo_match,match_type,bus_conexion500kv,bus_conexion500kv_name,n_saltos,camino,COMENTARIOS
6648-1,6648,LEV2EO01,,geo,wind,46.5,93,1,,,sin_match,bfs,2245,HENDERS2_132kV,8,LEV2EO01 -> CTEQ33 -> LEV2EO01 -> PE LEVALLEII -> LABOULAY -> CHARLONE -> G.VILLEG -> PEHUAJO -> HENDERS2,
5692-2,5692,URUGHI02,URUGUA-A,ok,hydro,40,59.5,1,-25.87661992,-54.56864261,manual,bfs,5322,S.ISIDRO_132kV_2,5,URUGHI02 -> URUGUAI -> ELDORADO -> PMINERAL_B1 -> ROCA_B2 -> S.ISIDRO.B,
5691-1,5691,URUGHI01,URUGUA-A,ok,hydro,40,59.5,1,-25.87661992,-54.56864261,manual,bfs,5322,S.ISIDRO_132kV_2,5,URUGHI01 -> URUGUAI -> ELDORADO -> PMINERAL_B1 -> ROCA_B2 -> S.ISIDRO.B,
8907-1,8907,ARA1FV,,geo,solar,40,50,1,,,sin_match,bfs,8271,RIOJASUR_132kV,4,ARA1FV -> ARAU33_2 -> ARAUCO_1 -> RIOJA NORTE -> RIOJASUR,
6697-1,6697,MANYLOEO01,,geo,wind,39.9,79.8,1,,,sin_match,bfs,6205,LUJAN.SL_132kV_1,9,MANYLOEO01 -> MANQ33 -> ACHI33_02 -> ACHIRAPE -> PIQ126_01 -> LIM.CBA-SLS -> V.MERCEDES -> V.MER.SU -> SLUIS.PIND -> LUJAN.SL2,
623-3,623,FLECEO03,,geo,wind,39,78,1,,,sin_match,bfs,224,NPMADRYN_330kV,6,FLECEO03 -> FLECEO03_33 -> LA FLECHA -> AL-CEA -> APPA330A -> PMADR330 -> NPMAD330,
624-4,624,FLECEO04,,geo,wind,39,78,1,,,sin_match,bfs,224,NPMADRYN_330kV,6,FLECEO04 -> FLECEO04_33 -> LA FLECHA -> AL-CEA -> APPA330A -> PMADR330 -> NPMAD330,
622-2,622,FLECEO02,,geo,wind,39,78,1,,,sin_match,bfs,224,NPMADRYN_330kV,6,FLECEO02 -> FLECEO02_33 -> LA FLECHA -> AL-CEA -> APPA330A -> PMADR330 -> NPMAD330,
2672-2,2672,SNICTV12,SAN NICOLAS,ok,steam,50,75,1,-33.3562093,-60.17302726,exacto,manual,2105,RAMALLO_220kV,-1,,
2671-1,2671,SNICTV11,SAN NICOLAS,ok,steam,50,75,1,-33.3562093,-60.17302726,exacto,manual,2105,RAMALLO_220kV,-1,,
