gen_key,bus_id_origen,bus_name_origen,nombre_geosadi,carrier,pg_mw,pt_mw,stat,lat,lon,geo_match,match_type,bus_conexion500kv,bus_conexion500kv_name,n_saltos,camino
2677-4,2677,AESPTG04,AES-PARANA,ocgt,10.0,25.0,1,-33.3548832,-60.17184631,exacto,bfs,2327.0,RAMALLO_132kV,4,AESPTG04 -> SNIC SNICTG -> SNICOLA4 -> SIDERAR -> RAMALLO2
2678-1,2678,ENE1EO01,P.E. ENERGETICA I,wind,49.875,99.75,1,-38.35734287,-62.21930647,exacto,bfs,2206.0,B.BLANCA_132kV_1,4,ENE1EO01 -> ENER33_02 -> ENER33_01 -> TRESPICOS -> B.BCA 1
2679-1,2679,APARTV01,ACEROS PARANA,steam,24.0,26.5,1,-33.36414876,-60.14568092,exacto,bfs,2327.0,RAMALLO_132kV,2,APARTV01 -> SIDERAR -> RAMALLO2
2679-2,2679,APARTV01,ACEROS PARANA,steam,24.0,26.5,1,-33.36414876,-60.14568092,exacto,bfs,2327.0,RAMALLO_132kV,2,APARTV01 -> SIDERAR -> RAMALLO2
2679-3,2679,APARTV01,ACEROS PARANA,steam,24.0,26.5,1,-33.36414876,-60.14568092,exacto,bfs,2327.0,RAMALLO_132kV,2,APARTV01 -> SIDERAR -> RAMALLO2
2679-4,2679,APARTV01,ACEROS PARANA,steam,24.0,26.5,1,-33.36414876,-60.14568092,exacto,bfs,2327.0,RAMALLO_132kV,2,APARTV01 -> SIDERAR -> RAMALLO2
2680-1,2680,VGESTG12,VILLA GESELL,ocgt,12.0,14.0,1,-37.2489621,-56.9976082,exacto,bfs,2410.0,VIVORATA_132kV,2,VGESTG12 -> V.GESSEL -> VIVORATA
2680-2,2680,VGESTG12,VILLA GESELL,ocgt,12.0,14.0,1,-37.2489621,-56.9976082,exacto,bfs,2410.0,VIVORATA_132kV,2,VGESTG12 -> V.GESSEL -> VIVORATA
2681-1,2681,PAMEEO01,P.E. PAMPA ENERGÍA (MATER),wind,26.6,53.2,1,-38.69586086,-62.0021782,exacto,bfs,2208.0,B.BLANCA_132kV_2,5,PAMEEO01 -> CORT33_04 -> CORT33_03 -> CORTI -> PIQ.BB.COR -> B.BCA2
2682-3,2682,VGESTG14,VILLA GESELL,ocgt,12.0,17.0,1,-37.2489621,-56.9976082,exacto,bfs,2410.0,VIVORATA_132kV,2,VGESTG14 -> V.GESSEL -> VIVORATA
2684-1,2684,PEP3EO,P.E. PAMPA ENERGÍA III,wind,27.0,54.0,1,-38.75497847,-61.79609501,exacto,bfs,2208.0,B.BLANCA_132kV_2,4,PEP3EO -> BHON33_04 -> BHON33_03 -> BAJOHONDO -> B.BCA2
2685-1,2685,MAT3EO01,P.E. MATACO III,wind,7.0,14.0,1,-38.31133781,-62.27637975,exacto,bfs,2208.0,B.BLANCA_132kV_2,4,MAT3EO01 -> MAT333_01 -> TRESP33_01 -> TRESPICO.O -> B.BCA2
2686-1,2686,MIR1DI01,MIRAMAR I ENARS,diesel,20.0,22.4,0,-38.24722532,-57.82463723,exacto,bfs,2298.0,OLAVARRI_132kV_2,7,MIR1DI01 -> MIRA13_01 -> MIRAMAR -> MIRAMAR2 -> NECOCHE2 -> G.CHAVE1 -> CHILLAR -> OLAVARR2
2687-4,2687,VGESTG18,VILLA GESELL,ocgt,75.0,80.0,1,-37.2489621,-56.9976082,exacto,bfs,2410.0,VIVORATA_132kV,2,VGESTG18 -> V.GESSEL -> VIVORATA
2688-1,2688,GRIOEO01,P.E. GARCIA DEL RIO,wind,5.0,10.0,1,-38.40682928,-62.25974509,exacto,bfs,2206.0,B.BLANCA_132kV_1,6,GRIOEO01 -> GRIO33_1 -> GRIO33_2 -> NORTE_1 -> NORTE2_2 -> NORTE II -> B.BCA 1
2689-1,2689,VLONEO01,VILLALONGA EOLICO,wind,27.6,55.2,1,-40.0267502,-62.65875817,exacto,bfs,2206.0,B.BLANCA_132kV_1,6,VLONEO01 -> VILL33_02 -> VILL33_01 -> VILLALONGA -> P. LURO -> M.BURATO -> B.BCA 1
2690-1,2690,VSECEO01,P.E. Vientos del Secano,wind,12.5,25.0,1,-39.21512893,-62.56788346,exacto,bfs,2206.0,B.BLANCA_132kV_1,4,VSECEO01 -> VSEC33_02 -> VSEC33_01 -> M.BURATO -> B.BCA 1
2691-1,2691,NEC1EO01,P.E. NECOCHEA I,wind,18.975,37.95,1,-38.61676146,-58.8277595,exacto,bfs,2298.0,OLAVARRI_132kV_2,6,NEC1EO01 -> NECO33_02 -> NECO33_01 -> NECOCHE2 -> G.CHAVE1 -> CHILLAR -> OLAVARR2
2692-1,2692,AESPTG01,AES-PARANA,ccgt,230.0,262.98,1,-33.3548832,-60.17184631,exacto,directo,2692.0,AES PARA_15kV_1,0,
2693-2,2693,AESPTG02,AES-PARANA,ccgt,240.0,262.982,1,-33.3548832,-60.17184631,exacto,directo,2693.0,AES PARA_15kV_2,0,
2694-3,2694,AESPTV01,AES-PARANA,ccgt,206.0,319.303,1,-33.3548832,-60.17184631,exacto,directo,2694.0,AES PARA_20kV,0,
2695-1,2695,GBELTG01,GRAL BELGRANO,ccgt,250.0,260.0,1,-34.18465152,-59.00618087,exacto,directo,2695.0,BELGRANO1_20kV_1,0,
2696-2,2696,GBELTG02,GRAL BELGRANO,ccgt,250.0,262.98,1,-34.18465152,-59.00618087,exacto,directo,2696.0,BELGRANO1_20kV_2,0,
2697-3,2697,GBELTV01,GRAL BELGRANO,ccgt,300.0,319.303,1,-34.18465152,-59.00618087,exacto,directo,2697.0,BELGRANO1_20kV_3,0,
2699-1,2699,CERITV01,ECOENERG CERRI,steam,12.0,14.2,1,-38.68598026,-62.39617042,exacto,bfs,2206.0,B.BLANCA_132kV_1,6,CERITV01 -> ETANO -> PUNTO_E -> CHANARES -> CHANARES -> NORTE II -> B.BCA 1
2900-3,2900,ELBIEO03,P.E. LA ELBITA,wind,27.0,54.0,1,-37.70794973,-59.01396048,exacto,bfs,2298.0,OLAVARRI_132kV_2,8,ELBIEO03 -> ELBIEO0333 -> ELBIEO0333 -> ELBITAAUX -> NUMANCIA -> TANDIL1 -> BARKER -> BARKER2 -> OLAVARR2
2902-2,2902,VSECEO01,P.E. Vientos del Secano,wind,12.5,25.0,1,-39.21512893,-62.56788346,exacto,bfs,2206.0,B.BLANCA_132kV_1,4,VSECEO01 -> VSEC33_03 -> VSEC33_04 -> M.BURATO -> B.BCA 1
2903-1,2903,VIVOEO01,P.E. VIVORATA,wind,24.75,49.5,1,-37.69444444,-57.7275,exacto,bfs,2410.0,VIVORATA_132kV,5,VIVOEO01 -> VIVO33_02 -> VIVO33_01 -> PE VIVO AUX -> PE VIVORATA -> VIVORATA
2904-1,2904,ELBIEO01,P.E. LA ELBITA,wind,27.0,54.0,1,-37.70794973,-59.01396048,exacto,bfs,2298.0,OLAVARRI_132kV_2,8,ELBIEO01 -> ELBIEO0133 -> ELBIEO0133 -> ELBITAAUX -> NUMANCIA -> TANDIL1 -> BARKER -> BARKER2 -> OLAVARR2
2905-1,2905,BAHIEO01,P.E. PAMPA ENERGÍA III,wind,26.6,53.2,1,-38.75589101,-61.76181151,exacto,bfs,2208.0,B.BLANCA_132kV_2,4,BAHIEO01 -> BHON33_02 -> BHON33_01 -> BAJOHONDO -> B.BCA2
2907-1,2907,JUNIFV01,JUNIN,solar,16.0,20.0,1,-34.57108865,-60.91613191,exacto,bfs,2104.0,HENDERS2_220kV,9,JUNIFV01 -> PSJUN_02 -> PSJUN_01 -> JUNI33_01 -> JUNIN 2 -> I.M.S.A. -> LINCOLN -> BRAGADO1 -> BRAGADO -> HENDERSO
2908-1,2908,GNV2EO01,P.E. VIENTOS LA GENOVEVA II (MATER),wind,20.9,41.8,1,-38.56304316,-61.92805179,exacto,bfs,2206.0,B.BLANCA_132kV_1,4,GNV2EO01 -> GENO33_03 -> GENO33_01 -> GENOVEVA -> B.BCA 1
2910-1,2910,TEROEO01,P.E. LOS TEROS,wind,86.1,172.2,1,-37.12948197,-59.75992338,exacto,bfs,2298.0,OLAVARRI_132kV_2,3,TEROEO01 -> LTERO33_01 -> LOSTEROS -> OLAVARR2
2911-1,2911,GNV1EO01,P.E. LA GENOVEVA,wind,44.1,88.2,1,-38.55533018,-61.94429524,exacto,bfs,2206.0,B.BLANCA_132kV_1,4,GNV1EO01 -> GENO33_02 -> GENO33_01 -> GENOVEVA -> B.BCA 1
2913-1,2913,BVENEO01,P.E. DE LA BUENA VENTURA,wind,50.4,100.8,1,-38.10535213,-60.13014793,exacto,bfs,2298.0,OLAVARRI_132kV_2,6,BVENEO01 -> BVENEO33_02 -> BVENEO33_01 -> VASQUEZ -> G.CHAVE1 -> CHILLAR -> OLAVARR2
2914-1,2914,SJMTEO01,P.E. SAN JORGE y EL MATACO,wind,50.4,100.8,1,-38.33714465,-62.28061403,exacto,bfs,2208.0,B.BLANCA_132kV_2,4,SJMTEO01 -> TRESP33_02 -> TRESP33_01 -> TRESPICO.O -> B.BCA2
2915-1,2915,SJMTEO01,P.E. SAN JORGE y EL MATACO,wind,50.4,100.8,1,-38.33714465,-62.28061403,exacto,bfs,2208.0,B.BLANCA_132kV_2,4,SJMTEO01 -> TRESP33_03 -> TRESP33_01 -> TRESPICO.O -> B.BCA2
2916-1,2916,RINCEO,P.E. LA RINCONADA,wind,46.2,92.4,1,-36.67406935,-60.71667081,exacto,bfs,2298.0,OLAVARRI_132kV_2,4,RINCEO -> PERINC_02 -> PERINC_01 -> LA CHINA -> OLAVARR2
2917-1,2917,LINCFV01,LINCOLN,solar,16.0,20.0,1,-34.85690968,-61.52040883,exacto,bfs,2104.0,HENDERS2_220kV,7,LINCFV01 -> PSLINC_02 -> PSLINC_01 -> LINCO33_01 -> LINCOLN -> BRAGADO1 -> BRAGADO -> HENDERSO
2996-1,2996,PERGDI01,C.T. PERGAMINO,biogas,3.8,3.8,1,-33.92390257,-60.53871789,exacto,bfs,3120.0,RODRGUEZ_220kV_1,6,PERGDI01 -> PERG33_01 -> PERGAMI2 -> RAMALLO1 -> RAMALLOB -> V. LIA -> RODRIGU1
3600-1,3600,SVICDI01,S.VICENTE BSAS,diesel,28.0,28.0,1,-35.04342456,-58.32544569,exacto,bfs,3110.0,EZEIZA_220kV_1,7,SVICDI01 -> BURZAC33 -> BURZACO -> BURZACT2 -> PI.MONT1 -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3605-5,3605,BSASTV01,BUENOS AIRES,ccgt,95.0,105.0,1,-34.62636803,-58.33730209,exacto,bfs,3100.0,ABASTO_220kV,5,BSASTV01 -> COST.AZU -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3607-7,3607,COSTTV07,COSTANERA,steam,140.0,310.0,0,-34.62485385,-58.33970617,exacto,bfs,3100.0,ABASTO_220kV,4,COSTTV07 -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3608-8,3608,BSASTG01,BUENOS AIRES,ccgt,210.0,218.0,1,-34.62636803,-58.33730209,exacto,bfs,3100.0,ABASTO_220kV,4,BSASTG01 -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3611-1,3611,COSTTV10,COSTANERA,ccgt,150.0,327.0,1,-34.62485385,-58.33970617,exacto,bfs,3122.0,RODRGUEZ_220kV_2,8,COSTTV10 -> COSTANER1 -> MALAVER2 -> MALAVER2 -> ROTOND2 -> HURLING2 -> MORON -> MORON 1 -> RODRIGU2
3617-1,3617,EBARTG01,ENSE. BARRAGAN,ocgt,250.0,292.0,1,-34.85880926,-57.95227994,exacto,bfs,3100.0,ABASTO_220kV,5,EBARTG01 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3618-2,3618,EBARTG02,ENSE. BARRAGAN,ocgt,250.0,292.0,1,-34.85880926,-57.95227994,exacto,bfs,3100.0,ABASTO_220kV,5,EBARTG02 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3619-1,3619,EBARTV01,ENSE. BARRAGAN,steam,250.0,304.0,1,-34.85880926,-57.95227994,exacto,bfs,3100.0,ABASTO_220kV,5,EBARTV01 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3620-1,3620,ENSETG01,CO. ENSENADA,ocgt,100.0,131.75,1,-34.89178136,-57.92335836,exacto,bfs,3100.0,ABASTO_220kV,7,ENSETG01 -> ENSENADA -> YPF-ENSE -> LA PLATA E -> LA PLATA S -> LA PLATA1 -> LA PLATA -> ABASTO
3621-1,3621,DIQUTG13,DIQUE,ocgt,17.0,17.0,1,-34.89052275,-57.93231684,exacto,bfs,3100.0,ABASTO_220kV,7,DIQUTG13 -> DIQUE2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3621-3,3621,DIQUTG13,DIQUE,ocgt,17.0,17.0,1,-34.89052275,-57.93231684,exacto,bfs,3100.0,ABASTO_220kV,7,DIQUTG13 -> DIQUE2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3622-2,3622,DIQUTG24,DIQUE,ocgt,17.0,17.0,1,-34.89052275,-57.93231684,exacto,bfs,3100.0,ABASTO_220kV,7,DIQUTG24 -> DIQUE2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3622-4,3622,DIQUTG24,DIQUE,ocgt,17.0,17.0,1,-34.89052275,-57.93231684,exacto,bfs,3100.0,ABASTO_220kV,7,DIQUTG24 -> DIQUE2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3625-5,3625,DIQUTG56,DIQUE,ocgt,18.0,18.0,0,-34.89052275,-57.93231684,exacto,bfs,3100.0,ABASTO_220kV,7,DIQUTG56 -> DIQUE2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3625-6,3625,DIQUTG56,DIQUE,ocgt,18.0,18.0,0,-34.89052275,-57.93231684,exacto,bfs,3100.0,ABASTO_220kV,7,DIQUTG56 -> DIQUE2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3627-7,3627,DIQUTG07,DIQUE,ocgt,25.0,25.0,0,-34.89052275,-57.93231684,exacto,bfs,3100.0,ABASTO_220kV,7,DIQUTG07 -> DIQUE2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
3641-1,3641,GEBATG01,C.T. GENELBA,ccgt,210.0,218.7,1,-34.90221112,-58.73347259,exacto,directo,3641.0,EZE.GENETG01_15.8kV,0,
3642-2,3642,GEBATG02,C.T. GENELBA,ccgt,210.0,218.7,1,-34.90221112,-58.73347259,exacto,directo,3642.0,EZE GENETG02_15.8kV,0,
3643-3,3643,GEBATV01,C.T. GENELBA,ccgt,220.0,236.0,1,-34.90221112,-58.73347259,exacto,directo,3643.0,EZE GENETV03_15.8kV_1,0,
3647-4,3647,GEBATG03,C.T. GENELBA,ocgt,165.0,180.0,1,-34.90221112,-58.73347259,exacto,directo,3647.0,EZE GENETV03_15.8kV_2,0,
3648-1,3648,ABRODI01,ALTE BROWN ENAR,diesel,24.0,27.65,1,-34.83755787,-58.40519123,exacto,bfs,3110.0,EZEIZA_220kV_1,4,ABRODI01 -> A.BROWN -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3648-2,3648,ABRODI01,ALTE BROWN ENAR,diesel,4.8,4.8,1,-34.83755787,-58.40519123,exacto,bfs,3110.0,EZEIZA_220kV_1,4,ABRODI01 -> A.BROWN -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3648-3,3648,ABRODI01,ALTE BROWN ENAR,diesel,2.2,2.4,1,-34.83755787,-58.40519123,exacto,bfs,3110.0,EZEIZA_220kV_1,4,ABRODI01 -> A.BROWN -> A.BROWN1 -> A.BROWN2 -> EZEIZA 2
3650-1,3650,EZEITG01,CT EZEIZA,ocgt,43.0,46.0,1,-34.90327586,-58.61566981,exacto,bfs,3110.0,EZEIZA_220kV_1,3,EZEITG01 -> R.TORRES -> EZE1132 -> EZEIZA 2
3658-1,3658,GEBATV02,C.T. GENELBA,steam,180.0,193.8,1,-34.90221112,-58.73347259,exacto,bfs,3110.0,EZEIZA_220kV_1,3,GEBATV02 -> GEBATV132 -> EZE2132 -> EZEIZA 2
3660-1,3660,SMIGDI01,S.MIGUEL N ENAR,biogas,5.9,5.9,1,-34.52606744,-58.61816251,exacto,bfs,3122.0,RODRGUEZ_220kV_2,10,SMIGDI01 -> CTSMIGA -> SMIGUEL1 -> ROTOND1 -> ROTOND1 -> MALAVER2 -> ROTOND2 -> HURLING2 -> MORON -> MORON 1 -> RODRIGU2
3670-1,3670,MAGDDI01,MAGDALENA ENARS,diesel,12.0,38.88,1,-35.10013742,-57.48433027,exacto,bfs,3100.0,ABASTO_220kV,7,MAGDDI01 -> MAGDALEN -> MAGDALEN -> T.MAGDALENA -> BAVIO -> LA PLATA2 -> LA PLATA -> ABASTO
3673-1,3673,SMIGDI01,S.MIGUEL N ENAR,biogas,5.5,5.9,1,-34.52606744,-58.61816251,exacto,bfs,3122.0,RODRGUEZ_220kV_2,8,SMIGDI01 -> CTSMIGB -> SMIGUEL2 -> ROTOND2 -> ROTOND2 -> HURLING2 -> MORON -> MORON 1 -> RODRIGU2
3674-4,3674,EZEITG04,CT EZEIZA,ocgt,43.0,52.0,1,-34.90327586,-58.61566981,exacto,bfs,3110.0,EZEIZA_220kV_1,3,EZEITG04 -> R.TORRES -> EZE1132 -> EZEIZA 2
3675-5,3675,EZEITV05,CT EZEIZA,ocgt,40.0,40.0,1,-34.90327586,-58.61566981,exacto,bfs,3110.0,EZEIZA_220kV_1,3,EZEITV05 -> R.TORRES -> EZE1132 -> EZEIZA 2
3676-6,3676,EZEITV06,CT EZEIZA,ocgt,40.0,40.0,1,-34.90327586,-58.61566981,exacto,bfs,3110.0,EZEIZA_220kV_1,3,EZEITV06 -> R.TORRES -> EZE1132 -> EZEIZA 2
3677-7,3677,PNUETV07,PUERTO NUEVO,steam,126.0,145.0,1,-34.57570224,-58.37604732,exacto,bfs,3100.0,ABASTO_220kV,8,PNUETV07 -> P.N.CELE -> EMP.PNUEVO -> AZOPA.CE -> AZOPARDO -> COSTANER2 -> HUDSON -> BOSQUES -> ABASTO
3680-2,3680,EZEITG02,CT EZEIZA,ocgt,38.0,51.43,1,-34.90327586,-58.61566981,exacto,bfs,3110.0,EZEIZA_220kV_1,3,EZEITG02 -> R.TORRES -> EZE1132 -> EZEIZA 2
3681-1,3681,PILBDI13,PILAR BSAS,diesel,16.8,16.8,1,-34.40322093,-58.96605226,exacto,bfs,3122.0,RODRGUEZ_220kV_2,9,PILBDI13 -> CTPILAR -> PILAR.BA -> PI.PILAR.BA -> P.I. N4 -> MANZONE -> P.I. N3 -> P.I. N2 -> RODRIG02 -> RODRIGU2
3681-2,3681,PILBDI13,PILAR BSAS,diesel,16.8,16.8,1,-34.40322093,-58.96605226,exacto,bfs,3122.0,RODRGUEZ_220kV_2,9,PILBDI13 -> CTPILAR -> PILAR.BA -> PI.PILAR.BA -> P.I. N4 -> MANZONE -> P.I. N3 -> P.I. N2 -> RODRIG02 -> RODRIGU2
3681-3,3681,PILBDI13,PILAR BSAS,diesel,16.8,16.8,1,-34.40322093,-58.96605226,exacto,bfs,3122.0,RODRGUEZ_220kV_2,9,PILBDI13 -> CTPILAR -> PILAR.BA -> PI.PILAR.BA -> P.I. N4 -> MANZONE -> P.I. N3 -> P.I. N2 -> RODRIG02 -> RODRIGU2
3682-3,3682,EZEITG03,CT EZEIZA,ocgt,43.0,51.43,1,-34.90327586,-58.61566981,exacto,bfs,3110.0,EZEIZA_220kV_1,3,EZEITG03 -> R.TORRES -> EZE1132 -> EZEIZA 2
3687-4,3687,PILBDI46,PILAR BSAS,diesel,16.3,16.8,1,-34.40322093,-58.96605226,exacto,bfs,3122.0,RODRGUEZ_220kV_2,9,PILBDI46 -> CTPILAR -> PILAR.BA -> PI.PILAR.BA -> P.I. N4 -> MANZONE -> P.I. N3 -> P.I. N2 -> RODRIG02 -> RODRIGU2
3687-5,3687,PILBDI46,PILAR BSAS,diesel,16.3,16.8,1,-34.40322093,-58.96605226,exacto,bfs,3122.0,RODRGUEZ_220kV_2,9,PILBDI46 -> CTPILAR -> PILAR.BA -> PI.PILAR.BA -> P.I. N4 -> MANZONE -> P.I. N3 -> P.I. N2 -> RODRIG02 -> RODRIGU2
3687-6,3687,PILBDI46,PILAR BSAS,diesel,16.3,16.8,1,-34.40322093,-58.96605226,exacto,bfs,3122.0,RODRGUEZ_220kV_2,9,PILBDI46 -> CTPILAR -> PILAR.BA -> PI.PILAR.BA -> P.I. N4 -> MANZONE -> P.I. N3 -> P.I. N2 -> RODRIG02 -> RODRIGU2
3688-1,3688,LPLCTG01,CG La Plata YPF,ocgt,84.9,87.0,1,-34.8944965,-57.92037371,exacto,bfs,3100.0,ABASTO_220kV,8,LPLCTG01 -> CTPLA33_01 -> YPFE33_01 -> YPF-ENSE -> LA PLATA E -> LA PLATA S -> LA PLATA1 -> LA PLATA -> ABASTO
3690-1,3690,GEBATG04,C.T. GENELBA,ocgt,180.0,187.0,1,-34.90221112,-58.73347259,exacto,directo,3690.0,EZE GENETV03_15.8kV,0,
3696-1,3696,LPLADI01,LA PLATA,diesel,10.0,11.625,0,-34.93496602,-58.01816901,exacto,bfs,3100.0,ABASTO_220kV,6,LPLADI01 -> CTLAPLATA1 -> LAPLATA -> LAPLATA_TR1 -> LA PLATA1 -> LA PLATA -> ABASTO
3697-2,3697,LPLADI02,LA PLATA,diesel,10.0,10.85,0,-34.93496602,-58.01816901,exacto,bfs,3100.0,ABASTO_220kV,6,LPLADI02 -> CTLAPLATA2 -> LAPLATA -> LAPLATA_TR1 -> LA PLATA1 -> LA PLATA -> ABASTO
3698-3,3698,LPLADI03,LA PLATA,diesel,10.0,11.625,0,-34.93496602,-58.01816901,exacto,bfs,3100.0,ABASTO_220kV,6,LPLADI03 -> CTLAPLATA3 -> LAPLATA -> LAPLATA_TR1 -> LA PLATA1 -> LA PLATA -> ABASTO
3699-4,3699,LPLADI04,LA PLATA,diesel,10.0,10.5,0,-34.93496602,-58.01816901,exacto,bfs,3100.0,ABASTO_220kV,6,LPLADI04 -> CTLAPLATA4 -> LAPLATA -> LAPLATA_TR1 -> LA PLATA1 -> LA PLATA -> ABASTO
3940-1,3940,ENRSDI01,C.T. ENSENADA. BRS,biogas,7.0,7.075,1,-34.85173705,-57.96610648,exacto,bfs,3100.0,ABASTO_220kV,8,ENRSDI01 -> DIQUE2 -> DIQUE2 -> ENS.BARRAG1 -> ENS.BARRAG_1 -> P1 BAR-HUD -> HUDSON -> BOSQUES -> ABASTO
4601-1,4601,SGDEHI01,S. GRANDE ARG,hydro,125.0,135.0,1,-31.27378206,-57.94126545,exacto,directo,4601.0,SGAC1500_13.8kV_1,0,
4602-2,4602,SGDEHI02,S. GRANDE ARG,hydro,125.0,135.0,1,-31.27378206,-57.94126545,exacto,directo,4602.0,SGAC1500_13.8kV_2,0,
4603-3,4603,SGDEHI03,S. GRANDE ARG,hydro,125.0,135.0,1,-31.27378206,-57.94126545,exacto,directo,4603.0,SGAC2500_13.8kV_1,0,
4604-4,4604,SGDEHI04,S. GRANDE ARG,hydro,125.0,135.0,1,-31.27378206,-57.94126545,exacto,directo,4604.0,SGAC2500_13.8kV_2,0,
4605-5,4605,SGDEHI05,S. GRANDE ARG,hydro,125.0,135.0,1,-31.27378206,-57.94126545,exacto,directo,4605.0,SGAC3500_13.8kV_1,0,
4606-6,4606,SGDEHI06,S. GRANDE ARG,hydro,125.0,135.0,1,-31.27378206,-57.94126545,exacto,directo,4606.0,SGAC3500_13.8kV_2,0,
4607-1,4607,MOLITV01,MOLINOS AUTOG.,steam,19.0,27.0,1,-32.77444773,-60.7239143,exacto,bfs,4390.0,R.COROND_132kV,4,MOLITV01 -> SULFACID -> SULFACID -> SLORENZO -> R.COROND
4608-1,4608,OCAMDI12,VILLA OCAMPO,diesel,9.3,10.17,1,-28.5159884,-59.34510986,exacto,bfs,4274.0,ROMANG_132kV,4,OCAMDI12 -> VOCAMP_SUR -> AVELLANEDA -> RECONQUI -> ROMANG
4608-2,4608,OCAMDI12,VILLA OCAMPO,diesel,9.3,10.17,1,-28.5159884,-59.34510986,exacto,bfs,4274.0,ROMANG_132kV,4,OCAMDI12 -> VOCAMP_SUR -> AVELLANEDA -> RECONQUI -> ROMANG
4610-1,4610,SSALDI01,S.SALVADOR ERIO,diesel,11.0,12.6,1,-31.61058456,-58.48812014,exacto,bfs,4247.0,GRAN.PNA_132kV,5,SSALDI01 -> SSALV33 -> SSALV-ER -> VILLAGUA -> ELPINGO -> GRAN.PNA
4611-1,4611,LPAZDI01,LA PAZ E.RIOS,diesel,10.0,12.6,1,-30.75037506,-59.60168914,exacto,bfs,4295.0,SGDE.ARG_132kV_2,4,LPAZDI01 -> LPAZ33_01 -> LAPAZ -> FEDERAL -> SGDE.ARG2
4612-3,4612,OCAMDI35,VILLA OCAMPO,diesel,9.3,10.17,1,-28.5159884,-59.34510986,exacto,bfs,4274.0,ROMANG_132kV,4,OCAMDI35 -> VOCAMP_SUR -> AVELLANEDA -> RECONQUI -> ROMANG
4612-4,4612,OCAMDI35,VILLA OCAMPO,diesel,9.3,10.17,1,-28.5159884,-59.34510986,exacto,bfs,4274.0,ROMANG_132kV,4,OCAMDI35 -> VOCAMP_SUR -> AVELLANEDA -> RECONQUI -> ROMANG
4612-5,4612,OCAMDI35,VILLA OCAMPO,diesel,9.3,10.17,1,-28.5159884,-59.34510986,exacto,bfs,4274.0,ROMANG_132kV,4,OCAMDI35 -> VOCAMP_SUR -> AVELLANEDA -> RECONQUI -> ROMANG
4613-7,4613,SGDEHI13,S. GRANDE ARG,hydro,125.0,135.0,1,-31.27378206,-57.94126545,exacto,directo,4613.0,SGAC4500_13.8kV_1,0,
4614-1,4614,CGOMDI12,CATADA DE GOMEZ,diesel,16.0,16.3,1,-32.76223102,-61.45201897,exacto,bfs,4313.0,S.TOME_132kV_2,7,CGOMDI12 -> CGOMEZ_NOR -> PAREJAS -> L.ROSAS -> S.JORGE -> MA.JUANA -> S.CARLOS -> S.TOME 2
4614-2,4614,CGOMDI12,CATADA DE GOMEZ,diesel,16.0,16.3,1,-32.76223102,-61.45201897,exacto,bfs,4313.0,S.TOME_132kV_2,7,CGOMDI12 -> CGOMEZ_NOR -> PAREJAS -> L.ROSAS -> S.JORGE -> MA.JUANA -> S.CARLOS -> S.TOME 2
4616-3,4616,CGOMDI34,CATADA DE GOMEZ,diesel,16.0,16.3,1,-32.76223102,-61.45201897,exacto,bfs,4313.0,S.TOME_132kV_2,7,CGOMDI34 -> CGOMEZ_NOR -> PAREJAS -> L.ROSAS -> S.JORGE -> MA.JUANA -> S.CARLOS -> S.TOME 2
4616-4,4616,CGOMDI34,CATADA DE GOMEZ,diesel,16.0,16.3,1,-32.76223102,-61.45201897,exacto,bfs,4313.0,S.TOME_132kV_2,7,CGOMDI34 -> CGOMEZ_NOR -> PAREJAS -> L.ROSAS -> S.JORGE -> MA.JUANA -> S.CARLOS -> S.TOME 2
