gen_key,bus_name_origen,geosadi_name,carrier,bus,p_nom_mw,total_energy_mwh,average_power_mw,peak_power_mw,capacity_factor_pct
3670-1,MAGDDI01,MAGDALENA ENARS,diesel,ABASTO_220kV,25.0,150.0,0.89,25.0,3.57
7686-1,ANPCFV01,P.S. ANCHIPURAC,solar,NVA.SJUAN_132kV,3.0,147.94,0.88,2.48,29.35
6630-2,SFRATG02,SAN FRANCISCO,ocgt,MALVINAS_132kV,18.6,146.41,0.87,17.61,4.69
2601-1,MDPATG21,MAR DEL PLATA,ocgt,VIVORATA_132kV,19.7,146.34,0.87,17.36,4.42
7618-1,SMARHI13,CH SAN MARTIN,hydro,GRAN MZA_132kV,2.16,134.44,0.8,1.2,37.05
7618-2,SMARHI13,CH SAN MARTIN,hydro,GRAN MZA_132kV,2.16,134.44,0.8,1.2,37.05
7618-3,SMARHI13,CH SAN MARTIN,hydro,GRAN MZA_132kV,2.16,134.44,0.8,1.2,37.05
1639-1,REALDI01,REALICO,diesel,MACACHIN_132kV,24.0,129.49,0.77,22.1,3.21
3638-8,DSUDTG08,DOCK SUD,ocgt,EZEIZA_220kV_1,30.3,126.24,0.75,25.9,2.48
6613-3,SOESTG03,SUD OESTE,ocgt,ALMAFUE._132kV_2,23.1,125.19,0.75,14.1,3.23
2652-1,JUNIDI01,JUNIN,diesel,HENDERS2_220kV,20.0,114.56,0.68,19.74,3.41
8607-1,BANDDI01,BANDERA DISTRIB,diesel,MQUEMADO_132kV,30.2,112.0,0.67,28.0,2.21
2602-2,MDPATG12,MAR DEL PLATA,ocgt,VIVORATA_132kV,15.4,110.45,0.66,12.77,4.27
7608-1,ALGRFV01,P.S. ALGARROBO,solar,NVA.SJUAN_132kV,5.6,110.32,0.66,3.86,11.73
7652-2,LDCUTV12,LUJAN DE CUYO,steam,GRAN MZA_132kV,35.983,108.97,0.65,17.09,1.8
8692-1,ANATDI01,AÑATUYA,diesel,MQUEMADO_132kV,19.2,108.89,0.65,18.9,3.38
8691-1,RREYHI12,RIO REYES,hydro,JUANCITO_132kV,4.0,107.71,0.64,1.94,16.03
8691-2,RREYHI12,RIO REYES,hydro,JUANCITO_132kV,4.0,107.71,0.64,1.94,16.03
3648-1,ABRODI01,ALTE BROWN ENAR,diesel,EZEIZA_220kV_1,23.7,105.9,0.63,18.25,2.66
3648-2,ABRODI01,ALTE BROWN ENAR,diesel,EZEIZA_220kV_1,23.7,105.9,0.63,18.25,2.66
3648-3,ABRODI01,ALTE BROWN ENAR,diesel,EZEIZA_220kV_1,23.7,105.9,0.63,18.25,2.66
2609-9,MDPATG19,MAR DEL PLATA,ocgt,VIVORATA_132kV,14.5,105.72,0.63,12.74,4.34
2609-V,MDPATG19,MAR DEL PLATA,ocgt,VIVORATA_132kV,14.5,105.72,0.63,12.74,4.34
2640-5,MDAJTG15,MAR DE AJO,ocgt,VIVORATA_132kV,13.5,104.3,0.62,11.8,4.6
3622-4,DIQUTG04,DIQUE,ocgt,ABASTO_220kV,13.93,102.78,0.61,12.93,4.39
2682-3,VGESTG14,VILLA GESELL,ocgt,VIVORATA_132kV,14.3,102.66,0.61,11.6,4.27
2680-2,VGESTG11,VILLA GESELL,ocgt,VIVORATA_132kV,13.93,102.36,0.61,11.8,4.37
6659-2,RTERTG02,13 DE JULIO,ocgt,ALMAFUE._132kV_2,12.84,99.82,0.59,11.1,4.63
2668-3,PEDRTG03,SAN PEDRO BSAS,ocgt,RAMALLO_132kV,50.2,98.14,0.58,9.68,1.16
5611-1,BARDDI01,BARRANQ. DISTRI,diesel,RESISTEN_132kV_1,21.7,96.5,0.57,19.3,2.65
3600-1,SVICDI01,S.VICENTE BSAS,diesel,EZEIZA_220kV_1,27.6,96.0,0.57,24.0,2.07
1634-2,LDLMDI01,CT LOMA DE LA LATA MOTORES,diesel,P.BAND._132kV,5.4,94.1,0.56,5.32,10.37
1623-3,AVALTG23,ALTO VALLE,ccgt,P.BAND._132kV,24.861,93.97,0.56,21.29,2.25
8660-1,LRIOTG21,LA RIOJA,ocgt,RIOJASUR_132kV,12.96,91.96,0.55,10.4,4.22
6824-1,BVILDI01,BELL VILLE,diesel,A.CABRAL_132kV,15.6,90.83,0.54,15.6,3.47
6824-2,BVILDI01,BELL VILLE,diesel,A.CABRAL_132kV,15.6,90.83,0.54,15.6,3.47
6605-1,DFUNTG01,DEAN FUNES,ocgt,MALVINAS_132kV,12.139,88.91,0.53,10.55,4.36
3940-1,ENRSDI01,C.T. ENSENADA. BRS,biogas,ABASTO_220kV,4.25,87.99,0.52,0.53,12.32
7689-1,DIAGFV01,Proyecto Solar Los Diaguitas (MATER),solar,NVA.SJUAN_132kV,100.0,87.62,0.52,1.39,0.52
6658-1,RTERTG01,13 DE JULIO,ocgt,ALMAFUE._132kV_2,12.84,86.73,0.52,11.1,4.02
6630-1,SFRATG01,SAN FRANCISCO,ocgt,MALVINAS_132kV,10.8,85.7,0.51,10.45,4.72
1678-1,BARIDI01,BARILOCHE ENARS,diesel,ALICURA_132kV,20.0,84.73,0.5,20.0,2.52
4612-3,OCAMDI03,VILLA OCAMPO,diesel,ROMANG_132kV,9.6,84.29,0.5,9.55,5.23
4612-4,OCAMDI04,VILLA OCAMPO,diesel,ROMANG_132kV,9.7,83.86,0.5,9.56,5.15
2605-1,COLBDI01,COLON BSAS,diesel,HENDERS2_220kV,14.5,83.86,0.5,14.15,3.44
4612-5,OCAMDI05,VILLA OCAMPO,diesel,ROMANG_132kV,9.6,83.78,0.5,9.58,5.19
4608-2,OCAMDI02,VILLA OCAMPO,diesel,ROMANG_132kV,9.7,83.78,0.5,9.44,5.14
1634-1,LDLMDI01,CT LOMA DE LA LATA MOTORES,diesel,P.BAND._132kV,5.4,83.24,0.5,5.31,9.18
2641-1,LINCDI01,LINCOLN,diesel,HENDERS2_220kV,14.0,82.54,0.49,14.0,3.51
3621-3,DIQUTG03,DIQUE,ocgt,ABASTO_220kV,11.9,81.55,0.49,10.7,4.08
6691-2,VMARTG02,VILLA MARIA,ocgt,A.CABRAL_132kV,12.5,81.16,0.48,9.1,3.86
8660-3,LRIOTG23,LA RIOJA,ocgt,RIOJASUR_132kV,12.94,80.84,0.48,10.7,3.72
4608-1,OCAMDI01,VILLA OCAMPO,diesel,ROMANG_132kV,9.6,80.48,0.48,9.3,4.99
5652-1,GOYDDI01,CT GOYA ENARSA,diesel,MERCEDES_132kV,13.0,75.0,0.45,12.5,3.43
5654-1,ARISDI01,A.D.VALL.ENARSA,diesel,S.ISIDRO_132kV_2,15.0,74.71,0.44,15.0,2.96
5603-1,ESCOTV01,C.T. LA ESCONDIDA.  INDUNOR S.A.,biomass,RESISTEN_132kV_2,10.067,74.27,0.44,10.04,4.39
2686-1,MIR1DI01,MIRAMAR I ENARS,diesel,OLAVARRI_132kV_2,15.7,70.58,0.42,12.29,2.68
5635-1,VANGDI01,V.ANGELA ENARSA,diesel,CHACO_132kV,12.5,70.14,0.42,12.5,3.34
6624-1,BVILDI01,BELL VILLE,diesel,A.CABRAL_132kV,15.6,67.97,0.4,14.7,2.59
8618-1,PICADI01,P.IND.CAT ENARS,diesel,RECREO_132kV,12.3,66.98,0.4,12.3,3.24
3622-2,DIQUTG02,DIQUE,ocgt,ABASTO_220kV,12.2,66.59,0.4,10.68,3.25
5631-1,SPENDI01,SAENZ PEÑA,diesel,CHACO_132kV,17.0,66.37,0.4,17.0,2.32
8693-1,ANATDI02,AÑATUYA,diesel,MQUEMADO_132kV,11.4,64.01,0.38,10.9,3.34
8660-2,LRIOTG22,LA RIOJA,ocgt,RIOJASUR_132kV,11.969,63.67,0.38,8.9,3.17
5651-1,CASTDI01,CASTELLI,diesel,CHACO_132kV,13.0,62.61,0.37,12.02,2.87
6693-3,VMARTG03,VILLA MARIA,ocgt,A.CABRAL_132kV,10.1,61.6,0.37,8.8,3.63
6691-1,VMARTG01,VILLA MARIA,ocgt,A.CABRAL_132kV,12.5,60.6,0.36,10.1,2.89
8695-1,TINODI01,TINOGASTA ENARS,diesel,BRACHO_132kV_3,15.0,60.0,0.36,15.0,2.38
5642-1,PIRADI01,PIRANE,diesel,GRANFORMOSA_132kV_1,15.7,58.1,0.35,15.0,2.2
5644-1,PIRADI01,PIRANE,diesel,GRANFORMOSA_132kV_1,15.7,58.1,0.35,15.0,2.2
5601-1,SCHADI01,S.MART. CHACO,diesel,CHACO_132kV,14.2,56.8,0.34,14.2,2.38
2671-1,SNICTV11,SAN NICOLAS,steam,RAMALLO_220kV,49.05,56.6,0.34,31.4,0.69
4610-1,SSALDI01,S.SALVADOR ERIO,diesel,GRAN.PNA_132kV,10.8,55.62,0.33,9.5,3.07
5668-1,CHARDI02,CHARATA ENARSA,diesel,CHACO_132kV,11.2,53.67,0.32,11.2,2.85
4629-1,AVELDI01,C.T. AVELLANEDA. SANTA FE,biogas,ROMANG_132kV,6.3,53.47,0.32,5.99,5.05
4611-1,LPAZDI01,LA PAZ E.RIOS,diesel,SGDE.ARG_132kV_2,10.8,51.5,0.31,10.8,2.84
5641-1,FORDDI01,FORMOSA DELIVER,diesel,GRANFORMOSA_132kV_2,13.0,50.71,0.3,13.0,2.32
8657-1,LRISDI01,L.RIOJA SUR ENA,diesel,RIOJASUR_132kV,10.0,49.11,0.29,8.57,2.92
5643-2,FORDDI02,FORMOSA DELIVER,diesel,GRANFORMOSA_132kV_2,15.0,42.68,0.25,14.6,1.69
6605-2,DFUNTG02,DEAN FUNES,ocgt,MALVINAS_132kV,10.8,42.05,0.25,10.67,2.32
5667-1,CHARDI01,CHARATA ENARSA,diesel,CHACO_132kV,8.2,40.87,0.24,7.33,2.97
8683-1,CHLEDI01,CHILECITO ENARS,diesel,RIOJASUR_132kV,10.0,40.0,0.24,10.0,2.38
2638-1,LOBODI01,LOBOS ENARSA,diesel,RODRGUEZ_132kV_5,19.68,39.36,0.23,19.68,1.19
8617-1,INTADI01,INTA CATAM ENAR,diesel,RECREO_132kV,7.0,38.57,0.23,6.6,3.28
7632-2,LREYHB02,LOS REYUNOS,hydro,GRAN MZA_220kV,111.5,38.26,0.23,15.87,0.2
7644-4,LDCUTG24,LUJAN DE CUYO,ocgt,GRAN MZA_132kV,22.76,36.48,0.22,19.69,0.95
5636-1,LPALDI01,L.PALMAS ENARSA,diesel,RESISTEN_132kV_2,6.7,35.64,0.21,6.7,3.17
5669-1,PPATDI01,PASO DE LA PATR,diesel,P.PATRIA_132kV,5.9,31.59,0.19,5.6,3.19
4680-1,RAFADI01,RAFAELA,diesel,S.TOME_132kV_2,19.0,30.14,0.18,8.3,0.94
5632-1,SPE2DI01,SAENZ PEÑA II,diesel,CHACO_132kV,7.7,29.86,0.18,5.04,2.31
5638-1,ITATDI01,CT ITATI,diesel,P.PATRIA_132kV,5.5,28.52,0.17,4.8,3.09
5666-1,SROSDI01,STA ROSA CORR,diesel,P.PATRIA_132kV,5.5,25.43,0.15,5.18,2.75
7691-1,SARCTG21,SARMIENTO SJ,ocgt,NVA.SJUAN_132kV,9.97,20.69,0.12,7.04,1.24
8619-1,TERVDI01,TEREVINTOS ENAR,diesel,RECREO_132kV,8.0,20.07,0.12,6.53,1.49
5634-1,LBLADI01,LAG. BLANCA,diesel,GRANFORMOSA_132kV_1,7.0,18.05,0.11,5.21,1.53
2640-7,MDAJTG17,MAR DE AJO,ocgt,VIVORATA_132kV,13.0,17.8,0.11,8.9,0.82
2996-1,PERGDI01,C.T. PERGAMINO,biogas,RODRGUEZ_220kV_1,2.4,16.38,0.1,2.23,4.06
2642-1,VGADDI01,VILLEGAS ENARSA,diesel,HENDERS2_132kV,2.6,15.41,0.09,2.6,3.53
7691-2,SARCTG22,SARMIENTO SJ,ocgt,NVA.SJUAN_132kV,9.97,14.13,0.08,7.09,0.84
5633-1,JUARDI01,C.T. JUAREZ,diesel,GRANFORMOSA_132kV_1,4.0,13.8,0.08,3.67,2.05
409-1,CRIVTG21,CDRO RIVADAVIA,ocgt,SCN_500_132kV,14.4,12.07,0.07,12.07,0.5
8697-1,LEDE.TV03,LEDESMA,ocgt,JUANCITO_132kV,4.1067,8.7,0.05,1.35,1.26
4607-1,MOLITV01,MOLINOS AUTOG.,steam,R.COROND_132kV,0.272,8.0,0.05,0.27,17.51
8671-1,LEDE.TV01,LEDESMA,ocgt,JUANCITO_132kV,3.5009,7.42,0.04,1.15,1.26
7693-3,SARCTG23,SARMIENTO SJ,ocgt,NVA.SJUAN_132kV,9.97,5.08,0.03,5.08,0.3
8672-2,LEDE.TV02,LEDESMA,ocgt,JUANCITO_132kV,1.6837,3.57,0.02,0.55,1.26
8648-2,CITRDI02,C.T. CITRUSVIL,biogas,BRACHO_132kV_2,3.003,0.04,0.0,0.04,0.01
8673-1,LIBEDI01,LIB. SAN MARTIN,diesel,JUANCITO_132kV,13.2,0.0,0.0,-0.0,0.0
7642-2,LDCUTG22,LUJAN DE CUYO,ccgt,GRAN MZA_132kV,24.373,0.0,0.0,-0.0,0.0
3675-5,EZEITV05,CT EZEIZA,ocgt,EZEIZA_220kV_1,42.09,0.0,0.0,-0.0,0.0
3676-6,EZEITV06,CT EZEIZA,ocgt,EZEIZA_220kV_1,42.53,0.0,0.0,-0.0,0.0
2664-3,ZARATG03,C.T ZARATE,ocgt,RODRGUEZ_220kV_1,52.5,0.0,0.0,-0.0,0.0
7694-1,CCOLHI01,CARACOLES,hydro,NVA.SJUAN_132kV,60.7,0.0,0.0,-0.0,0.0
7695-2,CCOLHI02,CARACOLES,hydro,NVA.SJUAN_132kV,60.7,0.0,0.0,-0.0,0.0
2669-1,PEDRTV01,SAN PEDRO BSAS,steam,RAMALLO_132kV,61.52,0.0,0.0,-0.0,0.0
6633-3,MMARTG03,MARANZANA,ocgt,ALMAFUE._132kV_1,44.8,0.0,0.0,-0.0,0.0
6634-4,MMARTG04,MARANZANA,ocgt,ALMAFUE._132kV_1,22.9,0.0,0.0,-0.0,0.0
2674-4,SNICTV14,SAN NICOLAS,steam,RAMALLO_132kV,43.7,0.0,0.0,-0.0,0.0
2614-4,NECOTV04,NECOCHEA,steam,OLAVARRI_132kV_2,46.1,0.0,0.0,-0.0,0.0
1676-1,LCAMTG01,LOMA CAMPANA,ocgt,P.BAND._132kV,92.4763,0.0,0.0,-0.0,0.0
3601-1,COSTTV01,COSTANERA,steam,EZEIZA_220kV_1,84.12,0.0,0.0,-0.0,0.0
4650-1,SORRTV13,SORRENTO,steam,R.OESTE_132kV_2,84.78,0.0,0.0,-0.0,0.0
2608-8,MDPATV08,MAR DEL PLATA,steam,VIVORATA_132kV,23.52,0.0,0.0,-0.0,0.0
7610-1,LUNLHI01,P.A.H. LUNLUNTA,hydro,GRAN MZA_132kV,6.296,0.0,0.0,-0.0,0.0
2616-1,MDPATG22,MAR DEL PLATA,ocgt,VIVORATA_132kV,20.5,0.0,0.0,-0.0,0.0
8957-1,LEALTV01,C.T. COGENERACI N INGENIO LEALES,biomass,BRACHO_132kV_2,2.226,0.0,0.0,-0.0,0.0
663-1,RESCHI01,H RIO ESCONDIDO,hydro,NPMADRYN_330kV,4.2031,0.0,0.0,-0.0,0.0
7603-1,ETIGHI12,EL TIGRE,hydro,GRAN MZA_132kV,6.85,0.0,0.0,-0.0,0.0
7603-2,ETIGHI12,EL TIGRE,hydro,GRAN MZA_132kV,6.85,0.0,0.0,-0.0,0.0
4621-1,VIALDI01,VIALE E. RIOS,diesel,GRAN.PNA_132kV,4.6,0.0,0.0,-0.0,0.0
468-1,PTR1TG23,PICO TRUNCADO 1,ocgt,SCN_500_132kV,14.5,0.0,0.0,-0.0,0.0
1620-1,AVALTV12,ALTO VALLE,ccgt,P.BAND._132kV,12.3504,0.0,0.0,-0.0,0.0
1620-2,AVALTV12,ALTO VALLE,ccgt,P.BAND._132kV,12.3504,0.0,0.0,-0.0,0.0
8685-1,ORADDI01,ORAN ENARSA,diesel,JUANCITO_132kV,14.0,0.0,0.0,-0.0,0.0
466-1,PTR1TG25,PICO TRUNCADO 1,ocgt,SCN_500_132kV,13.2,0.0,0.0,-0.0,0.0
620-2,RESCHI02,H RIO ESCONDIDO,hydro,NPMADRYN_330kV,3.0269,0.0,0.0,-0.0,0.0
1621-1,AVALTG21,ALTO VALLE,ocgt,P.BAND._132kV,13.8546,0.0,0.0,-0.0,0.0
4631-1,CEREDI01,CERES    ENARSA,diesel,S.TOME_132kV_2,18.0,0.0,0.0,-0.0,0.0
2615-1,ARREDI01,ARRECIFES ENARS,diesel,RODRGUEZ_220kV_1,1.0,0.0,0.0,-0.0,0.0
7643-3,LDCUTG23,LUJAN DE CUYO,ocgt,GRAN MZA_132kV,22.766,0.0,0.0,-0.0,0.0
6621-1,LEVATG01,LEVALLE,ocgt,ALMAFUE._132kV_1,19.942,0.0,0.0,-0.0,0.0
6622-2,LEVATG02,LEVALLE,ocgt,ALMAFUE._132kV_1,19.946,0.0,0.0,-0.0,0.0
2677-4,AESPTG04,AES-PARANA,ocgt,RAMALLO_132kV,18.9,0.0,0.0,-0.0,0.0
2676-1,SNICTG01,SAN NICOLAS,ocgt,RAMALLO_132kV,19.1,0.0,0.0,-0.0,0.0
